ID,InChIKey,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,PredictedSolubility,Residual,AbsoluteResidual
A-5563,VYZAMTAEIAYCRO-UHFFFAOYSA-N,-10.0169999307,0.0,1,G1,51.996,-0.0025,-1.5576600213091885,-8.459339909390813,8.459339909390813
A-2661,KNXVOGGZOFOROK-UHFFFAOYSA-N,-6.5789404760000005,0.0,1,G1,379.2630000000001,-11.3888,1.7353127206918293,-8.31425319669183,8.31425319669183
A-2272,LEHFSLREWWMLPU-UHFFFAOYSA-B,-7.3381588933,1.3879820748700695,3,G4,653.5520000000004,-11.3059,0.9380986111754952,-8.276257504475495,8.276257504475495
A-5716,VSCWAEJMTAWNJL-UHFFFAOYSA-K,-6.568661207100001,3.314735505774053,4,G4,133.341,-9.3688,1.6761558757629673,-8.244817082862967,8.244817082862967
A-2154,BQLBNJKYLGWYQM-ZWUGTYOTSA-N,-6.5970388257,0.2437198757500005,2,G3,1205.976,26.759600000000063,-14.67227245808638,8.07523363238638,8.07523363238638
A-5970,GKOZUEZYRPOHIO-UHFFFAOYSA-N,-9.9827617991,0.0,1,G1,192.217,-0.0025,-1.9495480961901999,-8.033213702909801,8.033213702909801
A-2388,PQKUZJNOANDNSP-UHFFFAOYSA-N,-0.7942190429000001,0.0,1,G1,1618.7970000000007,6.383200000000008,-8.296265441720681,7.502046398820681,7.502046398820681
A-1445,RILYHWBPLWVCBV-UHFFFAOYSA-N,-5.1305146868,0.0,1,G1,302.526,-12.3904,2.319900791043275,-7.450415477843275,7.450415477843275
A-6086,BYMHXIQVEAYSJD-UHFFFAOYSA-M,-8.3631893131,0.0,1,G1,196.15899999999996,-2.699699999999999,-0.9638604432461629,-7.399328869853837,7.399328869853837
A-6100,CETPSERCERDGAM-UHFFFAOYSA-N,-9.1459110865,0.0,1,G1,172.114,-0.2376,-1.8064872230447506,-7.3394238634552496,7.3394238634552496
A-5667,PHMIXEGPFULHMW-UHFFFAOYSA-N,-8.5404809541,0.0,1,G1,1978.5899999999992,24.087000000000053,-15.843951186334099,7.303470232234099,7.303470232234099
A-2168,XRADHEAKQRNYQQ-UHFFFAOYSA-K,-5.8937682366,1.0128175529705463,4,G4,201.234,-8.988,1.3456910732725285,-7.239459309872528,7.239459309872528
A-5764,QHGNHLZPVBIIPX-UHFFFAOYSA-N,-8.828369840499999,0.0,1,G1,134.71,-0.4996,-1.6051332688238498,-7.223236571676149,7.223236571676149
A-2433,QCCDYNYSHILRDG-UHFFFAOYSA-K,-5.8633448938,0.4225202739292101,4,G5,197.11,-8.988,1.3572167821236225,-7.220561675923623,7.220561675923623
A-2657,VGSJTKYUFRVBDY-UHFFFAOYSA-N,-7.138082494500001,0.0,1,G1,1374.3029999999987,23.852900000000023,-14.068588968641372,6.930506474141371,6.930506474141371
A-5088,BYMUNNMMXKDFEZ-UHFFFAOYSA-K,-5.535398327699999,1.2583150743901914,4,G4,195.9,-8.988,1.3605984765246468,-6.895996804224646,6.895996804224646
A-2781,OJMOMXZKOWKUTA-UHFFFAOYSA-N,-6.9334417301,0.0,1,G1,85.791,-4.3286,-0.05347271078107885,-6.879969019318922,6.879969019318922
A-307,WUVJFYRTCZOXAH-UHFFFAOYSA-K,-3.2357622441000005,0.0258059252000002,2,G3,1445.578,12.595639999999984,-10.107857214888094,6.872094970788094,6.872094970788094
A-6095,PCHJSUWPFVWCPO-UHFFFAOYSA-N,-8.8172722155,0.0,1,G1,196.967,-0.0025,-1.9628233428057908,-6.854448872694208,6.854448872694208
A-6075,CRHLEZORXKQUEI-UHFFFAOYSA-N,-8.4010988426,0.3273137652548241,3,G5,251.825,-1.3605999999999998,-1.6142769449801926,-6.786821897619808,6.786821897619808
A-6078,QGPQTSCLUYMZHL-UHFFFAOYSA-N,-8.2496923157,0.0,1,G1,177.702,-1.1861,-1.4716023457153187,-6.778089969984682,6.778089969984682
A-5980,JEPVJCOLPSALKN-UHFFFAOYSA-N,-9.0249738719,0.0,1,G1,423.6760000000001,-0.917,-2.258489076951582,-6.766484794948418,6.766484794948418
A-2135,XIJNZQQUHMHCIW-UHFFFAOYSA-N,-6.3644088649,0.5972571708999999,2,G2,925.6969999999994,24.58060000000004,-13.083739207396697,6.719330342496697,6.719330342496697
A-5950,AFNRRBXCCXDRPS-UHFFFAOYSA-N,-8.4059550501,0.0,1,G1,152.79399999999998,-0.268,-1.741258097567763,-6.664696952532236,6.664696952532236
A-5987,OIIOABHODDNVGM-UHFFFAOYSA-N,-8.972710915599999,0.0,1,G1,469.5490000000001,-0.933,-2.3807818919977706,-6.591929023602228,6.591929023602228
A-5953,YNRGZHRFBQOYPP-UHFFFAOYSA-N,-9.0983152748,0.0,1,G1,514.161,-0.7688,-2.5661403452355405,-6.532174929564459,6.532174929564459
A-5093,CADNYOZXMIKYPR-UHFFFAOYSA-B,-6.3076085303,0.0,1,G1,745.2030000000005,-10.0288,0.21002268882724717,-6.517631219127247,6.517631219127247
A-2013,SQORATIMOBOFKR-UHFFFAOYSA-H,-5.648400548200001,0.3302053143352448,6,G5,578.5540000000003,-10.5414,0.8651941144051714,-6.513594662605172,6.513594662605172
A-6076,HUUOUJVWIOKBMD-UHFFFAOYSA-N,-8.5104350823,0.0,1,G1,323.918,-0.8585,-2.001304226778099,-6.509130855521901,6.509130855521901
A-2707,LPGFSDGXTDNTCB-UHFFFAOYSA-N,-7.3809427734,0.0,1,G1,1202.022999999999,24.615200000000037,-13.868797852300021,6.487855078900021,6.487855078900021
A-2669,LMYUVIRTIDGPBO-UHFFFAOYSA-N,-6.3011016483,0.0,1,G1,200.033,-5.757700000000001,0.15534480221736846,-6.456446450517369,6.456446450517369
H-94,CIPFDHFTBYJKQB-UHFFFAOYSA-N,-12.95,0.0,1,G1,514.6610000000003,10.0129,-6.551732895481859,-6.3982671045181405,6.3982671045181405
A-5939,JQPTYAILLJKUCY-UHFFFAOYSA-N,-8.0625429623,0.0,1,G1,122.419,-0.1213,-1.7105768965075518,-6.351966065792448,6.351966065792448
A-2706,QTIMEBJTEBWHOB-PMDAXIHYSA-N,-7.378019409199999,0.0,1,G1,1193.958999999999,24.29560000000003,-13.728157893069017,6.350138483869018,6.350138483869018
A-2174,LJUBBLNHYXJKSN-UHFFFAOYSA-N,-5.805457995399999,0.0,1,G1,141.844,-6.3509,0.537177807601787,-6.342635803001786,6.342635803001786
B-2402,UGQQAJOWXNCOPY-UHFFFAOYSA-N,-13.1719,0.0,1,G1,653.73,9.716199999999992,-6.830760899318627,-6.3411391006813735,6.3411391006813735
A-6080,GUCVJGMIXFAOAE-UHFFFAOYSA-N,-7.968043762200001,0.8489575969489346,6,G4,92.906,-0.0025,-1.6719948295289428,-6.296048932671058,6.296048932671058
A-2295,QRTRRDMHGTZPBF-UHFFFAOYSA-L,-7.706047479099999,0.0,1,G1,203.286,-1.4592999999999998,-1.4421477751267384,-6.2638997039732605,6.2638997039732605
A-6108,INZDTEICWPZYJM-UHFFFAOYSA-N,-10.098913562,0.0,1,G1,251.156,4.831200000000004,-3.9004823554528034,-6.1984312065471965,6.1984312065471965
A-6060,JSBMGPVJAADXIZ-UHFFFAOYSA-N,-7.5649937324,0.6371146617127232,3,G4,367.2770000000001,-2.7986999999999984,-1.4055153283729214,-6.1594784040270785,6.1594784040270785
B-4424,FOIBFBMSLDGNHL-UHFFFAOYSA-N,-12.0605,0.3647499999999999,2,G3,459.75400000000025,8.8118,-5.954433207901918,-6.106066792098082,6.106066792098082
A-1140,WBXXVIQNIMIONY-UHFFFAOYSA-H,-5.3110386285,0.0277448431718879,4,G5,613.9880000000003,-10.5414,0.7661635694416224,-6.077202197941623,6.077202197941623
A-1822,ADPGKKZKGXANON-UHFFFAOYSA-N,-3.2659206297,0.0,1,G1,212.138,-12.993099999999997,2.795233764314785,-6.061154394014785,6.061154394014785
A-277,KEWYKJOOCFOYTD-UHFFFAOYSA-N,-5.5836431263,0.3166601883671506,3,G5,174.06,-6.3509,0.4471408928717062,-6.030784019171707,6.030784019171707
A-2331,KLZUFWVZNOTSEM-UHFFFAOYSA-K,-4.1998793146,0.0,1,G1,83.976,-9.3688,1.8141206229584739,-6.0139999375584745,6.0139999375584745
A-2725,RYYGJLVSNHAPGS-KHGNKIMXSA-N,-7.355606282999999,0.0,1,G1,1133.9039999999989,23.675200000000025,-13.331058511204253,5.9754522282042535,5.9754522282042535
A-5648,JAONJTDQXUSBGG-UHFFFAOYSA-N,-7.6234773746,0.0,1,G1,264.739,-1.3605999999999998,-1.6503688470420332,-5.973108527557967,5.973108527557967
A-5201,LQPLDXQVILYOOL-UHFFFAOYSA-I,0.2012984367,0.0,1,G1,503.2590000000004,-24.33809999999997,6.173965223343212,-5.972666786643212,5.972666786643212
A-5756,QDOXWKRWXJOMAK-UHFFFAOYSA-N,-7.6862678201,0.2497669278737231,3,G5,151.989,-0.311,-1.7231183687901803,-5.96314945130982,5.96314945130982
A-6092,ATBAMAFKBVZNFJ-UHFFFAOYSA-N,-7.2558511787,0.0,1,G1,9.012,-0.3808,-1.2977344448514232,-5.958116733848577,5.958116733848577
A-6069,LTPBRCUWZOMYOC-UHFFFAOYSA-N,-7.255116256,0.0,1,G1,25.011000000000003,-0.4996,-1.2985477365114853,-5.956568519488515,5.956568519488515
A-19,YJZHZFOWHRKQHS-UHFFFAOYSA-N,-1.9803097957,0.1558590555003896,4,G5,733.0020000000002,12.05423999999998,-7.916292591655534,5.935982795955534,5.935982795955534
A-5961,GLVDLLVMSDGVDA-UHFFFAOYSA-N,-9.2195295624,0.0,1,G1,371.34500000000014,2.3017000000000003,-3.301651214546175,-5.917878347853825,5.917878347853825
B-3124,WDMKCPIVJOGHBF-UHFFFAOYSA-N,-11.4817,0.0,1,G1,409.31000000000006,8.159799999999999,-5.5725172944751336,-5.9091827055248665,5.9091827055248665
A-6058,ACUPDOXCXXCPIX-LUAWRHEFSA-N,-7.5280099033,0.0,1,G1,337.2950000000001,-1.8951199999999984,-1.6556247012619298,-5.87238520203807,5.87238520203807
A-6019,ATJFFYVFTNAWJD-UHFFFAOYSA-N,-7.472430972100001,0.0,1,G1,118.711,-0.3808,-1.6043199771637877,-5.868110994936213,5.868110994936213
B-2832,WCLNVRQZUKYVAI-UHFFFAOYSA-N,-11.4795,0.1645308144053537,3,G5,425.3090000000002,8.1584,-5.616713773508119,-5.862786226491881,5.862786226491881
A-2771,BHAUFROZPICYNL-UHFFFAOYSA-N,-7.751246761699999,0.0,1,G1,563.9580000000003,-2.925229999999993,-1.9084401520226348,-5.842806609677364,5.842806609677364
A-2355,OUKSICCLOBOVAZ-XSBYHUFWSA-N,-6.0798516889,0.0,1,G1,1069.6499999999994,19.9497,-11.77478654462209,5.6949348557220905,5.6949348557220905
A-5270,ZMKAVICCBWPNSR-UHFFFAOYSA-G,-0.1112894041,0.0,1,G1,323.02000000000004,-21.3553,5.575451787782541,-5.686741191882541,5.686741191882541
A-5544,CLOIETWQBJYMFR-UHFFFAOYSA-N,-7.6358227076,0.3195796294649805,5,G5,108.949,0.6335999999999999,-1.9518916382984068,-5.683931069301593,5.683931069301593
B-2857,RHIROFAGUQOFLU-UHFFFAOYSA-N,-11.5827,0.0,1,G1,443.7550000000001,8.813199999999998,-5.910236728868933,-5.672463271131068,5.672463271131068
A-4165,SBDAPZFOTCURRM-UHFFFAOYSA-K,-5.4653701933,0.0,1,G1,274.472,-6.460300000000005,0.2069374862596738,-5.672307679559674,5.672307679559674
B-4428,WCYYQNSQJHPVMG-UHFFFAOYSA-N,-10.9486,0.4807997873913383,3,G5,390.86400000000015,7.505000000000001,-5.27899433911432,-5.669605660885681,5.669605660885681
A-5428,VEALVRVVWBQVSL-UHFFFAOYSA-N,-6.5279992996,0.8943540232775445,4,G4,183.484,-2.8801,-0.861772722256376,-5.6662265773436244,5.6662265773436244
A-5672,KBQHZAAAGSGFKK-UHFFFAOYSA-N,-7.511883361000001,0.0,1,G1,162.5,0.0,-1.8674191913548142,-5.644464169645186,5.644464169645186
A-147,AFPIWWDEGJLLCL-UHFFFAOYSA-N,-6.6197116003,0.0,1,G1,283.283,-3.2584,-1.0008954694857577,-5.618816130814242,5.618816130814242
A-2317,BBBYRJLYBLPEBL-ZPHPHTNESA-N,-8.9260164319,0.0,1,G1,278.311,3.1073000000000013,-3.339336712131554,-5.586679719768447,5.586679719768447
A-1630,COGHWIKGZJHSAG-UHFFFAOYSA-L,-4.7884242194,0.0348872210429197,3,G5,984.8219999999992,16.657699999999966,-10.321207198208535,5.532782978808535,5.532782978808535
A-6089,RIYRDRZNXDRTIL-UHFFFAOYSA-L,-8.7020121255,0.2764209842999996,2,G3,377.6360000000002,1.9029,-3.1718634254951983,-5.530148700004801,5.530148700004801
A-5817,SOYBSGQXDYYMDH-UHFFFAOYSA-N,-8.2650486602,0.0,1,G1,423.4250000000002,0.4816,-2.7746165957030993,-5.4904320644969005,5.4904320644969005
A-6053,YADSGOSSYOOKMP-UHFFFAOYSA-N,-7.325679100599999,0.0,1,G1,239.198,-0.6184000000000001,-1.8532546231717102,-5.472424477428288,5.472424477428288
A-3477,JHDXAQHGAJXNBY-UHFFFAOYSA-M,-0.0721808988,0.0,1,G1,629.3730000000002,6.381300000000005,-5.530332253568616,5.458151354768616,5.458151354768616
H-245,LVYBAQIVPKCOEE-UHFFFAOYSA-N,-10.66,0.0199999999999995,2,G3,374.86500000000007,7.5064,-5.2347978600813345,-5.425202139918666,5.425202139918666
A-6091,DGUZPEZCWQVQGW-NKFKGCMQSA-N,-8.782716219400001,0.0,1,G1,424.43800000000016,2.06088,-3.361043970162028,-5.421672249237973,5.421672249237973
A-1963,NZPIUJUFIFZSPW-UHFFFAOYSA-H,-5.3958921156,0.0822236389500004,2,G3,457.8360000000003,-7.341000000000001,0.019921651774555738,-5.415813767374555,5.415813767374555
A-5622,PLDDOISOJJCEMH-UHFFFAOYSA-N,-7.634860780499999,0.0,1,G1,336.47700000000003,-0.3564,-2.221946554468089,-5.412914226031909,5.412914226031909
A-1499,QGEKBXUETMOETP-UHFFFAOYSA-L,-4.6744729174,0.0227917385,2,G3,943.7369999999994,16.279399999999963,-10.066588925608245,5.392116008208245,5.392116008208245
A-2613,JUNWLZAGQLJVLR-UHFFFAOYSA-J,-5.998459357100001,0.0,1,G1,254.097,-4.1012,-0.6078842577352721,-5.390575099364728,5.390575099364728
A-101,DCXXMTOCNZCJGO-UHFFFAOYSA-N,-5.4730005799,0.0,1,G1,891.500999999999,18.769099999999984,-10.840626929337366,5.367626349437367,5.367626349437367
A-2766,WIHZLLGSGQNAGK-UHFFFAOYSA-N,-7.2440460955,0.0,1,G1,210.488,-0.2401,-1.9128106141856462,-5.331235481314353,5.331235481314353
A-2361,SVOAENZIOKPANY-CVBJKYQLSA-L,-11.9989378619,0.0,1,G1,626.4660000000002,9.5451,-6.691336663035543,-5.307601198864457,5.307601198864457
A-5886,WNVYCMIJBVIKSY-UHFFFAOYSA-N,-7.2627495503,0.763818814886786,5,G4,227.076,-0.2401,-1.9591705701560516,-5.303578980143948,5.303578980143948
A-3557,OJPFLODMGUZMKD-UHFFFAOYSA-N,-0.8846418846999999,0.0,1,G1,381.37100000000015,-18.583000000000013,4.387916421811873,-5.272558306511873,5.272558306511873
A-5887,QEFYFXOXNSNQGX-UHFFFAOYSA-N,-7.0799044677,0.0,1,G1,144.24,0.0,-1.8163863485757208,-5.263518119124279,5.263518119124279
A-2765,VBJZVLUMGGDVMO-UHFFFAOYSA-N,-7.1724326435000005,0.0,1,G1,178.49,-0.0025,-1.911184030865522,-5.261248612634478,5.261248612634478
A-5489,KXAHUXSHRWNTOD-UHFFFAOYSA-K,-4.6845024567,0.0,1,G1,483.618,-8.9905,0.557411276516814,-5.241913733216814,5.241913733216814
B-1492,DAJYZXUXDOSMCG-UHFFFAOYSA-N,0.2956,0.0,1,G1,506.2550000000003,5.687600000000006,-4.929898330933082,5.225498330933083,5.225498330933083
A-76,XYJRXVWERLGGKC-UHFFFAOYSA-D,-4.1419008964,1.0438883114499995,2,G2,502.3070000000002,-10.5546,1.0831662101597526,-5.225067106559752,5.225067106559752
A-4862,TWQULNDIKKJZPH-UHFFFAOYSA-K,-2.5909258566,0.0271437443176862,3,G5,115.793,-11.8126,2.628263848551833,-5.219189705151833,5.219189705151833
A-271,HPYIMVBXZPJVBV-UHFFFAOYSA-N,-8.7448595438,0.0,1,G1,1111.4490000000003,-2.6679999999999997,-3.5336168481208463,-5.211242695679154,5.211242695679154
B-1423,YCOZIPAWZNQLMR-UHFFFAOYSA-N,-9.4464,0.0,1,G1,212.42099999999996,6.097500000000006,-4.2601659927743984,-5.186234007225602,5.186234007225602
A-5831,RPPBZEBXAAZZJH-UHFFFAOYSA-N,-7.1014793549,0.7914012413268205,3,G4,240.012,-0.3833,-1.942406815902815,-5.159072538997186,5.159072538997186
A-2205,JNDCLPVZJSPREA-UHFFFAOYSA-H,-7.1435627019000005,0.0,1,G1,1991.601,14.394099999999993,-12.29846667960934,5.15490397770934,5.15490397770934
A-2309,NGNZTXNWCGRXKL-UHFFFAOYSA-M,-8.1469015236,3.8701451360749375,3,G4,322.574,1.8576999999999984,-3.001273870055577,-5.145627653544423,5.145627653544423
A-2477,LSXDOTMGLUJQCM-UHFFFAOYSA-M,-5.9787509813,0.0,1,G1,190.45,-2.9985,-0.8374885002816079,-5.1412624810183924,5.1412624810183924
G-117,ONXPZLFXDMAPRO-UHFFFAOYSA-N,-11.6,0.3692942939656057,3,G5,498.66200000000026,9.8876,-6.460716571132442,-5.139283428867557,5.139283428867557
A-5964,VNRWTCZXQWOWIG-UHFFFAOYSA-N,-9.4071737246,0.0,1,G1,384.8460000000002,4.828000000000005,-4.2729351589755105,-5.134238565624489,5.134238565624489
A-2663,HGCYUAJUOYGULZ-UHFFFAOYSA-N,-6.3306470932000005,0.0,1,G1,214.115,-2.1172,-1.2292967081015451,-5.101350385098455,5.101350385098455
A-1104,UTWHRPIUNFLOBE-UHFFFAOYSA-H,-5.1084204387,0.0,1,G1,468.5040000000003,-7.341000000000001,-0.009893154729680997,-5.098527283970318,5.098527283970318
A-5820,BUGBHKTXTAQXES-UHFFFAOYSA-N,-6.5751878449,0.0,1,G1,78.96,-0.3808,-1.4932243291182374,-5.081963515781763,5.081963515781763
A-1093,GHLITDDQOMIBFS-UHFFFAOYSA-H,-5.0664023631,0.0,1,G1,460.2560000000003,-7.341000000000001,0.013158262972507107,-5.079560626072507,5.079560626072507
C-2439,JEYJJJXOFWNEHN-UHFFFAOYSA-N,-10.3,0.0149999999999996,2,G3,374.865,7.5064,-5.2347978600813345,-5.065202139918666,5.065202139918666
A-2729,CWMQWEHVVUJOBW-UHFFFAOYSA-N,-6.8406266847,0.0,1,G1,346.415,-1.5982,-1.7908349464399127,-5.049791738260088,5.049791738260088
A-2783,PZNSFCLAULLKQX-UHFFFAOYSA-N,-6.394784279,0.0,1,G1,24.819,-0.36572,-1.3474842301314076,-5.047300048868592,5.047300048868592
A-5498,QPLNUHHRGZVCLQ-UHFFFAOYSA-I,-5.6688423383,0.5700699657073327,3,G4,279.894,-4.2354,-0.6303900797493831,-5.038452258550617,5.038452258550617
A-875,XIRHLBQGEYXJKG-UHFFFAOYSA-H,-5.0220270242,0.2576798609500002,2,G3,461.84000000000026,-7.341000000000001,0.008731317574803388,-5.030758341774803,5.030758341774803
A-5103,GUVRBAGPIYLISA-UHFFFAOYSA-N,-6.9291741838,0.0,1,G1,180.948,-0.0025,-1.918053621640495,-5.011120562159505,5.011120562159505
A-5258,FUUGOUJDTGRGMR-GMFCBQQYSA-N,0.7757804054999999,0.0,1,G1,502.7370000000003,3.8322000000000025,-4.234434527685229,5.010214933185229,5.010214933185229
A-5643,ZKATWMILCYLAPD-UHFFFAOYSA-N,-6.9474451591,0.0,1,G1,265.807,-0.5486,-1.953414568549813,-4.994030590550187,4.994030590550187
A-5996,LEKRPRXZDBMCCI-UHFFFAOYSA-N,-6.4891402338,0.0,1,G1,302.2500000000001,-1.9810799999999995,-1.5259162628012966,-4.963223970998703,4.963223970998703
A-2714,ITJIINAVMOBHSF-UHFFFAOYSA-N,-6.8304564999,0.0,1,G1,338.39700000000005,-1.3292999999999988,-1.8677937840248466,-4.962662715875154,4.962662715875154
A-255,XLUBVTJUEUUZMR-UHFFFAOYSA-B,-3.0559869634,0.2953828934682944,3,G5,464.13800000000015,-12.4408,1.88685385862708,-4.94284082202708,4.94284082202708
A-4236,LAVCAJLTFZEZAW-UHFFFAOYSA-N,-0.64043406,0.0,1,G1,824.9660000000003,5.045100000000002,-5.583203227204574,4.942769167204574,4.942769167204574
A-3778,CBMNJIRTNNMVJC-UHFFFAOYSA-M,-0.1395608978999999,0.0,1,G1,515.7420000000004,6.000590000000006,-5.07207266069956,4.93251176279956,4.93251176279956
A-4344,HWGNBUXHKFFFIH-UHFFFAOYSA-I,-0.3954232123,0.0,1,G1,367.8620000000001,-18.8346,4.518645754217506,-4.9140689665175055,4.9140689665175055
A-2292,PLYDYQGKZLDFTI-UHFFFAOYSA-N,-7.438461096699999,0.0,1,G1,304.63800000000003,0.7348799999999998,-2.5362273697885582,-4.902233726911441,4.902233726911441
A-6085,DYALWCKAJBVSBZ-UHFFFAOYSA-N,-8.6461429905,0.0,1,G1,376.3240000000001,3.525000000000001,-3.767616323949029,-4.878526666550971,4.878526666550971
A-30,URGAHOPLAPQHLN-UHFFFAOYSA-N,-3.4731390517,0.0,1,G1,202.138,-9.132,1.3963773523900123,-4.869516404090012,4.869516404090012
A-6072,FQUSDVWAPHUPRQ-UHFFFAOYSA-N,-8.7052973925,0.0,1,G1,507.33800000000025,2.7228,-3.8373333160946537,-4.867964076405347,4.867964076405347
A-5680,DLHSXQSAISCVNN-UHFFFAOYSA-M,-6.275970814500001,0.9912005010444028,16,G4,91.939,-0.6783,-1.419561791568427,-4.856409022931574,4.856409022931574
A-426,QORWJWZARLRLPR-UHFFFAOYSA-H,-4.6051146656,0.0344626777999996,2,G3,310.17400000000004,-6.791600000000001,0.22958425798180038,-4.834698923581801,4.834698923581801
A-3072,HNQGTZYKXIXXST-UHFFFAOYSA-N,-5.616551128099999,0.0,1,G1,206.786,-3.2584,-0.7871025136219947,-4.829448614478005,4.829448614478005
A-2282,GZSOSUNBTXMUFQ-YFAPSIMESA-N,-7.505541952200001,0.0,1,G1,608.5490000000003,-1.0897000000000006,-2.711351691118788,-4.794190261081212,4.794190261081212
A-2607,HQVNEWCFYHHQES-UHFFFAOYSA-N,-5.6698930776,0.0,1,G1,140.286,-2.4172,-0.9121003149909614,-4.757792762609039,4.757792762609039
A-2918,YVSNOTITPICPTB-UHFFFAOYSA-N,2.1376816201,0.0,1,G1,172.26799999999994,1.9625,-2.6199274206772287,4.757609040777229,4.757609040777229
A-1417,LRXTYHSAJDENHV-UHFFFAOYSA-H,-5.1553472856,0.0,1,G1,386.1100000000001,-5.656700000000001,-0.4020239504289318,-4.753323335171069,4.753323335171069
A-5604,FVZVCSNXTFCBQU-UHFFFAOYSA-N,-6.566718008,0.0,1,G1,30.974,0.8612,-1.8180737209835895,-4.74864428701641,4.74864428701641
A-2675,GKHGYOYJUWWDJG-UHFFFAOYSA-N,-6.6614873159000005,0.0,1,G1,366.925,-1.3605999999999998,-1.9359571313916746,-4.725530184508326,4.725530184508326
C-1500,YHUPMPHVHYBYJE-UHFFFAOYSA-N,-10.6,0.0,1,G1,445.771,8.7061,-5.876294026694259,-4.723705973305741,4.723705973305741
A-5786,FGBJXOREULPLGL-UHFFFAOYSA-N,-6.717139790499999,0.0,1,G1,125.127,0.6292800000000001,-1.995509347832002,-4.721630442667998,4.721630442667998
A-143,IXNUVCLIRYUKFB-UHFFFAOYSA-M,-0.6229779303,0.0,1,G1,775.969,4.725610000000006,-5.3282048282546555,4.705226897954655,4.705226897954655
B-2388,RTLULCVBFCRQKI-UHFFFAOYSA-N,0.1956,0.0,1,G1,637.4390000000003,3.5166000000000013,-4.494273513181256,4.689873513181256,4.689873513181256
A-6003,MCMNRKCIXSYSNV-UHFFFAOYSA-N,-6.350325563999999,0.0,1,G1,123.222,-0.2401,-1.6689205781527672,-4.681404985847232,4.681404985847232
A-1490,BAPRPWHVXHPSHD-UHFFFAOYSA-N,1.5823133383,0.0,1,G1,500.65800000000047,0.7696000000000052,-3.0968920524102668,4.679205390710267,4.679205390710267
A-2284,WBCXRDHKXHADQF-UHFFFAOYSA-N,-7.323792769,0.4286662482000003,2,G3,379.3720000000002,0.4649999999999996,-2.6453635167443537,-4.678429252255646,4.678429252255646
