ID,InChIKey,Solubility,SD,Ocurrences,Group,rdkit_molwt,rdkit_mollogp,PredictedSolubility,Residual,AbsoluteResidual,MolWt,MolLogP,TPSA,NumHAcceptors,NumHDonors,NumRotatableBonds,rdkit_tpsa,rdkit_hba,rdkit_hbd,rdkit_rotatable_bonds,abs_residual,MolWt_diff,MolLogP_diff,TPSA_diff,HBA_diff,HBD_diff,Rotatable_diff,flag_single_occurrence,flag_high_sd,flag_high_logp_discrepancy,flag_high_tpsa_discrepancy,low_reliability,extreme_residual,bucket
B-2388,RTLULCVBFCRQKI-UHFFFAOYSA-N,0.1956,0.0,1,G1,637.4390000000003,3.5166000000000013,-5.883494883614435,6.0790948836144345,6.0790948836144345,637.4390000000003,3.5166000000000013,231.63,12.0,5.0,6.0,231.63,12,5,6,6.0790948836144345,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2714,ITJIINAVMOBHSF-UHFFFAOYSA-N,-6.8304564999,0.0,1,G1,338.39700000000005,-1.3292999999999988,-0.9439582716572902,-5.886498228242711,5.886498228242711,338.39700000000005,-1.3292999999999988,136.68,8.0,5.0,14.0,136.68,8,5,14,5.886498228242711,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5013,CSKKAINPUYTTRW-UHFFFAOYSA-N,-4.3499005787,0.0146036355499998,2,G3,514.7880000000006,10.609999999999992,-10.14489060790044,5.79499002920044,5.79499002920044,514.7880000000006,10.609999999999992,71.06,6.0,0.0,26.0,71.06,6,0,26,5.79499002920044,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,2_high_reliability_surprising
A-5604,FVZVCSNXTFCBQU-UHFFFAOYSA-N,-6.566718008,0.0,1,G1,30.974,0.8612,-0.831783321887801,-5.734934686112199,5.734934686112199,30.974,0.8612,0.0,0.0,0.0,0.0,0.0,0,0,0,5.734934686112199,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-1799,AYYCRXDSCYPSRP-UHFFFAOYSA-N,-4.8187034651,0.0,1,G1,797.056,9.021720000000002,-10.54074496235847,5.722041497258471,5.722041497258471,797.056,9.021720000000002,150.53999999999996,8.0,4.0,10.0,150.53999999999996,8,4,10,5.722041497258471,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5988,XMIJDTGORVPYLW-UHFFFAOYSA-N,-5.6631600565,1.473177123959093,4,G4,28.086,-0.3808,0.0434369716459604,-5.706597028145961,5.706597028145961,28.086,-0.3808,0.0,0.0,0.0,0.0,0.0,0,0,0,5.706597028145961,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,True,1_low_reliability
A-5817,SOYBSGQXDYYMDH-UHFFFAOYSA-N,-8.2650486602,0.0,1,G1,423.4250000000002,0.4816,-2.6482638609980684,-5.616784799201931,5.616784799201931,423.4250000000002,0.4816,143.71,9.0,2.0,7.0,143.71,8,2,7,5.616784799201931,0.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2119,JOWXNCPELQZFHF-UHFFFAOYSA-N,-6.2014353624,0.0,1,G1,795.07,10.877799999999992,-11.815309895934725,5.613874533534725,5.613874533534725,795.07,10.877799999999992,133.52,8.0,4.0,11.0,133.52,8,4,11,5.613874533534725,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5961,GLVDLLVMSDGVDA-UHFFFAOYSA-N,-9.2195295624,0.0,1,G1,371.34500000000014,2.3017000000000003,-3.63250701147449,-5.58702255092551,5.58702255092551,371.34500000000014,2.3017000000000003,125.15,8.0,2.0,5.0,125.15,8,2,5,5.58702255092551,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5786,FGBJXOREULPLGL-UHFFFAOYSA-N,-6.717139790499999,0.0,1,G1,125.127,0.6292800000000001,-1.170055687173547,-5.547084103326452,5.547084103326452,125.127,0.6292800000000001,50.09,3.0,0.0,2.0,50.09,3,0,2,5.547084103326452,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
B-1001,SFLOGVVDXPCWGR-UHFFFAOYSA-N,-5.1655,0.0,1,G1,195.138,-2.1181000000000005,0.3612020043436046,-5.526702004343605,5.526702004343605,195.138,-2.1181000000000005,137.48999999999998,5.0,4.0,0.0,137.48999999999998,5,4,0,5.526702004343605,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-6108,INZDTEICWPZYJM-UHFFFAOYSA-N,-10.098913562,0.0,1,G1,251.156,4.831200000000004,-4.747056435868833,-5.351857126131167,5.351857126131167,251.156,4.831200000000004,0.0,0.0,0.0,3.0,0.0,0,0,3,5.351857126131167,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2543,INAHAJYZKVIDIZ-UHFFFAOYSA-N,-4.7424030214,0.5713337518000001,2,G2,55.259,-1.3084000000000002,0.5417066603990296,-5.28410968179903,5.28410968179903,55.259,-1.3084000000000002,0.0,0.0,0.0,0.0,0.0,0,0,0,5.28410968179903,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,True,1_low_reliability
A-5022,WUPCFMITFBVJMS-UHFFFAOYSA-N,-4.672731896,0.0,1,G1,847.2359999999995,7.777400000000011,-9.945085812411724,5.272353916411722,5.272353916411722,847.2359999999995,7.777400000000011,118.16,12.0,0.0,11.0,118.16,12,0,11,5.272353916411722,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2317,BBBYRJLYBLPEBL-ZPHPHTNESA-N,-8.9260164319,0.0,1,G1,278.311,3.1073000000000013,-3.697360088673132,-5.228656343226869,5.228656343226869,278.311,3.1073000000000013,50.69,4.0,1.0,3.0,50.69,4,1,3,5.228656343226869,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2482,RWSOTUBLDIXVET-UHFFFAOYSA-N,-5.5325378146,3.1687187902984104,5,G4,34.083,0.1128,-0.3300886315331875,-5.202449183066813,5.202449183066813,34.083,0.1128,0.0,0.0,0.0,0.0,0.0,0,0,0,5.202449183066813,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,True,1_low_reliability
A-3074,SSGFKDXGKBJUNX-UHFFFAOYSA-N,-4.8472795348,0.0,1,G1,562.8200000000002,9.8817,-9.895125682454712,5.047846147654711,5.047846147654711,562.8200000000002,9.8817,68.29,5.0,1.0,21.0,68.29,5,1,21,5.047846147654711,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-6091,DGUZPEZCWQVQGW-NKFKGCMQSA-N,-8.782716219400001,0.0,1,G1,424.43800000000016,2.06088,-3.7470712471324026,-5.035644972267598,5.035644972267598,424.43800000000016,2.06088,128.92999999999998,8.0,1.0,5.0,128.92999999999998,8,1,5,5.035644972267598,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5851,IOCVPZINIZVUIL-UHFFFAOYSA-N,-4.8435743389,0.0,1,G1,10.812,-0.3808,0.1349589103824807,-4.9785332492824805,4.9785332492824805,10.812,-0.3808,0.0,0.0,0.0,0.0,0.0,0,0,0,4.9785332492824805,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2282,GZSOSUNBTXMUFQ-YFAPSIMESA-N,-7.505541952200001,0.0,1,G1,608.5490000000003,-1.0897000000000006,-2.541181575971465,-4.964360376228536,4.964360376228536,608.5490000000003,-1.0897000000000006,238.2,15.0,8.0,7.0,238.2,15,8,7,4.964360376228536,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2284,WBCXRDHKXHADQF-UHFFFAOYSA-N,-7.323792769,0.4286662482000003,2,G3,379.3720000000002,0.4649999999999996,-2.40336685406266,-4.92042591493734,4.92042591493734,379.3720000000002,0.4649999999999996,134.48,8.0,2.0,4.0,134.48,7,2,4,4.92042591493734,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,False,True,True,1_low_reliability
B-1886,JSFUMBWFPQSADC-UHFFFAOYSA-N,-6.9515,0.0,1,G1,268.276,0.7908000000000002,-2.040325619048911,-4.911174380951089,4.911174380951089,268.276,0.7908000000000002,138.22,6.0,4.0,0.0,138.22,6,4,0,4.911174380951089,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
B-2814,CYKFQSXTIVGYDT-UHFFFAOYSA-N,-0.5781,0.0,1,G1,378.531,4.906400000000003,-5.473986741660492,4.895886741660492,4.895886741660492,378.531,4.906400000000003,100.9,4.0,2.0,17.0,100.9,4,2,17,4.895886741660492,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
B-2753,CYKFQSXTIVGYDT-XFXZXTDPSA-N,-0.5781,0.0,1,G1,378.531,4.906400000000003,-5.473986741660492,4.895886741660492,4.895886741660492,378.531,4.906400000000003,100.9,4.0,2.0,17.0,100.9,4,2,17,4.895886741660492,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-1490,BAPRPWHVXHPSHD-UHFFFAOYSA-N,1.5823133383,0.0,1,G1,500.65800000000047,0.7696000000000052,-3.25686495754352,4.83917829584352,4.83917829584352,500.65800000000047,0.7696000000000052,104.83000000000004,11.0,0.0,27.0,104.83000000000004,11,0,27,4.83917829584352,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-3068,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,-5.1490404299,0.3203787894442638,3,G5,422.8260000000003,11.08439999999999,-9.986111686369425,4.837071256469423,4.837071256469423,422.8260000000003,11.08439999999999,0.0,0.0,0.0,21.0,0.0,0,0,21,4.837071256469423,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,2_high_reliability_surprising
A-2430,QZLXCFQVOCEKSX-NOCHOARKSA-N,-5.7838757207,0.0,1,G1,607.9610000000004,10.546299999999995,-10.594440550090834,4.810564829390834,4.810564829390834,607.9610000000004,10.546299999999995,83.91,4.0,1.0,30.0,83.91,4,1,30,4.810564829390834,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2335,UZGLIIJVICEWHF-UHFFFAOYSA-N,-4.8251168095,0.0806110919161939,3,G5,296.156,-2.195199999999998,-0.1206349861624356,-4.704481823337565,4.704481823337565,296.156,-2.195199999999998,185.52,8.0,0.0,4.0,185.52,8,0,4,4.704481823337565,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,2_high_reliability_surprising
C-2008,MVKRISPIRVEPFM-UHFFFAOYSA-N,-4.06,0.0,1,G1,196.122,-2.4070000000000005,0.5560131541406645,-4.616013154140664,4.616013154140664,196.122,-2.4070000000000005,131.43999999999997,4.0,4.0,0.0,131.43999999999997,4,4,0,4.616013154140664,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2777,PXUJYZVHENREBB-UHFFFAOYSA-N,-7.8755092242,0.0,1,G1,750.774,12.169199999999988,-12.474740543778466,4.599231319578466,4.599231319578466,750.774,10.772199999999986,127.57999999999998,10.0,0.0,6.0,124.2,8,0,6,4.599231319578466,0.0,1.397000000000002,3.379999999999981,2.0,0.0,0.0,True,False,True,False,True,True,1_low_reliability
A-5267,QSFOWAYMMZCQNF-UHFFFAOYSA-N,0.9642581623,0.0,1,G1,271.44499999999994,3.0662000000000016,-3.632526061595536,4.596784223895535,4.596784223895535,271.44499999999994,3.0662000000000016,32.7,3.0,1.0,10.0,32.7,3,1,10,4.596784223895535,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
F-251,GLKCOBIIZKYKFN-UHFFFAOYSA-N,-4.55,0.0,1,G1,179.13899999999998,-1.4114000000000009,-0.0433265922263779,-4.506673407773622,4.506673407773622,179.13899999999998,-1.4114000000000009,117.51999999999998,5.0,3.0,0.0,117.51999999999998,5,3,0,4.506673407773622,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2918,YVSNOTITPICPTB-UHFFFAOYSA-N,2.1376816201,0.0,1,G1,172.26799999999994,1.9625,-2.342897011076273,4.480578631176273,4.480578631176273,172.26799999999994,1.9625,29.46,2.0,1.0,2.0,29.46,2,1,2,4.480578631176273,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
B-529,IDCBOTIENDVCBQ-UHFFFAOYSA-N,0.5373,0.0,1,G1,290.189,3.3652000000000024,-3.9388539508137375,4.476153950813737,4.476153950813737,290.189,3.3652000000000024,80.29,7.0,0.0,10.0,80.29,7,0,10,4.476153950813737,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5609,UUEDINPOVKWVAZ-UHFFFAOYSA-N,-5.949075231,2.10042524905,2,G2,706.1479999999996,9.482999999999995,-10.37846654844626,4.42939131744626,4.42939131744626,706.1479999999996,9.482999999999995,52.60000000000001,4.0,0.0,14.0,52.60000000000001,4,0,14,4.42939131744626,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,True,1_low_reliability
A-4322,BLXVTZPGEOGTGG-UHFFFAOYSA-N,-0.3045102393,0.0,1,G1,308.462,4.367400000000004,-4.72955835197576,4.42504811267576,4.42504811267576,308.462,4.367400000000004,38.69,3.0,1.0,14.0,38.69,3,1,14,4.42504811267576,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-3374,FRFQXYOWMSJIJR-UHFFFAOYSA-N,0.0571886956,0.10901466305,2,G3,530.6180000000004,2.116999999999999,-4.3484948340168375,4.405683529616837,4.405683529616837,530.6180000000004,2.116999999999999,135.58,10.0,4.0,20.0,135.58,10,4,20,4.405683529616837,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,2_high_reliability_surprising
A-216,ATXPWKWYLDEURI-UHFFFAOYSA-N,-7.6382805905,0.0,1,G1,291.31,2.3476800000000004,-3.240296722672281,-4.397983867827719,4.397983867827719,291.31,2.3476800000000004,95.98,5.0,2.0,2.0,95.98,5,2,2,4.397983867827719,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-1974,PORWMNRCUJJQNO-UHFFFAOYSA-N,-4.875401753,0.0,1,G1,127.6,-0.3808,-0.4838128958674165,-4.391588857132584,4.391588857132584,127.6,-0.3808,0.0,0.0,0.0,0.0,0.0,0,0,0,4.391588857132584,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5480,HJICBVMRKHYRDH-UHFFFAOYSA-N,-4.4504277175,0.0,1,G1,564.232,8.3178,-8.81981514190737,4.369387424407369,4.369387424407369,564.232,8.3178,34.14,2.0,0.0,0.0,34.14,2,0,0,4.369387424407369,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2569,BCSGAWBQJHXXSE-UHFFFAOYSA-N,-5.724958731699999,0.0,1,G1,530.8340000000004,10.333999999999994,-10.03881319726296,4.313854465562962,4.313854465562962,530.8340000000004,10.333999999999994,52.60000000000001,4.0,0.0,24.0,52.60000000000001,4,0,24,4.313854465562962,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
C-2322,BTFAUMMRKLKUJP-CMDGGOBGSA-N,-6.66,0.0,1,G1,282.30300000000005,1.1306999999999998,-2.3499794536322334,-4.310020546367767,4.310020546367767,282.30300000000005,1.1306999999999998,72.68,5.0,1.0,2.0,72.68,3,1,2,4.310020546367767,0.0,0.0,0.0,2.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5104,MEZZCSHVIGVWFI-UHFFFAOYSA-N,-7.2738841077,0.0,1,G1,244.246,2.337400000000001,-2.98382244558146,-4.29006166211854,4.29006166211854,244.246,2.337400000000001,66.76,4.0,2.0,3.0,66.76,4,2,3,4.29006166211854,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-1390,VJHINFRRDQUWOJ-UHFFFAOYSA-N,-3.3290743264,0.0,1,G1,426.6820000000002,7.626400000000009,-7.612339042925287,4.283264716525287,4.283264716525287,426.6820000000002,7.626400000000009,52.60000000000001,4.0,0.0,21.0,52.60000000000001,4,0,21,4.283264716525287,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
B-4371,ZMOIAEHZILNVCK-UHFFFAOYSA-N,-2.0061,0.0,1,G1,552.6580000000001,4.7458,-6.285360770379233,4.279260770379233,4.279260770379233,552.6580000000001,4.7458,54.37,2.0,1.0,1.0,54.37,2,1,1,4.279260770379233,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-3306,DDGPBVIAYDDWDH-UHFFFAOYSA-N,0.2865181043,0.0,1,G1,351.55300000000005,2.889800000000001,-3.934824708801801,4.221342813101801,4.221342813101801,351.55300000000005,2.889800000000001,77.43,4.0,1.0,15.0,77.43,4,1,15,4.221342813101801,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-1505,MLQFPPIUTFMVLZ-UHFFFAOYSA-N,-4.524775941100001,0.0,1,G1,639.4540000000002,7.630800000000004,-8.742704312428739,4.217928371328738,4.217928371328738,639.4540000000002,7.630800000000004,125.64,6.0,2.0,2.0,125.64,6,2,2,4.217928371328738,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-1712,YZEZMSPGIPTEBA-UHFFFAOYSA-N,-4.2253369782,0.2623664101963551,5,G5,235.215,-1.871000000000001,-0.0222196015829103,-4.203117376617089,4.203117376617089,235.215,-1.871000000000001,193.45,11.0,5.0,2.0,193.45,11,5,2,4.203117376617089,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,2_high_reliability_surprising
A-1890,GBFVZTUQONJGSL-UHFFFAOYSA-N,0.6452233386,0.0,1,G1,226.348,3.3011000000000017,-3.55622780969926,4.20145114829926,4.20145114829926,226.348,3.3011000000000017,27.69,3.0,0.0,7.0,27.69,3,0,7,4.20145114829926,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2709,BJXXCOMGRRCAGN-XPWSMXQVSA-N,-7.1238862525,0.0,1,G1,665.0529999999999,11.118799999999991,-11.293307844660074,4.169421592160074,4.169421592160074,665.0529999999999,11.118799999999991,93.06,6.0,2.0,36.0,93.06,6,2,36,4.169421592160074,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5282,NYNKJVPRTLBJNQ-UHFFFAOYSA-N,-0.1977113735,0.0,1,G1,299.547,3.906900000000001,-4.363489785411949,4.165778411911949,4.165778411911949,299.547,3.906900000000001,55.28,3.0,2.0,17.0,55.28,3,2,17,4.165778411911949,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-2049,FLPKSBDJMLUTEX-UHFFFAOYSA-N,-5.8357203688,0.1505149978500002,2,G3,685.047,9.095500000000005,-9.998376270174676,4.162655901374676,4.162655901374676,685.047,9.095500000000005,79.31,7.0,1.0,9.0,79.31,7,1,9,4.162655901374676,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,2_high_reliability_surprising
A-6085,DYALWCKAJBVSBZ-UHFFFAOYSA-N,-8.6461429905,0.0,1,G1,376.3240000000001,3.525000000000001,-4.505858691979187,-4.140284298520813,4.140284298520813,376.3240000000001,3.525000000000001,129.77,7.0,3.0,3.0,129.77,7,3,3,4.140284298520813,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
F-266,XJEJWDFDVPDMAS-UHFFFAOYSA-N,-3.94,0.0,1,G1,182.139,-1.7568,0.1799219856027469,-4.119921985602747,4.119921985602747,182.139,-1.7568,103.51,4.0,3.0,0.0,103.51,3,3,0,4.119921985602747,0.0,0.0,0.0,1.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5992,GUQQNFZJJXURDL-ZPHPHTNESA-N,-7.9911025111,0.0,1,G1,323.3080000000001,3.015500000000001,-3.872206134233167,-4.118896376866834,4.118896376866834,323.3080000000001,3.015500000000001,93.82999999999998,6.0,1.0,4.0,93.82999999999998,6,1,4,4.118896376866834,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-3447,YWMWZKYVGNWJPU-UHFFFAOYSA-N,-0.0877655775,0.0,1,G1,685.4150000000006,0.6891999999999994,-4.180087142008142,4.092321564508142,4.092321564508142,685.4150000000006,0.6891999999999994,297.37,8.0,10.0,24.0,297.37,8,10,24,4.092321564508142,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
I-43,UYTPUPDQBNUYGX-UHFFFAOYSA-N,-4.43,0.5025178824899889,3,G4,151.129,-0.7716000000000001,-0.337898624218149,-4.0921013757818505,4.0921013757818505,151.129,-0.7716000000000001,100.45,4.0,3.0,0.0,100.45,4,3,0,4.0921013757818505,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,True,True,1_low_reliability
B-884,RGCLLPNLLBQHPF-CMDGGOBGSA-N,0.5233,0.0,1,G1,299.69100000000003,2.7426000000000013,-3.5581306423287,4.0814306423287,4.0814306423287,299.69100000000003,2.7426000000000013,65.07000000000001,5.0,0.0,7.0,65.07000000000001,5,0,7,4.0814306423287,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
B-2381,RGCLLPNLLBQHPF-HJWRWDBZSA-N,0.5233,0.0,1,G1,299.69100000000003,2.7426000000000013,-3.5581306423287,4.0814306423287,4.0814306423287,299.69100000000003,2.7426000000000013,65.07000000000001,5.0,0.0,7.0,65.07000000000001,5,0,7,4.0814306423287,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-6072,FQUSDVWAPHUPRQ-UHFFFAOYSA-N,-8.7052973925,0.0,1,G1,507.33800000000025,2.7228,-4.644587125385383,-4.060710267114617,4.060710267114617,507.33800000000025,2.7228,193.82,10.0,4.0,9.0,193.82,10,4,9,4.060710267114617,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
A-5266,DFVPPGZSXADRCW-UHFFFAOYSA-N,-1.0605299646,0.0,1,G1,310.38000000000005,4.915540000000004,-5.119234059269413,4.058704094669413,4.058704094669413,310.38000000000005,4.915540000000004,18.46,3.0,1.0,4.0,18.46,3,1,4,4.058704094669413,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
B-2744,BAQCROVBDNBEEB-OPRFMTNSSA-N,-0.1982,0.0,1,G1,789.0990000000004,-0.0288000000000004,-4.232311696187725,4.0341116961877255,4.0341116961877255,789.0990000000004,-0.0288000000000004,168.66,8.0,6.0,5.0,168.66,8,6,5,4.0341116961877255,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
B-1423,YCOZIPAWZNQLMR-UHFFFAOYSA-N,-9.4464,0.0,1,G1,212.421,6.097500000000006,-5.418572247440386,-4.027827752559615,4.027827752559615,212.421,6.097500000000006,0.0,0.0,0.0,12.0,0.0,0,0,12,4.027827752559615,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,1_low_reliability
