outlier_id,outlier_name,outlier_solubility,outlier_residual,neighbor_rank,neighbor_id,neighbor_name,neighbor_solubility,tanimoto_similarity,solubility_gap
A-2049,"bis(1,2,2,6,6-pentamethylpiperidin-4-yl) 2-butyl-2-[(3,5-di-tert-butyl-4-hydroxyphenyl)methyl]propanedioate",-5.8357203688,4.162655901374676,1,A-5811,"octadecyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propanoate",-8.2701498682,0.38095238095238093,2.434429499400001
A-2049,"bis(1,2,2,6,6-pentamethylpiperidin-4-yl) 2-butyl-2-[(3,5-di-tert-butyl-4-hydroxyphenyl)methyl]propanedioate",-5.8357203688,4.162655901374676,2,A-2772,"3-(3,5-di-tert-butyl-4-hydroxyphenyl)-N-octadecylpropanamide",-7.724189002,0.359375,1.8884686332000005
A-2049,"bis(1,2,2,6,6-pentamethylpiperidin-4-yl) 2-butyl-2-[(3,5-di-tert-butyl-4-hydroxyphenyl)methyl]propanedioate",-5.8357203688,4.162655901374676,3,A-5022,"tetrakis(1,2,2,6,6-pentamethylpiperidin-4-yl) butane-1,2,3,4-tetracarboxylate",-4.672731896,0.35,1.1629884727999995
F-96,"7,9-dihydro-3H-purine-2,6,8-trione",-3.62,-3.8814411221488943,1,C-2008,"2,4,6,7-pteridinetetraone",-4.06,0.7894736842105263,0.4399999999999995
F-96,"7,9-dihydro-3H-purine-2,6,8-trione",-3.62,-3.8814411221488943,2,F-97,"6-sulfanylidene-7,9-dihydro-3H-purine-2,8-dione",-4.04,0.5454545454545454,0.41999999999999993
F-96,"7,9-dihydro-3H-purine-2,6,8-trione",-3.62,-3.8814411221488943,3,B-1481,1-methyl uric acid,-1.5614,0.4444444444444444,2.0586
E-1036,naphthacene,-8.6,-3.7559767270015305,1,A-5538,anthracene,-6.4448105798,0.9090909090909091,2.1551894201999993
E-1036,naphthacene,-8.6,-3.7559767270015305,2,B-3588,2-methylanthracene,-6.9555,0.6111111111111112,1.6444999999999999
E-1036,naphthacene,-8.6,-3.7559767270015305,3,B-1337,2-aminoanthracene,-5.1722,0.6111111111111112,3.4277999999999995
B-206,alloxantin,-1.9942,-3.743455157328612,1,C-79,"5,5-dimethylbarbituric  acid",-1.74,0.47368421052631576,0.2542
B-206,alloxantin,-1.9942,-3.743455157328612,2,C-86,"spiro-5,5-dimethylenebarbituric  acid",-1.89,0.45,0.10420000000000007
B-206,alloxantin,-1.9942,-3.743455157328612,3,E-737,Parabanic_Acid,-0.4,0.4117647058823529,1.5941999999999998
A-1648,Dioxosilane,-3.6026675784,-3.641077439841129,1,A-4489,nitromethane,0.2335017655,0.2,3.8361693439
A-1648,Dioxosilane,-3.6026675784,-3.641077439841129,2,B-2334,oxygen,0.0691,0.2,3.6717675784000003
A-1648,Dioxosilane,-3.6026675784,-3.641077439841129,3,B-4354,formaldehyde,1.1206,0.16666666666666666,4.7232675784
A-2206,"1,4-dihydroxy-9,10-dihydroanthracene-9,10-dione",-6.2534935167,-3.612430047245783,1,B-678,1-amino-4-hydroxyanthraquinone,-3.824,0.76,2.4294935167
A-2206,"1,4-dihydroxy-9,10-dihydroanthracene-9,10-dione",-6.2534935167,-3.612430047245783,2,B-769,1-hydroxyanthraquinone,-4.4213,0.7083333333333334,1.8321935167000003
A-2206,"1,4-dihydroxy-9,10-dihydroanthracene-9,10-dione",-6.2534935167,-3.612430047245783,3,B-274,purpurin,-4.6024,0.6538461538461539,1.6510935166999996
C-1685,vamidothion,0.54,3.5103867323066336,1,B-1841,vamidothion,0.5416,0.525,0.0015999999999999348
C-1685,vamidothion,0.54,3.5103867323066336,2,B-1600,dimethoxon,0.6712,0.4864864864864865,0.13119999999999998
C-1685,vamidothion,0.54,3.5103867323066336,3,B-1543,demeton-s-methyl,-1.8438,0.43243243243243246,2.3838
A-5049,"N',N''''-hexane-1,6-diylbis(1-cyanoguanidine)",-4.4346903729000005,-3.5095748179063206,1,B-2397,guazatine free base,0.3322,0.4,4.766890372900001
A-5049,"N',N''''-hexane-1,6-diylbis(1-cyanoguanidine)",-4.4346903729000005,-3.5095748179063206,2,B-3065,"thiourea, cyano-",-0.0049,0.37037037037037035,4.4297903729
A-5049,"N',N''''-hexane-1,6-diylbis(1-cyanoguanidine)",-4.4346903729000005,-3.5095748179063206,3,A-329,"N',N'''''-hexane-1,6-diylbis[N-(4-chlorophenyl)(imidodicarbonimidic diamide)]",-2.8005950876,0.3170731707317073,1.6340952853000004
B-2832,heptachlorodibenzo-p-dioxin,-11.4795,-3.5060965766687016,1,B-4428,"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin",-10.9486,0.6956521739130435,0.530899999999999
B-2832,heptachlorodibenzo-p-dioxin,-11.4795,-3.5060965766687016,2,B-4432,"1,2,3,7-tetrachlorodibenzodioxin",-8.8744,0.6,2.6051
B-2832,heptachlorodibenzo-p-dioxin,-11.4795,-3.5060965766687016,3,B-4424,"1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin",-12.0605,0.5238095238095238,0.5809999999999995
B-714,"1,3,5,-trinitrohexahydro-1,3,5-triazine",-3.5706,-3.462271380361586,1,A-2335,"1,3,5,7-tetranitro-1,3,5,7-tetrazocane",-4.8251168095,1.0,1.2545168094999997
B-714,"1,3,5,-trinitrohexahydro-1,3,5-triazine",-3.5706,-3.462271380361586,2,A-4489,nitromethane,0.2335017655,0.3125,3.8041017655000005
B-714,"1,3,5,-trinitrohexahydro-1,3,5-triazine",-3.5706,-3.462271380361586,3,B-1041,tetranitromethane,-2.3381,0.2777777777777778,1.2325000000000004
B-3585,11h-benzo(b)fluorene,-7.733,-3.4616416943058264,1,E-52,fluorene,-4.91,0.6363636363636364,2.8229999999999995
B-3585,11h-benzo(b)fluorene,-7.733,-3.4616416943058264,2,F-279,2-NITRO-9H-FLUORENE,-4.72,0.47058823529411764,3.013
B-3585,11h-benzo(b)fluorene,-7.733,-3.4616416943058264,3,B-2738,benzo(a)fluorene,-6.678,0.46875,1.0549999999999997
B-4424,"1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin",-12.0605,-3.452206273999085,1,B-4428,"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin",-10.9486,0.5263157894736842,1.1118999999999986
B-4424,"1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin",-12.0605,-3.452206273999085,2,H-453,"1,2,3,4-Tetrachlorodibenzo-p-dioxin  ",-8.77,0.5263157894736842,3.2904999999999998
B-4424,"1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin",-12.0605,-3.452206273999085,3,B-2832,heptachlorodibenzo-p-dioxin,-11.4795,0.5238095238095238,0.5809999999999995
H-245,"1,2,3,4,7,8-Hexachlorodibenzofuran  ",-10.66,-3.405284238840019,1,B-3124,"dibenzofuran, 1,2,3,4,6,7,8-heptachloro-",-11.4817,0.6206896551724138,0.8216999999999999
H-245,"1,2,3,4,7,8-Hexachlorodibenzofuran  ",-10.66,-3.405284238840019,2,B-3020,"2,3,4,7,8-pentachlorodibenzofuran",-9.1609,0.6206896551724138,1.4991000000000003
H-245,"1,2,3,4,7,8-Hexachlorodibenzofuran  ",-10.66,-3.405284238840019,3,C-2439,"1,2,3,6,7,8-hexachlorodibenzofuran",-10.3,0.6,0.35999999999999943
A-5000,tris(6-methylheptyl)amine,-4.0572475801,3.3837678469391106,1,A-2623,16-methylheptadecan-1-ol,-6.256077615900001,0.5,2.1988300358000004
A-5000,tris(6-methylheptyl)amine,-4.0572475801,3.3837678469391106,2,A-1468,2-methyldodecan-1-ol,-5.0007940326,0.5,0.9435464524999997
A-5000,tris(6-methylheptyl)amine,-4.0572475801,3.3837678469391106,3,A-374,"Alcohols, C9-11-iso-, C10-rich",-3.3243784972,0.5,0.7328690829000002
A-2267,"octamethyl-1,3,5,7,2,4,6,8-tetraoxatetrasilocane",-6.953686490700001,-3.3211267823047783,1,B-1125,dodecamethylcyclohexasiloxane,-7.9407,1.0,0.9870135092999988
A-2267,"octamethyl-1,3,5,7,2,4,6,8-tetraoxatetrasilocane",-6.953686490700001,-3.3211267823047783,2,B-1126,decamethylcyclopentasiloxane,-7.3387,1.0,0.38501350929999933
A-2267,"octamethyl-1,3,5,7,2,4,6,8-tetraoxatetrasilocane",-6.953686490700001,-3.3211267823047783,3,A-1893,"hexamethyl-1,3,5,2,4,6-trioxatrisilinane",0.652738306,1.0,7.606424796700001
C-1013,perylene,-8.7,-3.319513722450276,1,B-3576,benzo[ghi]perylene,-9.0265,0.75,0.3265000000000011
C-1013,perylene,-8.7,-3.319513722450276,2,C-1014,benzo[e]pyrene,-7.66,0.7058823529411765,1.0399999999999991
C-1013,perylene,-8.7,-3.319513722450276,3,B-863,benzo(c)phenanthrene,-7.8207,0.6470588235294118,0.8792999999999989
D-1081,disperse red 9,-6.3,-3.23806119577511,1,B-769,1-hydroxyanthraquinone,-4.4213,0.5161290322580645,1.8787000000000003
D-1081,disperse red 9,-6.3,-3.23806119577511,2,A-6057,"1-({4-[(9,10-dioxo-9,10-dihydroanthracen-1-yl)amino]-6-phenyl-1,3,5-triazin-2-yl}amino)-9,10-dihydroanthracene-9,10-dione",-7.77786597,0.5,1.4778659699999999
D-1081,disperse red 9,-6.3,-3.23806119577511,3,A-5545,"9,10-anthraquinone",-6.0397604981,0.48,0.2602395019000001
B-868,benzo(k)fluoranthene,-8.4989,-3.1854347809328214,1,C-780,fluoranthene,-5.93,0.7368421052631579,2.568900000000001
B-868,benzo(k)fluoranthene,-8.4989,-3.1854347809328214,2,B-861,"indeno(1,2,3-cd)pyrene",-9.1627,0.5769230769230769,0.6637999999999984
B-868,benzo(k)fluoranthene,-8.4989,-3.1854347809328214,3,B-867,benzo(b)fluoranthene,-8.2259,0.5384615384615384,0.27300000000000146
A-2201,"2,6-dimethyl naphthalene-2,6-dicarboxylate",-6.211736201,-3.175570862636718,1,A-1051,"1,4-dimethyl benzene-1,4-dicarboxylate",-3.796856222,0.6818181818181818,2.4148799789999997
A-2201,"2,6-dimethyl naphthalene-2,6-dicarboxylate",-6.211736201,-3.175570862636718,2,A-1155,"1,3-dimethyl benzene-1,3-dicarboxylate",-2.825819918,0.64,3.385916283
A-2201,"2,6-dimethyl naphthalene-2,6-dicarboxylate",-6.211736201,-3.175570862636718,3,C-244,methyl  4-methoxybenzoate,-2.34,0.6153846153846154,3.871736201
A-220,"2-ethylhexyl 4-[(4-{[4-(tert-butylcarbamoyl)phenyl]amino}-6-[(4-{[(2-ethylhexyl)oxy]carbonyl}phenyl)amino]-1,3,5-triazin-2-yl)amino]benzoate",-8.1852587653,3.129363246855144,1,A-5560,"1,4-bis(2-ethylhexyl) benzene-1,4-dicarboxylate",-8.9896322186,0.6,0.8043734533000002
A-220,"2-ethylhexyl 4-[(4-{[4-(tert-butylcarbamoyl)phenyl]amino}-6-[(4-{[(2-ethylhexyl)oxy]carbonyl}phenyl)amino]-1,3,5-triazin-2-yl)amino]benzoate",-8.1852587653,3.129363246855144,2,A-1449,2-ethylhexyl 4-aminobenzoate,-5.0543936585,0.5454545454545454,3.1308651068
A-220,"2-ethylhexyl 4-[(4-{[4-(tert-butylcarbamoyl)phenyl]amino}-6-[(4-{[(2-ethylhexyl)oxy]carbonyl}phenyl)amino]-1,3,5-triazin-2-yl)amino]benzoate",-8.1852587653,3.129363246855144,3,A-2136,2-ethylhexyl benzoate,-5.767784581,0.5370370370370371,2.4174741843000005
C-2439,"1,2,3,6,7,8-hexachlorodibenzofuran",-10.3,-3.0452842388400203,1,B-3124,"dibenzofuran, 1,2,3,4,6,7,8-heptachloro-",-11.4817,0.6785714285714286,1.1816999999999993
C-2439,"1,2,3,6,7,8-hexachlorodibenzofuran",-10.3,-3.0452842388400203,2,B-3020,"2,3,4,7,8-pentachlorodibenzofuran",-9.1609,0.6785714285714286,1.139100000000001
C-2439,"1,2,3,6,7,8-hexachlorodibenzofuran",-10.3,-3.0452842388400203,3,H-245,"1,2,3,4,7,8-Hexachlorodibenzofuran  ",-10.66,0.6,0.35999999999999943
C-1793,isoguanine;  6-amino-3h-purin-2-one,-3.38,-3.042101375781851,1,C-1874,4-amino-2(1h)-pteridinone;  4-amino-2-hydroxypteridine,-3.36,0.5,0.020000000000000018
C-1793,isoguanine;  6-amino-3h-purin-2-one,-3.38,-3.042101375781851,2,C-1203,"xanthine;  purine-2,6-dione;  2,6(1h,3h)-purinedione",-3.87,0.48484848484848486,0.4900000000000002
C-1793,isoguanine;  6-amino-3h-purin-2-one,-3.38,-3.042101375781851,3,C-1780,"2,6-diaminopurine",-1.8,0.4411764705882353,1.5799999999999998
A-3000,xylenesulphonic acid,0.7779988658,2.9093764439940424,1,B-3616,"1,2,3-trimethylbenzene",-3.2037,0.4782608695652174,3.9816988658
A-3000,xylenesulphonic acid,0.7779988658,2.9093764439940424,2,B-679,"1,5-anthraquinonedisulfonic acid",0.2572,0.4666666666666667,0.5207988658
A-3000,xylenesulphonic acid,0.7779988658,2.9093764439940424,3,B-280,"1,8-anthraquinonedisulfonic acid",1.2572,0.45161290322580644,0.4792011342000001
B-3588,2-methylanthracene,-6.9555,-2.8872857115154824,1,B-3999,2-methylnaphthalene,-3.762,0.8421052631578947,3.1935
B-3588,2-methylanthracene,-6.9555,-2.8872857115154824,2,B-4008,"2,6-dimethylnaphthalene",-4.8927,0.7222222222222222,2.0628
B-3588,2-methylanthracene,-6.9555,-2.8872857115154824,3,B-1860,9-methylbenz(a)anthracene,-6.8162,0.72,0.13929999999999954
B-3563,benzo(a)pyrene,-8.1924,-2.811913722450276,1,B-2748,"benzo[a]pyrene, 5-methyl-",-8.5224,0.6666666666666666,0.33000000000000007
B-3563,benzo(a)pyrene,-8.1924,-2.811913722450276,2,C-1014,benzo[e]pyrene,-7.66,0.6521739130434783,0.5323999999999991
B-3563,benzo(a)pyrene,-8.1924,-2.811913722450276,3,B-3576,benzo[ghi]perylene,-9.0265,0.6086956521739131,0.8341000000000012
B-976,cholanthrene,-7.8613,-2.811053623545785,1,G-296,3-Methylcholanthrene,-7.92,0.7297297297297297,0.058699999999999974
B-976,cholanthrene,-7.8613,-2.811053623545785,2,B-3565,3-methylcholanthrene,-7.9663,0.6486486486486487,0.10500000000000043
B-976,cholanthrene,-7.8613,-2.811053623545785,3,C-2383,"3,4'-ace-1,2-benzanthracene",-2.97,0.5,4.891299999999999
B-4432,"1,2,3,7-tetrachlorodibenzodioxin",-8.8744,-2.8056674846775485,1,B-4430,"1,2,3,4,7-pentachlorodibenzo-p-dioxin",-9.4728,0.6896551724137931,0.5983999999999998
B-4432,"1,2,3,7-tetrachlorodibenzodioxin",-8.8744,-2.8056674846775485,2,B-4427,"2,7-dichlorodibenzo-p-dioxin",-7.8292,0.6296296296296297,1.0451999999999995
B-4432,"1,2,3,7-tetrachlorodibenzodioxin",-8.8744,-2.8056674846775485,3,B-2856,"2,8-dichlorodibenzo-p-dioxin",-7.1806,0.6296296296296297,1.6937999999999995
H-447,"3,3',4,4'-Tetrachlorobiphenyl  ",-8.53,-2.780056177879909,1,C-788,"3,3',4,4',5-pentachlorobiphenyl",-8.39,0.7777777777777778,0.1399999999999988
H-447,"3,3',4,4'-Tetrachlorobiphenyl  ",-8.53,-2.780056177879909,2,B-4122,"3,4,4'-trichlorobiphenyl",-6.5541,0.7777777777777778,1.9758999999999993
H-447,"3,3',4,4'-Tetrachlorobiphenyl  ",-8.53,-2.780056177879909,3,B-4081,"3,4-dichlorobiphenyl",-6.3899,0.7368421052631579,2.1400999999999994
B-291,riboflavin,-3.6478,-2.775628989220773,1,F-1149,"3-methyl-1-(2,3,4,5-tetrahydroxypentyl)-3,4-dihydro-1,4-benzodiazepine-2,5-dione",-1.51,0.29411764705882354,2.1378000000000004
B-291,riboflavin,-3.6478,-2.775628989220773,2,F-1150,"1-(2,3,4,5-tetrahydroxypentyl)-3,4-dihydro-1,4-benzodiazepine-2,5-dione",-1.46,0.2835820895522388,2.1878
B-291,riboflavin,-3.6478,-2.775628989220773,3,F-1151,"2-methyl-5-(1,2,3,4-tetrahydroxybutyl)furan-3-carboxylic acid",-1.28,0.25806451612903225,2.3678
B-3564,"dibenz(a,h)anthracene",-8.6679,-2.7602095992372178,1,B-3566,benz(a)anthracene,-7.3854,0.8888888888888888,1.2824999999999998
B-3564,"dibenz(a,h)anthracene",-8.6679,-2.7602095992372178,2,B-3583,"dibenzo[a,j]anthracene",-8.4318,0.8333333333333334,0.23609999999999864
B-3564,"dibenz(a,h)anthracene",-8.6679,-2.7602095992372178,3,B-3569,phenanthrene,-5.1903,0.75,3.4776
B-2337,mevinphos,0.4276,2.711793337389224,1,B-2277,azodrin,0.6514,0.6666666666666666,0.2238
B-2337,mevinphos,0.4276,2.711793337389224,2,G-407,Azodrin,0.6509999999999999,0.6666666666666666,0.22339999999999993
B-2337,mevinphos,0.4276,2.711793337389224,3,B-816,dicrotophos,0.6249,0.6129032258064516,0.19730000000000003
H-453,"1,2,3,4-Tetrachlorodibenzo-p-dioxin  ",-8.77,-2.7012674846775484,1,H-491,"1,2,4-Trichlorodibenzo-p-dioxin  ",-7.58,0.64,1.1899999999999995
H-453,"1,2,3,4-Tetrachlorodibenzo-p-dioxin  ",-8.77,-2.7012674846775484,2,B-4430,"1,2,3,4,7-pentachlorodibenzo-p-dioxin",-9.4728,0.6,0.7027999999999999
H-453,"1,2,3,4-Tetrachlorodibenzo-p-dioxin  ",-8.77,-2.7012674846775484,3,B-4428,"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin",-10.9486,0.5652173913043478,2.178600000000001
B-983,"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-nitro-",-2.2840000000000003,-2.681873550981983,1,C-1666,5-methylbarbituric acid,-1.13,0.4166666666666667,1.1540000000000004
B-983,"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-nitro-",-2.2840000000000003,-2.681873550981983,2,C-236,5-ethylbarbituric acid,-0.92,0.37037037037037035,1.3640000000000003
B-983,"2,4,6(1h,3h,5h)-pyrimidinetrione, 5-nitro-",-2.2840000000000003,-2.681873550981983,3,B-2301,"barbituric acid, 5-ipr",-1.4556,0.37037037037037035,0.8284000000000002
B-751,dipentaerythritol,-1.9582,-2.6653987436534763,1,A-4093,"2-ethyl-2-{[2-ethyl-3-hydroxy-2-(hydroxymethyl)propoxy]methyl}propane-1,3-diol",-1.076302279,0.6666666666666666,0.8818977209999999
B-751,dipentaerythritol,-1.9582,-2.6653987436534763,2,A-3365,"2,2-bis(hydroxymethyl)propane-1,3-diol",-0.3416163866,0.5,1.6165836134
B-751,dipentaerythritol,-1.9582,-2.6653987436534763,3,A-2714,"Fatty acids, C5-9, hexaesters with dipentaerythritol",-6.8304564999,0.4482758620689655,4.872256499900001
A-5538,anthracene,-6.4448105798,-2.6644544345658456,1,E-1036,naphthacene,-8.6,0.9090909090909091,2.1551894201999993
A-5538,anthracene,-6.4448105798,-2.6644544345658456,2,A-551,naphthalene,-4.3112256046,0.6363636363636364,2.1335849752000007
A-5538,anthracene,-6.4448105798,-2.6644544345658456,3,B-3580,"dibenzo[a,c]anthracene",-8.2405,0.6,1.7956894202000004
B-4431,"2,3,7,8-tetrachlorodibenzofuran",-8.6456,-2.66066484417925,1,B-3020,"2,3,4,7,8-pentachlorodibenzofuran",-9.1609,0.625,0.5152999999999999
B-4431,"2,3,7,8-tetrachlorodibenzofuran",-8.6456,-2.66066484417925,2,H-245,"1,2,3,4,7,8-Hexachlorodibenzofuran  ",-10.66,0.5384615384615384,2.0144
B-4431,"2,3,7,8-tetrachlorodibenzofuran",-8.6456,-2.66066484417925,3,B-2148,"2,8-dichlorodibenzofuran",-7.2135,0.4782608695652174,1.4321000000000002
B-3565,3-methylcholanthrene,-7.9663,-2.628195480295423,1,B-976,cholanthrene,-7.8613,0.6486486486486487,0.10500000000000043
B-3565,3-methylcholanthrene,-7.9663,-2.628195480295423,2,G-296,3-Methylcholanthrene,-7.92,0.5476190476190477,0.04630000000000045
B-3565,3-methylcholanthrene,-7.9663,-2.628195480295423,3,B-1710,6-methylchrysene,-6.5715,0.5142857142857142,1.3948
B-2770,"3,3',5,5'-tetrachlorobiphenyl",-8.3748,-2.6248561778799093,1,H-482,"1,3,5-Trichlorobenzene  ",-4.6,0.7272727272727273,3.774800000000001
B-2770,"3,3',5,5'-tetrachlorobiphenyl",-8.3748,-2.6248561778799093,2,B-3159,"1,1'-biphenyl, 2,3,3',4',5,5',6-heptachloro-",-9.1,0.625,0.7251999999999992
B-2770,"3,3',5,5'-tetrachlorobiphenyl",-8.3748,-2.6248561778799093,3,B-3013,"1,1'-biphenyl, 2,3',4,5',6-pentachloro-",-7.92,0.625,0.45480000000000054
A-1382,cyanuric acid,-1.8076460763,-2.6091508153023515,1,A-618,1H-benzimidazol-2-ol,-2.3927519971,0.4375,0.5851059208
A-1382,cyanuric acid,-1.8076460763,-2.6091508153023515,2,F-96,"7,9-dihydro-3H-purine-2,6,8-trione",-3.62,0.4117647058823529,1.8123539237000001
A-1382,cyanuric acid,-1.8076460763,-2.6091508153023515,3,C-2008,"2,4,6,7-pteridinetetraone",-4.06,0.3684210526315789,2.2523539236999994
