ID,observed_solubility,mean_prediction,mean_residual,mean_absolute_error,median_absolute_error,prediction_count,prediction_sd,prediction_range,failure_mode,error_direction,solubility_region,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3
A-1080,-2.6375931207,-1.9540374229184427,-0.6835556977815577,0.6835556977815577,0.666529305578609,3,0.0885361470820695,0.1745992647928551,Low-error + stable,Overprediction,-4 to < -2,130.23100000000002,2.3392000000000013,0,0,6,1.0
A-1082,-3.7156062332999995,-1.6020438728176165,-2.1135623604823834,2.1135623604823834,2.18263643165732,3,0.1232890637556092,0.2156086525186269,High-error + stable,Overprediction,-4 to < -2,159.59799999999998,-0.6184000000000001,0,0,0,0.0
A-1085,-3.9512810281,-2.4345696162487265,-1.516711411851273,1.516711411851273,1.516711411851273,2,0.029871876913074,0.042245213464009,High-error + stable,Overprediction,-4 to < -2,269.059,1.6615,1,1,3,0.25
A-1088,-3.8157769203,-3.3538672503725255,-0.46190966992747445,0.46190966992747445,0.4586616349304342,3,0.1062442670551096,0.2124140483449337,Low-error + stable,Overprediction,-4 to < -2,196.29,3.2406000000000024,0,0,5,0.5833333333333334
A-1091,-4.7135873776,-4.250071351321012,-0.46351602627898697,0.46351602627898697,0.4755064121552221,3,0.1124746278126825,0.2239885254784779,Low-error + stable,Overprediction,-6 to < -4,206.32899999999995,3.987200000000003,1,1,0,0.5714285714285714
A-1092,-5.1858488331,-3.5188873572832797,-1.6669614758167204,1.6669614758167204,1.6669614758167204,1,0.0,0.0,High-error + stable,Overprediction,-6 to < -4,610.5650000000003,-1.1566000000000003,5,2,7,0.5357142857142857
A-1094,-4.6451400046,-2.675158737077871,-1.9699812675221293,1.9699812675221293,1.9649796332785603,3,0.1105244714713048,0.2208791211063774,High-error + stable,Overprediction,-6 to < -4,172.26799999999997,2.765900000000001,0,0,6,0.9
A-1095,-4.6324209502,-4.818695243828993,0.18627429362899348,0.24807140493712507,0.2918481632860281,3,0.2439634042411457,0.4523660515253471,Low-error + high-uncertainty,Underprediction,-6 to < -4,167.296,3.896680000000004,0,0,7,0.9090909090909092
A-1096,-4.96733793,-3.711536584785639,-1.2558013452143613,1.2558013452143613,1.2558013452143613,2,0.1231290737140598,0.17413080596886,High-error + stable,Overprediction,-6 to < -4,361.7450000000002,2.24488,2,1,4,0.2
A-1097,-4.458990177,-3.52227458958651,-0.9367155874134903,0.9367155874134903,0.8242885694401294,3,0.3633702352967529,0.7001658435594549,Low-error + high-uncertainty,Overprediction,-6 to < -4,112.216,2.9987000000000013,0,0,4,0.75
A-1098,-4.7775740697,-3.2983643314019826,-1.4792097382980174,1.4792097382980174,1.4344128570500851,3,0.0832707740427384,0.1473628363261347,High-error + stable,Overprediction,-6 to < -4,230.094,2.615900000000001,2,1,2,0.3
A-1099,-4.9587331394,-3.3213882207314236,-1.6373449186685756,1.6373449186685756,1.4965168210866855,3,0.4642199478559068,0.8958253070458326,High-error + high-uncertainty,Overprediction,-6 to < -4,346.46400000000017,3.2666000000000013,0,0,17,0.8888888888888888
A-11,-3.2861163139999996,-2.5670843650089243,-0.7190319489910754,0.7190319489910754,0.7402041718074148,3,0.0760773443165125,0.1476694288472013,Low-error + stable,Overprediction,-4 to < -2,170.25199999999998,2.6775,1,0,4,0.9
A-1100,-4.6925039386,-4.455455825251127,-0.23704811334887266,0.23704811334887266,0.23704811334887266,2,0.0306593658983817,0.0433588910672506,Low-error + stable,Overprediction,-6 to < -4,182.266,3.8384000000000023,2,2,2,0.1428571428571428
A-1101,-4.6925039386,-4.357586855470525,-0.33491708312947477,0.33491708312947477,0.33491708312947477,2,0.060157363407681,0.0850753592077495,Low-error + stable,Overprediction,-6 to < -4,182.266,3.585820000000002,2,2,2,0.1428571428571428
A-1105,-4.9957539374,-4.7144299155569005,-0.2813240218430999,0.2813240218430999,0.2813240218430999,2,0.030381623368675,0.0429661038148916,Low-error + stable,Overprediction,-6 to < -4,358.4780000000001,4.0191000000000034,4,0,2,0.7727272727272727
A-1106,-4.9857232877,-5.624196134999062,0.6384728472990626,0.6384728472990626,0.6384728472990626,2,0.0577927165242395,0.0817312435149633,Low-error + stable,Underprediction,-6 to < -4,348.35800000000006,4.5702000000000025,3,3,6,0.0
A-1107,-4.8207960263,-4.2285077697641835,-0.5922882565358161,0.5922882565358161,0.6188118157174372,4,0.1317773655398739,0.2922205073232922,Low-error + stable,Overprediction,-6 to < -4,238.286,3.443200000000002,2,2,4,0.0625
A-111,-1.0042604536,-1.6577314244188348,0.6534709708188347,0.6534709708188347,0.6534709708188347,2,0.0014592202588055,0.0020636490804923,Low-error + stable,Underprediction,-2 to < 0,121.18299999999998,1.95242,1,1,1,0.375
A-1110,-5.4935852535,-3.8153851757206927,-1.678200077779307,1.678200077779307,1.7321094556658778,3,0.0948656759974653,0.1651645326862669,High-error + stable,Overprediction,-6 to < -4,249.273,2.498900000000001,3,3,2,0.0
A-1112,-4.8105849842,-4.203082679947335,-0.6075023042526654,0.6075023042526654,0.6200132477048585,3,0.0429959219487844,0.0832167416972806,Low-error + stable,Overprediction,-6 to < -4,224.34399999999997,3.876700000000003,0,0,6,0.6428571428571429
A-1113,-5.010576791,-5.565775719298405,0.555198928298406,0.555198928298406,0.4770414967941017,3,0.3105889388360062,0.6062476419839138,Low-error + high-uncertainty,Underprediction,-6 to < -4,348.382,4.766160000000004,3,3,4,0.1363636363636363
A-1114,-5.0206378696,-5.700149435793064,0.6795115661930646,0.7398375213822682,0.6421735676624731,3,0.7893321050472053,1.5773389964843316,Low-error + high-uncertainty,Underprediction,-6 to < -4,356.5470000000002,5.531800000000006,0,0,14,0.9047619047619048
A-1116,-4.7652682741,-3.1602980389566513,-1.6049702351433488,1.6049702351433488,1.6049702351433488,2,0.0718326169852374,0.1015866611612748,High-error + stable,Overprediction,-6 to < -4,196.29,2.7879000000000014,1,0,3,0.75
A-1119,-4.9367254155,-3.2730397405381098,-1.66368567496189,1.66368567496189,1.657956802175899,3,0.0525433306268868,0.1046171421100345,High-error + stable,Overprediction,-6 to < -4,285.259,1.946,2,2,4,0.0
A-1120,-4.8708662082,-4.879240419192272,0.0083742109922724,0.0083742109922724,0.0083742109922724,1,0.0,0.0,Low-error + stable,Underprediction,-6 to < -4,244.37799999999996,4.410500000000004,2,1,1,0.5882352941176471
A-1121,-5.1125700507,-5.14407814080048,0.031508090100480494,0.18864890239788204,0.2357112184461023,3,0.2664346418804589,0.5328622891010939,Low-error + high-uncertainty,Underprediction,-6 to < -4,422.4620000000002,3.162020000000001,4,3,4,0.0909090909090909
A-1123,-5.0705134819,-6.559409072637187,1.4888955907371875,1.4888955907371875,1.4888955907371875,2,0.0537244497194038,0.0759778454242123,High-error + stable,Underprediction,-6 to < -4,376.4120000000001,5.187040000000003,3,3,6,0.0909090909090909
A-1125,-5.0622701458,-5.510005691397308,0.4477355455973075,0.4477355455973075,0.4477355455973075,2,0.022519936673359,0.0318479998672476,Low-error + stable,Underprediction,-6 to < -4,357.7930000000001,4.468300000000003,3,3,4,0.1052631578947368
A-1126,-4.8059741607,-3.4910334245318526,-1.3149407361681476,1.3149407361681476,1.2759857044159428,3,0.079047510124994,0.142973955430345,High-error + stable,Overprediction,-6 to < -4,198.30599999999995,3.3221000000000016,0,0,7,0.75
A-1127,-4.6808820955,-4.07204871417142,-0.6088333813285797,0.6088333813285797,0.5962244832403085,3,0.2022684426916493,0.403946950356874,Low-error + high-uncertainty,Overprediction,-6 to < -4,148.677,3.441600000000002,0,0,5,1.0
A-1128,-4.9156499936,-2.9680987907205574,-1.9475512028794422,1.9475512028794422,1.9362246424602727,3,0.1374294994128086,0.2741579769451063,High-error + stable,Overprediction,-6 to < -4,255.277,1.62,2,2,3,0.0
A-113,-2.9799872046,-2.6875521357161274,-0.29243506888387283,0.29243506888387283,0.29243506888387283,2,0.1781733478601414,0.2519751649972312,Low-error + high-uncertainty,Overprediction,-4 to < -2,228.332,2.3712000000000004,1,0,3,0.9230769230769232
A-1132,-4.9608754545,-3.7993964748720974,-1.1614789796279024,1.1614789796279024,1.127805149997505,3,0.2049759080497801,0.405781605198408,High-error + high-uncertainty,Overprediction,-6 to < -4,282.37999999999994,3.5656000000000025,0,0,13,0.625
A-1133,-5.0064289581,-4.598639097763435,-0.40778986033656484,0.40778986033656484,0.4034360784735669,4,0.1586586046018532,0.3612675054955732,Low-error + high-uncertainty,Overprediction,-6 to < -4,304.47400000000005,4.205100000000003,4,0,0,0.95
A-1134,-5.0846644385,-5.8088741098562995,0.7242096713562991,0.7242096713562991,0.7242096713562991,2,0.1209355854457491,0.1710287451109087,Low-error + stable,Underprediction,-6 to < -4,364.5740000000001,4.813200000000005,3,0,0,0.9545454545454546
A-1135,-4.892804854,-5.138346839348142,0.24554198534814223,0.24554198534814223,0.2179752614304151,3,0.173412351002439,0.3435223444233344,Low-error + high-uncertainty,Underprediction,-6 to < -4,234.38299999999995,4.767400000000005,1,1,4,0.625
A-1139,-4.8865490032,-2.469100414255768,-2.4174485889442323,2.4174485889442323,2.417362777787959,3,0.0228448629151,0.0456894840830495,High-error + stable,Overprediction,-6 to < -4,231.031,1.7538,0,0,6,0.6666666666666666
A-114,-3.1784471289,-2.784858657045481,-0.39358847185451906,0.39358847185451906,0.4098190657924978,4,0.1521275497298996,0.3473990598250598,Low-error + high-uncertainty,Overprediction,-4 to < -2,360.4500000000002,1.5576,4,0,2,0.7142857142857143
A-1141,-2.8258731416000002,-3.608683293167568,0.7828101515675687,0.7828101515675687,0.8150508102299656,6,0.0985175749220427,0.2588350730401667,Low-error + stable,Underprediction,-4 to < -2,200.237,2.9712000000000005,2,2,3,0.0769230769230769
A-1143,-2.8195043204,-3.168417025253709,0.34891270485370884,0.34891270485370884,0.34891270485370884,2,0.2286828614277951,0.323406404113475,Low-error + high-uncertainty,Underprediction,-4 to < -2,197.322,3.0172000000000008,1,0,0,0.9166666666666666
A-1144,-2.7343475301000004,-2.271076640120271,-0.4632708899797288,0.4632708899797288,0.4590707166119068,3,0.0813635329760356,0.1625643676345172,Low-error + stable,Overprediction,-4 to < -2,162.188,1.8728,1,1,2,0.1
A-1145,-2.8569254582999997,-2.842396637388621,-0.01452882091137917,0.028091648300353034,0.0203442410834608,3,0.0325568362662787,0.0644689411654688,Low-error + stable,Overprediction,-4 to < -2,214.35899999999995,2.6032200000000003,1,1,2,0.3333333333333333
A-1148,-2.7782267945,-2.8962749581170573,0.11804816361705679,0.11804816361705679,0.1297849280397391,3,0.096749324191807,0.1924278358474804,Low-error + stable,Underprediction,-4 to < -2,178.23099999999997,2.736900000000001,1,1,3,0.2727272727272727
A-1149,-1.7306186153,-2.7404796588803393,1.0098610435803388,1.0098610435803388,1.0353726442745246,4,0.0702626879908299,0.1523874439966674,Low-error + stable,Underprediction,-2 to < 0,159.188,2.2488200000000007,2,2,0,0.1
A-1153,-3.0495421403,-2.932311709040666,-0.11723043125933408,0.4330403468299404,0.2663459696563772,3,0.6140067004832636,1.091752136790289,Low-error + high-uncertainty,Overprediction,-4 to < -2,328.4050000000001,2.2844000000000007,0,0,14,0.6470588235294118
A-1154,-1.6020599913,-0.38338692354777565,-1.2186730677522244,1.2186730677522244,1.268880789357432,3,0.1006135935974404,0.1814660710436125,High-error + stable,Overprediction,-2 to < 0,116.15999999999998,1.3496,0,0,5,0.8333333333333334
A-1155,-2.825819918,-1.6716018998270419,-1.1542180181729582,1.1542180181729582,1.1744348251054275,3,0.0578630119652529,0.1103012002071137,High-error + stable,Overprediction,-4 to < -2,194.186,1.2597999999999998,1,1,2,0.2
A-1156,-2.5552696161000004,-2.1347836636056408,-0.4204859524943596,0.4204859524943596,0.4190961834004083,3,0.25908287864385,0.5181601660212141,Low-error + high-uncertainty,Overprediction,-4 to < -2,104.15199999999996,2.3296,1,1,1,0.0
A-1157,-3.7554210341,-2.5413978023639463,-1.2140232317360535,1.2140232317360535,1.220785770288379,3,0.0157268733484123,0.0291914781786215,High-error + stable,Overprediction,-4 to < -2,170.25199999999998,2.686000000000001,0,0,6,0.7
A-1158,-3.8614246907,-4.187715051656211,0.3262903609562109,0.3262903609562109,0.3262903609562109,2,0.0308230457518502,0.0435903693359129,Low-error + stable,Underprediction,-4 to < -2,216.882,3.6952,1,1,0,0.0
A-1160,-4.849542252,-4.579566522057485,-0.2699757299425145,0.2699757299425145,0.2699757299425145,2,0.1858746149981689,0.262866401431288,Low-error + high-uncertainty,Overprediction,-6 to < -4,226.304,3.545500000000001,3,3,1,0.0
A-1161,-3.8432685623,-3.8188233106434413,-0.024445251656558902,0.025161778533725632,0.0146309757325466,3,0.0315919813827761,0.0608543598686304,Low-error + stable,Overprediction,-4 to < -2,206.329,3.417900000000002,1,1,7,0.5714285714285714
A-1163,-3.7255255026,-3.6548833993051857,-0.07064210329481417,0.07064210329481417,0.0794459316726623,3,0.044291096152319,0.0872598568138642,Low-error + stable,Overprediction,-4 to < -2,156.269,3.3260000000000023,0,0,8,0.9
A-1165,-3.8305001771,-3.3538672503725255,-0.4766329267274744,0.4766329267274744,0.4733848917304342,3,0.1062442670551096,0.2124140483449337,Low-error + stable,Overprediction,-4 to < -2,196.29,3.242200000000002,0,0,5,0.5833333333333334
A-1167,-3.7935760497,-3.6103441511778223,-0.18323189852217725,0.18323189852217725,0.1756900200353053,3,0.0468699314740943,0.092825223469771,Low-error + stable,Overprediction,-4 to < -2,180.291,3.5141000000000027,0,0,7,0.5833333333333334
A-1168,-0.6479837034,-0.47149359846088607,-0.17649010493911396,0.17649010493911396,0.1719473771271539,3,0.0628144407314116,0.1253822424814591,Low-error + stable,Overprediction,-2 to < 0,128.049,0.7216999999999999,0,0,0,0.6666666666666666
A-117,-2.9526471698,-2.4628634915336742,-0.489783678266326,0.489783678266326,0.5027240110698137,3,0.0973145162588364,0.1933341761292357,Low-error + stable,Overprediction,-4 to < -2,206.241,2.1847000000000003,1,1,5,0.25
A-1170,-1.7642022678,-1.8530906293317244,0.0888883615317244,0.09053568187641327,0.1168976428300963,3,0.0810687344649921,0.1547094027991435,Low-error + stable,Underprediction,-2 to < 0,166.176,1.6034,1,1,3,0.2222222222222222
A-1172,-1.7160179957,-2.044971609441824,0.328953613741824,0.328953613741824,0.3230941418715327,3,0.1254377012214837,0.250670036739784,Low-error + stable,Underprediction,-2 to < 0,148.20499999999998,2.2082,1,1,3,0.3
A-1173,-2.9792447784,-2.7391353932997125,-0.24010938510028737,0.24010938510028737,0.2247219112778555,3,0.0461548684815273,0.0883785295548658,Low-error + stable,Overprediction,-4 to < -2,271.7,2.2748,1,1,5,0.3333333333333333
A-1174,-2.7927245342,-2.298503904977425,-0.49422062922257465,0.49422062922257465,0.484016266456456,3,0.2042958267043959,0.4082092014849037,Low-error + high-uncertainty,Overprediction,-4 to < -2,176.215,2.2629,1,1,3,0.1818181818181818
A-1177,-6.6925825623,-7.257056760479724,0.5644741981797239,0.5644741981797239,0.657453762408871,4,0.3226121141753639,0.7429932894971794,Low-error + high-uncertainty,Underprediction,< -6,492.7000000000005,8.090400000000008,3,2,6,0.5625
A-118,-4.1510889183,-4.135215310957153,-0.01587360734284704,0.3281935663102006,0.31231995896735354,4,0.4722422176299293,1.0523009654186368,Low-error + high-uncertainty,Overprediction,-6 to < -4,338.44400000000013,3.7177000000000016,2,1,13,0.6842105263157895
A-1181,-2.7493446847000005,-3.1500223740823974,0.4006776893823972,0.4006776893823972,0.3145975917007644,3,0.2647934990421607,0.5081663496231572,Low-error + high-uncertainty,Underprediction,-4 to < -2,158.285,2.9737000000000022,0,0,5,1.0
A-1185,-1.8297447368999997,-1.2617443980176513,-0.5680003388823488,0.5680003388823488,0.495707682662053,3,0.1733417662729424,0.323281282025941,Low-error + high-uncertainty,Overprediction,-2 to < 0,189.192,0.2210999999999999,1,1,1,0.0
A-1186,-3.1121092438,-2.922702896025174,-0.189406347774826,0.189406347774826,0.189406347774826,2,0.1450995853135437,0.2052018014451255,Low-error + stable,Overprediction,-4 to < -2,362.4660000000001,1.7816,4,0,2,0.8095238095238095
A-119,-0.1758743764999999,0.7164571424183884,-0.8923315189183882,0.8923315189183882,0.9576758476716556,3,0.1648572609291219,0.3096805160541509,Low-error + high-uncertainty,Overprediction,-2 to < 0,34.033,0.5857,0,0,0,1.0
A-1193,-3.8427464064,-3.6509154554569854,-0.1918309509430142,0.1918309509430142,0.1918309509430142,2,0.0323665834728722,0.0457732613150168,Low-error + stable,Overprediction,-4 to < -2,196.334,3.387400000000002,1,0,4,0.8461538461538461
