ID,observed_solubility,mean_prediction,mean_residual,mean_absolute_error,median_absolute_error,prediction_count,mean_squared_error,prediction_sd,prediction_range,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3,recomputed_absolute_error,recomputed_residual,failure_mode,error_direction,solubility_region,failure_priority_score
F-1119,-3.54,-7.570986950604334,4.030986950604334,4.030986950604334,4.014708876922632,5,16.24885579594243,0.2035614043533215,0.5121917205681523,416.1350000000001,6.454800000000004,3,3,6,0.1666666666666666,4.030986950604334,4.030986950604334,High-error + high-uncertainty,Underprediction,-4 to < -2,8.791280038970939
A-5267,0.9642581623,-3.0238360136332103,3.98809417593321,3.98809417593321,3.98809417593321,2,15.90489515611239,0.1788998570586932,0.2530026041590121,271.44499999999994,3.0662000000000016,1,0,10,1.0,3.9880941759332105,3.9880941759332105,High-error + high-uncertainty,Underprediction,>= 0,8.437698654792124
A-216,-7.6382805905,-3.676796421152018,-3.961484169347982,3.961484169347982,3.961484169347982,2,15.69335682399467,0.2379809398892489,0.336555872777672,291.31,2.3476800000000004,3,2,2,0.1176470588235294,3.961484169347982,-3.961484169347982,High-error + high-uncertainty,Overprediction,< -6,9.07814208540387
B-4371,-2.0061,-5.9632263348394305,3.957126334839431,3.957126334839431,4.045379319421163,3,15.658848829879748,0.1611020536401494,0.283636596520167,552.6580000000001,4.7458,1,1,1,0.0,3.9571263348394305,3.9571263348394305,High-error + high-uncertainty,Underprediction,-4 to < -2,8.182504634417537
A-1390,-3.3290743263999993,-7.21726255749465,3.888188231094651,3.888188231094651,3.8066534990990384,3,15.11800772042295,0.1536791437914262,0.2729933687492689,426.6820000000002,7.626400000000009,0,0,21,0.9230769230769232,3.888188231094651,3.888188231094651,High-error + high-uncertainty,Underprediction,-4 to < -2,7.986593163365606
A-6085,-8.6461429905,-4.809197233079933,-3.8369457574200667,3.8369457574200667,3.8369457574200667,2,14.72215274538385,0.183421094326016,0.2593965992211666,376.3240000000001,3.525000000000001,4,3,3,0.0,3.8369457574200663,-3.8369457574200663,High-error + high-uncertainty,Overprediction,< -6,8.248549977875657
H-94,-12.949999999999998,-9.16328277917671,-3.7867172208232898,3.7867172208232898,3.801989402905908,6,14.339227310479659,0.2758229709886295,0.7108899183596833,514.6610000000003,10.0129,2,2,2,0.0,3.786717220823288,-3.786717220823288,High-error + high-uncertainty,Overprediction,< -6,9.236440152173774
B-529,0.5373,-3.1208739936535395,3.65817399365354,3.65817399365354,3.743762349842739,3,13.38223696784309,0.2604207106430203,0.4992991948539025,290.189,3.3652000000000024,0,0,10,1.0,3.6581739936535396,3.6581739936535396,High-error + high-uncertainty,Underprediction,>= 0,8.853091541872315
B-455,-7.0641,-3.412225638399827,-3.6518743616001728,3.6518743616001728,3.59347765079322,3,13.33618635291267,0.2721886947430079,0.5348983218186394,162.27599999999998,3.373800000000002,1,1,3,0.5,3.6518743616001728,-3.6518743616001728,High-error + high-uncertainty,Overprediction,< -6,8.979061232419525
A-1648,-3.6026675784,0.00022013837082809906,-3.6028877167708284,3.6028877167708284,3.700306818128415,3,12.980799899658113,0.1783468870785833,0.314259454264346,60.084,-0.6184000000000001,0,0,0,0.0,3.6028877167708284,-3.6028877167708284,High-error + high-uncertainty,Overprediction,-4 to < -2,7.8160614667564
A-5022,-4.672731896,-8.258095202735548,3.585363306735548,3.585363306735548,3.585363306735548,2,12.854830041285664,0.3893300140410286,0.5505957860957302,847.2359999999995,7.777400000000011,4,0,11,0.9166666666666666,3.585363306735548,3.585363306735548,High-error + high-uncertainty,Underprediction,-6 to < -4,10.22691945284615
A-2685,-6.905873560900001,-3.3513028003866068,-3.554570760513393,3.554570760513393,3.430655081096661,3,12.634973291496761,0.2410630163713642,0.431717760385546,402.57200000000006,3.492400000000002,1,0,17,0.9545454545454546,3.554570760513394,-3.554570760513394,High-error + high-uncertainty,Overprediction,< -6,8.463854045522908
B-3426,-2.8474,-6.399456304560607,3.5520563045606073,3.5520563045606073,3.5266615387813784,4,12.617103990768758,0.2098434862783499,0.409420966868157,281.4839999999999,5.357800000000005,1,0,0,0.9444444444444444,3.552056304560607,3.552056304560607,High-error + high-uncertainty,Underprediction,-4 to < -2,8.09895758485766
F-811,-2.64,-6.167140774102915,3.5271407741029144,3.5271407741029144,3.612921788604739,4,12.440722040339306,0.2038134589922804,0.4357321745429594,399.9660000000001,5.972400000000007,3,3,9,0.4347826086956521,3.527140774102915,3.527140774102915,High-error + high-uncertainty,Underprediction,-4 to < -2,7.989459162458733
A-3306,0.2865181043,-3.2134137118252037,3.4999318161252035,3.4999318161252035,3.592316227480733,3,12.249522717525466,0.6433085011249728,1.276627851840196,351.55300000000005,2.889800000000001,0,0,15,1.0,3.499931816125204,3.499931816125204,High-error + high-uncertainty,Underprediction,>= 0,13.02631987656255
F-715,-1.53,-5.009418995550725,3.479418995550724,3.479418995550724,3.508122941737297,3,12.106356546599208,0.4382257591138656,0.8750402929143606,225.41999999999996,4.613000000000004,1,0,9,1.0,3.4794189955507244,3.4794189955507244,High-error + high-uncertainty,Underprediction,-2 to < 0,10.622914647220906
B-960,-1.3269,-4.758927157818847,3.4320271578188466,3.4320271578188466,3.4320271578188466,2,11.778810412006111,0.1812557090017348,0.2563342819278045,354.4940000000001,3.7264000000000026,5,1,2,0.6818181818181818,3.4320271578188466,3.4320271578188466,High-error + high-uncertainty,Underprediction,-2 to < 0,7.576790271446693
B-2871,-3.6344,-7.038727941393238,3.404327941393238,3.404327941393238,3.2651695855968943,3,11.589448732550721,1.1994949036958982,2.3868508441052416,430.907,5.725700000000003,0,0,12,1.0,3.404327941393238,3.404327941393238,High-error + high-uncertainty,Underprediction,-4 to < -2,19.302828664819852
F-72,-4.53,-1.1700145038492638,-3.3599854961507365,3.3599854961507365,3.4757525829939957,3,11.289502534343312,0.2044050751686554,0.3562578894990127,169.224,1.2293999999999998,1,0,2,0.7777777777777778,3.3599854961507365,-3.3599854961507365,High-error + high-uncertainty,Overprediction,-6 to < -4,7.729320368107272
A-2790,-7.946874563300001,-4.615769168753628,-3.3311053945463724,3.3311053945463724,3.3311053945463724,2,11.096263149575943,0.1881200483551158,0.2660419237380873,442.4300000000002,4.140600000000002,7,7,0,0.0,3.3311053945463724,-3.3311053945463724,High-error + high-uncertainty,Overprediction,< -6,7.494947706191089
A-6060,-7.5649937324000005,-4.2441886334396015,-3.3208050989603985,3.3208050989603985,4.006351063802789,3,11.027746505281382,1.216103579681944,2.122666214063318,367.2770000000001,-2.7986999999999984,4,2,0,0.0,3.320805098960399,-3.320805098960399,High-error + high-uncertainty,Overprediction,< -6,19.361414473221046
A-5759,-8.1667842337,-4.852432399324722,-3.314351834375278,3.314351834375278,3.398729055557504,3,10.984928082026771,0.1959956978118737,0.3637288933804274,440.4590000000002,3.2151,4,3,6,0.04,3.3143518343752776,-3.3143518343752776,High-error + high-uncertainty,Overprediction,< -6,7.559227336762184
F-714,-1.58,-4.893976544725165,3.3139765447251643,3.3139765447251643,3.3286560086518415,4,10.98244053898854,0.1707793655546095,0.3247672832319637,228.682,3.6236000000000015,3,3,0,0.0,3.313976544725165,3.313976544725165,High-error + high-uncertainty,Underprediction,-2 to < 0,7.267141146031159
A-5977,-8.1939864578,-4.886965060327942,-3.3070213974720577,3.3070213974720577,3.3226226862677626,3,10.93639052333804,0.3757000197014968,0.7509139888020195,284.484,5.886700000000007,0,0,14,0.9444444444444444,3.3070213974720577,-3.3070213974720577,High-error + high-uncertainty,Overprediction,< -6,9.624801361753324
A-3374,0.0571886956,-3.2407872947729883,3.297975990372988,3.297975990372988,3.297975990372988,2,10.876645633076691,0.3101512652512807,0.4386201257055364,530.6180000000004,2.116999999999999,3,2,20,0.5,3.297975990372988,3.297975990372988,High-error + high-uncertainty,Underprediction,>= 0,8.852647025869452
B-3225,-4.5051,-7.7987463534245505,3.293646353424551,3.293646353424551,3.3089297658529637,3,10.84810630142684,0.1954601263972532,0.390022942861763,447.91600000000017,6.5575,2,2,3,0.0,3.293646353424551,3.293646353424551,High-error + high-uncertainty,Underprediction,-6 to < -4,7.519965989175304
A-5753,-7.9969982826,-4.723972152945417,-3.273026129654583,3.273026129654583,3.273026129654583,2,10.712700045401657,0.2004319343724882,0.2834535599222469,327.7270000000001,3.660300000000002,3,2,3,0.0,3.273026129654583,-3.273026129654583,High-error + high-uncertainty,Overprediction,< -6,7.54450305739647
A-5013,-4.3499005787,-7.619559646093283,3.269659067393283,3.269659067393283,3.656974840844589,3,10.690670416987112,1.5015062238649095,2.9271220056785623,514.7880000000006,10.609999999999992,0,0,26,0.9333333333333332,3.269659067393283,3.269659067393283,High-error + high-uncertainty,Underprediction,-6 to < -4,22.57882083431655
A-6079,-8.4055410062,-5.15978171771086,-3.2457592884891397,3.2457592884891397,3.2854046919646054,3,10.534953358813526,0.3230113776545603,0.6423629241534652,254.41399999999996,5.026600000000005,0,0,12,0.8125,3.2457592884891397,-3.2457592884891397,High-error + high-uncertainty,Overprediction,< -6,8.91790315464533
F-713,-0.95,-4.188342628306263,3.2383426283062624,3.2383426283062624,3.2246110596349955,4,10.486862978305512,0.2014631602872165,0.4590101804555364,212.227,3.109300000000001,3,3,0,0.0,3.2383426283062624,3.2383426283062624,High-error + high-uncertainty,Underprediction,-2 to < 0,7.501027561143884
F-1158,-1.29,-4.509043824931078,3.219043824931079,3.219043824931079,3.219043824931079,2,10.362243146826913,0.2751790576589378,0.3891619554223178,384.52000000000015,3.522700000000002,3,2,8,0.5217391304347826,3.219043824931078,3.219043824931078,High-error + high-uncertainty,Underprediction,-2 to < 0,8.322318641776125
B-714,-3.5706,-0.3590499537027134,-3.211550046297287,3.211550046297287,3.211550046297287,2,10.314053699872105,0.1795758720771062,0.2539586337664196,222.117,-1.6463999999999996,1,0,3,1.0,3.211550046297287,-3.211550046297287,High-error + high-uncertainty,Overprediction,-4 to < -2,7.205230022033961
F-717,-1.73,-4.893976544725165,3.1639765447251644,3.1639765447251644,3.178656008651842,4,10.01074757557099,0.1707793655546095,0.3247672832319637,228.682,3.6236000000000015,3,3,0,0.0,3.163976544725165,3.163976544725165,High-error + high-uncertainty,Underprediction,-2 to < 0,7.027563713800798
A-6094,-9.2047594175,-6.052259174469897,-3.152500243030104,3.152500243030104,2.978637704671645,3,9.938257782304865,0.3314620831615237,0.5905792948976174,640.9430000000001,9.011200000000004,0,0,28,0.8918918918918919,3.1525002430301035,-3.1525002430301035,High-error + high-uncertainty,Overprediction,< -6,8.86663686206939
C-2498,-2.05,-5.173633732962133,3.1236337329621335,3.1236337329621335,3.1236337329621335,2,9.757087697698953,0.3222167015360015,0.455683229335337,458.9670000000002,3.966300000000003,4,2,4,0.3043478260869565,3.1236337329621335,3.1236337329621335,High-error + high-uncertainty,Underprediction,-4 to < -2,8.713660293745619
C-2503,-2.01,-5.11766022623103,3.10766022623103,3.10766022623103,3.127160127927768,3,9.657552081698297,0.2706463146513637,0.5402378846757347,613.9150000000001,3.1154,1,1,3,0.1818181818181818,3.1076602262310304,3.1076602262310304,High-error + high-uncertainty,Underprediction,-4 to < -2,8.092022674982736
B-1945,-1.7166,-4.782829757124984,3.0662297571249844,3.0662297571249844,3.387258000985091,3,9.40176492347874,0.6463771318298132,1.1670630600539242,234.3199999999999,4.6814000000000044,0,0,10,1.0,3.066229757124984,3.066229757124984,High-error + high-uncertainty,Underprediction,-2 to < 0,12.369090037506059
B-1658,-7.506,-4.441885745318209,-3.0641142546817917,3.0641142546817917,2.886810582400769,3,9.388796165744152,0.4412291523463517,0.8272985452109243,256.4739999999999,5.850100000000007,0,0,15,1.0,3.064114254681791,-3.064114254681791,High-error + high-uncertainty,Overprediction,< -6,9.994314580831372
B-3472,0.4918,-2.5536906227971774,3.0454906227971774,3.0454906227971774,3.0454906227971774,2,9.27501313354554,0.1781471402519353,0.2519381018422688,270.72,1.8519,1,1,6,0.3636363636363636,3.0454906227971774,3.0454906227971774,High-error + high-uncertainty,Underprediction,>= 0,6.923487407756103
A-2739,-6.9257837823,-3.88317676489298,-3.04260701740702,3.04260701740702,3.04260701740702,2,9.257457462374443,0.2066512565088959,0.2922490096363219,337.16600000000017,2.5999800000000004,2,1,2,0.1428571428571428,3.04260701740702,-3.04260701740702,High-error + high-uncertainty,Overprediction,< -6,7.2483735026548635
A-5459,-3.3549684893000005,-6.396961194136144,3.041992704836144,3.041992704836144,3.1007056788158573,3,9.253719616276321,0.2393762796308202,0.4678272897757711,226.44799999999995,5.911200000000006,0,0,4,1.0,3.0419927048361433,3.0419927048361433,High-error + high-uncertainty,Underprediction,-4 to < -2,7.625675410387525
F-1055,-7.53,-4.522056147930226,-3.0079438520697734,3.0079438520697734,3.0650796641823383,4,9.047726217204348,0.1581181913339425,0.3372406591218491,286.371,4.295200000000004,2,2,6,0.3888888888888889,3.007943852069774,-3.007943852069774,High-error + high-uncertainty,Overprediction,< -6,6.631994831788906
B-696,0.0985,-2.8974569118229376,2.9959569118229377,2.9959569118229377,3.0075509608770394,4,8.975757817499634,0.2048388755307594,0.4334838057380099,398.5480000000003,2.095000000000001,2,0,9,0.9,2.9959569118229377,2.9959569118229377,High-error + high-uncertainty,Underprediction,>= 0,7.1529146358894575
A-1893,0.652738306,-2.3423728199393894,2.995111125939389,2.995111125939389,2.9334033062007046,4,8.970690656725916,0.2586488560424224,0.5707114136729721,222.46499999999995,2.1552,1,0,0,1.0,2.995111125939389,2.995111125939389,High-error + high-uncertainty,Underprediction,>= 0,7.773577225870567
B-2913,-0.9499999999999998,-3.926608232819944,2.976608232819944,2.976608232819944,3.060596687321782,3,8.86019657169147,0.192203496715638,0.3558181489610263,267.375,3.697800000000002,0,0,8,1.0,2.9766082328199444,2.9766082328199444,High-error + high-uncertainty,Underprediction,-2 to < 0,6.975953301212638
A-1635,-4.1541956574,-1.190035734385316,-2.964159923014684,2.964159923014684,2.964159923014684,2,8.786244049206417,0.4007467218320845,0.566741449091492,228.2,-0.5032000000000003,1,0,2,0.6,2.964159923014684,-2.964159923014684,High-error + high-uncertainty,Overprediction,-6 to < -4,9.366714838561794
F-724,-2.24,-5.1941217403130935,2.9541217403130933,2.9541217403130933,2.833792723167588,3,8.726835256590459,0.362704440813319,0.6948243148028137,312.586,5.090400000000005,0,0,11,1.0,2.9541217403130933,2.9541217403130933,High-error + high-uncertainty,Underprediction,-4 to < -2,8.910934402017098
F-1011,-3.93,-1.0086248239201625,-2.9213751760798377,2.9213751760798377,3.056342376116063,4,8.534432919415503,0.2994152910965224,0.6254093189155525,214.221,-0.1789999999999999,1,0,3,0.6666666666666666,2.9213751760798377,-2.9213751760798377,High-error + high-uncertainty,Overprediction,-4 to < -2,8.127044758414652
F-803,-4.33,-1.4193710144860996,-2.9106289855139003,2.9106289855139003,2.8471104221451604,4,8.471761091313676,0.1684337437969415,0.3613766889843146,214.221,0.7617999999999998,1,0,4,0.6666666666666666,2.9106289855139007,-2.9106289855139007,High-error + high-uncertainty,Overprediction,-6 to < -4,6.595807245432771
A-2201,-6.211736201,-3.313220396721461,-2.898515804278539,2.898515804278539,2.859927534194682,4,8.401393867652466,0.1614500481423708,0.3536899311239962,244.246,2.4130000000000003,2,2,2,0.1428571428571428,2.898515804278539,-2.898515804278539,High-error + high-uncertainty,Overprediction,< -6,6.4957326398069455
A-2318,-8.9978390846,-6.0996265724809975,-2.8982125121190028,2.8982125121190028,2.966841087538992,3,8.39963576540314,0.3925175567421341,0.7759835599487444,298.511,6.420900000000007,0,0,16,0.9473684210526316,2.898212512119003,-2.898212512119003,High-error + high-uncertainty,Overprediction,< -6,9.166260188496592
F-827,0.16,-2.727109880628365,2.887109880628365,2.887109880628365,2.928548128861593,3,8.335403462821933,0.1594681618809078,0.3107555202482905,188.34,2.9735700000000005,0,0,7,0.8888888888888888,2.887109880628365,2.887109880628365,High-error + high-uncertainty,Underprediction,>= 0,6.454605790243489
A-4756,-2.8923562141,-5.7712251444954035,2.8788689303954036,2.8788689303954036,2.975611823435464,3,8.287886318395975,0.3489989508712168,0.677586532315658,468.282,4.993400000000002,0,0,10,1.0,2.8788689303954036,2.8788689303954036,High-error + high-uncertainty,Underprediction,-4 to < -2,8.632314056624022
A-2217,-6.4889092646,-3.6121525886210772,-2.876756675978923,2.876756675978923,2.9819216465172587,3,8.275728972789302,0.198382636562019,0.3524821539769145,351.41,1.8958,4,3,4,0.2631578947368421,2.876756675978923,-2.876756675978923,High-error + high-uncertainty,Overprediction,< -6,6.887899525912738
A-5196,0.5055163708,-2.3615555916578033,2.8670719624578034,2.8670719624578034,2.962117914018725,3,8.22010163791164,0.1668786434928349,0.2903320993133067,265.40099999999995,1.577,1,1,6,0.6,2.8670719624578034,2.8670719624578034,High-error + high-uncertainty,Underprediction,>= 0,6.508262618715896
A-3068,-5.1490404299,-8.014511599463232,2.865471169563231,2.865471169563231,2.508937673240875,3,8.21092502359807,1.4233141528165822,2.778838661821231,422.8260000000003,11.08439999999999,0,0,21,1.0,2.8654711695632313,2.8654711695632313,High-error + high-uncertainty,Underprediction,-6 to < -4,21.02940196431766
B-893,0.6086,-2.2277647444126836,2.8363647444126836,2.8363647444126836,2.91640737182408,3,8.044964963347228,0.2065029187828974,0.3890415855081108,246.29,1.8891,0,0,7,1.0,2.8363647444126836,2.8363647444126836,High-error + high-uncertainty,Underprediction,>= 0,6.917252173119502
A-2551,-5.6135997753,-8.44375906900697,2.8301592937069717,2.8301592937069717,2.954799065790815,3,8.009801627755945,2.6608435964668025,5.317306588967596,410.7710000000004,9.997099999999996,0,0,25,1.0,2.830159293706971,2.830159293706971,High-error + high-uncertainty,Underprediction,-6 to < -4,35.278154934947736
A-6040,-8.4761487948,-5.646167008918721,-2.829981785881279,2.829981785881279,2.7164051652404506,3,8.008796908419793,0.7259034407647346,1.4384172812462142,598.6580000000001,7.414600000000006,9,7,6,0.1,2.8299817858812792,-2.8299817858812792,High-error + high-uncertainty,Overprediction,< -6,12.911038749038681
C-2510,-2.7,-5.523993016341298,2.823993016341298,2.823993016341298,2.823993016341298,2,7.974936556344422,0.3085440119135199,0.4363471262371057,453.5640000000002,4.573300000000005,3,2,6,0.3333333333333333,2.823993016341298,2.823993016341298,High-error + high-uncertainty,Underprediction,-4 to < -2,8.077030578405568
A-5474,-4.3931837232,-7.21470360327629,2.82151988007629,2.82151988007629,2.6449369841533565,3,7.960974433665721,0.4133565337510264,0.768055947559203,494.55400000000026,6.515600000000005,8,6,3,0.125,2.8215198800762904,2.8215198800762904,High-error + high-uncertainty,Underprediction,-6 to < -4,9.28465502044337
B-2333,0.6187,-2.200502097298294,2.8192020972982945,2.8192020972982945,2.714738497382791,3,7.947900465411102,0.3281118172024098,0.6307864355148669,141.94199999999998,-2.1706,0,0,0,0.0,2.819202097298294,2.819202097298294,High-error + high-uncertainty,Underprediction,>= 0,8.295571556999567
A-3074,-4.8472795348,-7.649634389860824,2.8023548550608237,2.8023548550608237,2.659101233755904,3,7.85319273368297,0.3142030896381792,0.577346972020977,562.8200000000002,9.8817,3,3,21,0.5,2.802354855060824,2.802354855060824,High-error + high-uncertainty,Underprediction,-6 to < -4,8.107886270548493
F-951,-2.94,-5.734022810171739,2.7940228101717395,2.7940228101717395,2.7940228101717395,2,7.806563463759984,0.2026723167810626,0.2866219391093549,392.4840000000001,4.544800000000003,4,4,5,0.0952380952380952,2.794022810171739,2.794022810171739,High-error + high-uncertainty,Underprediction,-4 to < -2,6.805344730657833
B-3124,-11.481699999999998,-8.688705979098737,-2.7929940209012636,2.7929940209012636,2.874405835577253,3,7.800815600790208,0.7384833138254564,1.4702199728231138,409.31000000000006,8.159799999999999,3,3,0,0.0,2.7929940209012614,-2.7929940209012614,High-error + high-uncertainty,Overprediction,< -6,12.99737886411097
F-700,-2.13,-4.882890225758155,2.752890225758156,2.752890225758156,2.8138579038445,4,7.578404595074791,0.2513509895874938,0.5292415463395646,285.774,4.258500000000003,4,2,0,0.2941176470588235,2.752890225758155,2.752890225758155,High-error + high-uncertainty,Underprediction,-4 to < -2,7.302346870813233
A-6055,-6.4416841407000005,-3.6897953702927904,-2.7518887704072097,2.7518887704072097,2.699747874815595,3,7.572891804693304,0.2606684186382985,0.5134550407993652,276.493,4.107100000000004,0,0,9,1.0,2.75188877040721,-2.75188877040721,High-error + high-uncertainty,Overprediction,< -6,7.408451664252684
B-1953,-4.888999999999999,-2.151986645321632,-2.737013354678367,2.737013354678367,2.737013354678367,2,7.4912421036877275,0.1499998811355685,0.2121318662562732,239.323,1.5466999999999995,1,1,6,0.7272727272727273,2.7370133546783673,-2.7370133546783673,High-error + high-uncertainty,Overprediction,-6 to < -4,6.105426125896875
A-2761,-7.3271074817,-9.160455019488614,1.8333475377886141,2.7344319656656317,2.3628584939937456,3,3.3611631943155738,2.9560046776274733,5.840437403003151,424.7540000000004,9.931799999999996,0,0,25,0.9642857142857144,1.8333475377886144,1.8333475377886144,High-error + high-uncertainty,Underprediction,< -6,38.53715891976354
B-1423,-9.4464,-6.72454315636852,-2.7218568436314805,2.7218568436314805,2.776220102284751,3,7.408504677223526,0.3257747565258439,0.6447097612753234,212.42099999999996,6.097500000000006,0,0,12,1.0,2.721856843631481,-2.721856843631481,High-error + high-uncertainty,Overprediction,< -6,8.113078261866153
A-5000,-4.0572475801,-6.744455074662504,2.6872074945625037,2.6872074945625037,2.631357741064816,3,7.221084118832889,0.2085681979173785,0.4057649416013582,353.67900000000014,7.93760000000001,0,0,18,1.0,2.6872074945625037,2.6872074945625037,High-error + high-uncertainty,Underprediction,-6 to < -4,6.702894245821732
A-1352,-2.9027228224,-0.2259434526621699,-2.67677936973783,2.67677936973783,2.67677936973783,2,7.165147794254054,0.1866721308676831,0.2639942591901628,170.256,0.0705999999999997,2,0,1,1.0,2.67677936973783,-2.67677936973783,High-error + high-uncertainty,Overprediction,-4 to < -2,6.433132259086269
F-985,-5.32,-2.6539607300216357,-2.6660392699783646,2.6660392699783646,2.6660392699783646,2,7.107765389066771,0.1864715305526798,0.2637105675040687,317.32000000000005,1.3209999999999995,4,2,3,0.375,2.6660392699783646,-2.6660392699783646,High-error + high-uncertainty,Overprediction,-6 to < -4,6.413659527465673
A-2258,-6.6027992709,-3.940356264749161,-2.662443006150839,2.662443006150839,2.608157961629109,3,7.088602761001517,0.2757304216723372,0.5433861091031322,162.27599999999995,3.9334000000000033,1,1,2,0.5,2.6624430061508395,-2.6624430061508395,High-error + high-uncertainty,Overprediction,< -6,7.439698803693611
