ID,repetition,seed,training_reference_count,nearest_training_distance,nearest_training_ID,Solubility,predicted_solubility,absolute_error,novelty_region
C-2313,1,100,6912,0.2994619324796672,B-3207,-8.55,-7.618851886867812,0.9311481131321884,Low-moderate novelty
B-3003,1,100,6912,0.27445288384425837,B-4108,-7.5163,-6.697709476616844,0.8185905233831567,Low-moderate novelty
B-680,1,100,6912,0.22559304958951248,F-74,-6.1366,-3.136962271079564,2.999637728920436,Low-moderate novelty
E-468,1,100,6912,0.022769814452893365,B-1006,0.79,-1.8663105454426328,2.656310545442633,Lowest novelty
B-40,1,100,6912,0.022769814452893365,B-1006,0.7898,-1.8663105454426328,2.6561105454426333,Lowest novelty
C-2043,1,100,6912,0.27445288384425837,B-4108,-7.51,-6.697709476616844,0.8122905233831563,Low-moderate novelty
A-5555,1,100,6912,0.6041029353118974,A-2748,-8.3629378574,-6.974806615523389,1.3881312418766116,Moderate-high novelty
B-2148,1,100,6912,0.45283386059103964,F-85,-7.2135,-5.738230794045276,1.4752692059547243,Moderate-high novelty
H-491,1,100,6912,0.4303127179056038,B-2041,-7.58,-6.721350570704005,0.858649429295995,Moderate-high novelty
B-3002,1,100,6912,0.27445288384426,B-4074,-7.1419,-5.437021067328867,1.704878932671133,Low-moderate novelty
C-814,1,100,6912,0.25309118651506723,B-2041,-7.23,-5.735430618112747,1.4945693818872536,Low-moderate novelty
D-1081,1,100,6912,0.22237748101013055,D-1913,-6.3,-3.6024044193018794,2.6975955806981204,Low-moderate novelty
A-5747,1,100,6912,0.5443469331230585,B-3576,-7.9828073074,-7.997420232667229,0.0146129252672295,Moderate-high novelty
A-5928,1,100,6912,0.855093169503649,B-3016,-8.2900385416,-6.640229312290099,1.6498092293099005,Moderate-high novelty
B-1654,1,100,6912,0.2554382733319208,F-1167,-7.2168,-5.028114405286464,2.1886855947135366,Low-moderate novelty
C-2303,1,100,6912,0.2994619324796672,B-3207,-8.49,-7.618851886867812,0.8711481131321879,Low-moderate novelty
F-1069,1,100,6912,0.3026553482274593,F-865,-7.36,-5.108114700356689,2.251885299643312,Low-moderate novelty
A-5670,1,100,6912,0.7125316264648376,C-2515,-7.9073894624,-6.489389063794768,1.4180003986052323,Moderate-high novelty
C-2316,1,100,6912,0.2994619324796672,B-3207,-8.47,-7.618851886867812,0.8511481131321883,Low-moderate novelty
B-2856,1,100,6912,0.25309118651506723,B-2041,-7.1806,-5.735430618112747,1.4451693818872533,Low-moderate novelty
B-1071,1,100,6912,0.2422928530832537,D-1687,0.5402,-2.926797553150517,3.466997553150517,Low-moderate novelty
C-1449,1,100,6912,0.2994619324796672,B-3207,-8.44,-7.618851886867812,0.8211481131321872,Low-moderate novelty
B-1899,1,100,6912,0.0,B-2021,-7.343,-7.004839714082595,0.3381602859174046,Lowest novelty
C-2540,1,100,6912,0.32920598919436556,A-5100,-6.95,-4.75528043285624,2.1947195671437605,Low-moderate novelty
A-2201,1,100,6912,0.20132121849857462,C-2100,-6.211736201,-3.4514770921996023,2.7602591088003976,Lowest novelty
C-2323,1,100,6912,0.2994619324796672,B-3207,-8.42,-7.618851886867812,0.8011481131321876,Low-moderate novelty
C-2311,1,100,6912,0.2994619324796672,B-3207,-8.41,-7.618851886867812,0.7911481131321878,Low-moderate novelty
C-2250,1,100,6912,0.2175284830912955,B-1827,-8.06,-7.113048565080484,0.9469514349195168,Lowest novelty
C-2254,1,100,6912,0.2175284830912955,B-1827,-8.06,-7.113048565080484,0.9469514349195168,Lowest novelty
D-1082,1,100,6912,0.3844975114410132,B-961,-5.859,-2.9953493594973226,2.8636506405026774,Moderate-high novelty
B-2963,1,100,6912,0.27864108453285213,B-3123,-8.4024,-7.231900303746266,1.1704996962537342,Low-moderate novelty
G-560,1,100,6912,0.27864108453285213,B-3123,-8.402000000000001,-7.231900303746266,1.170099696253735,Low-moderate novelty
C-1442,1,100,6912,0.2994619324796672,B-3207,-8.36,-7.618851886867812,0.7411481131321871,Low-moderate novelty
A-6051,1,100,6912,0.5196206232376062,F-951,-7.4876332175,-6.187374002825258,1.3002592146747416,Moderate-high novelty
F-251,1,100,6912,0.0,C-1954,-4.55,-2.597534555381185,1.9524654446188148,Lowest novelty
B-3118,1,100,6912,0.10443267242602813,A-4034,0.9095,-0.7762533881386814,1.6857533881386813,Lowest novelty
A-5545,1,100,6912,0.07506931473452473,F-74,-6.0397604981,-3.3391547631039056,2.700605734996094,Lowest novelty
B-3347,1,100,6912,0.10271852125272908,A-780,-7.483,-5.9522755106618375,1.5307244893381622,Lowest novelty
B-294,1,100,6912,0.3542956384430921,B-961,-5.8892,-3.3559989422515843,2.5332010577484154,Low-moderate novelty
C-1445,1,100,6912,0.2994619324796672,B-3207,-8.31,-7.618851886867812,0.6911481131321882,Low-moderate novelty
C-2571,1,100,6912,0.5409159262809246,C-1065,-8.65,-7.096608087957716,1.5533919120422848,Moderate-high novelty
B-1898,1,100,6912,0.16117211172338786,B-2022,-7.31,-6.973251018314624,0.3367489816853757,Lowest novelty
B-1891,1,100,6912,0.16117211172338786,B-2022,-7.31,-6.973251018314624,0.3367489816853757,Lowest novelty
C-2315,1,100,6912,0.2994619324796672,B-3207,-8.3,-7.618851886867812,0.6811481131321884,Low-moderate novelty
C-2471,1,100,6912,1.1071904357355646,C-2537,-0.35,-3.828849420884919,3.4788494208849188,Highest novelty
G-550,1,100,6912,0.48923019271134194,B-3123,-8.176,-7.129644985632749,1.0463550143672515,Moderate-high novelty
A-5361,1,100,6912,0.20317502887823238,A-3169,0.9425469123,-0.532755726778285,1.475302639078285,Lowest novelty
A-5785,1,100,6912,0.26236826761065657,A-2342,-7.304443806799999,-5.445760265991619,1.8586835408083804,Low-moderate novelty
A-2685,1,100,6912,0.9024979552998281,B-4640,-6.9058735609,-3.4752184798033388,3.430655081096661,Highest novelty
C-2276,1,100,6912,0.2175284830912955,B-1827,-7.94,-7.113048565080484,0.8269514349195166,Lowest novelty
A-2193,1,100,6912,0.15294612289230464,G-1031,-6.1171462485,-3.798498940800768,2.3186473076992327,Lowest novelty
B-679,1,100,6912,0.33675810381997306,B-218,0.2572,-3.208676844866079,3.465876844866079,Low-moderate novelty
A-5266,1,100,6912,0.204001829586662,B-3289,-1.0605299646,-5.1509887298520844,4.090458765252085,Lowest novelty
C-2247,1,100,6912,0.21752848309129957,B-1827,-7.89,-7.113048565080484,0.7769514349195159,Lowest novelty
A-5666,1,100,6912,0.15556227547565551,B-230,-7.779843060399999,-6.871441418477381,0.9084016419226186,Lowest novelty
A-5884,1,100,6912,0.6100021856789609,C-2515,-7.5632144901,-6.612765136775413,0.9504493533245872,Moderate-high novelty
B-2025,1,100,6912,0.1838993404383821,B-1505,0.9095,-0.7566487910569001,1.6661487910569002,Lowest novelty
B-3429,1,100,6912,0.5052693928318363,A-2012,-7.4604,-6.653557585157211,0.8068424148427891,Moderate-high novelty
A-6040,1,100,6912,1.127047103513247,A-1505,-8.4761487948,-5.75974362955955,2.7164051652404506,Highest novelty
A-5429,1,100,6912,0.138093929084187,A-4998,0.7860892979999999,-0.8009146362936425,1.5870039342936424,Lowest novelty
C-2253,1,100,6912,0.2175284830912955,B-1827,-7.86,-7.113048565080484,0.7469514349195165,Lowest novelty
A-3799,1,100,6912,0.26686935969522235,B-2204,0.230443278,-3.003150342484952,3.233593620484952,Low-moderate novelty
C-2404,1,100,6912,0.2816405642939698,B-2022,-7.44,-7.516082695288536,0.0760826952885356,Low-moderate novelty
C-2196,1,100,6912,0.22427410221562533,B-1827,-7.52,-6.72437449288468,0.7956255071153198,Low-moderate novelty
A-2184,1,100,6912,0.09924658365837558,C-2432,-6.1987525576,-3.961872257186109,2.2368803004138917,Lowest novelty
F-1058,1,100,6912,0.2719157064607635,A-2126,-6.97,-4.66309476952837,2.3069052304716298,Low-moderate novelty
B-1555,1,100,6912,0.22826111558769435,B-2210,0.6329,-1.2759649213661246,1.9088649213661248,Low-moderate novelty
D-1084,1,100,6912,0.30037248667997807,E-1280,-5.746,-3.197588116005734,2.5484118839942664,Low-moderate novelty
A-5842,1,100,6912,0.6997734836618985,A-5818,-7.461800321799999,-5.555207023399923,1.906593298400076,Moderate-high novelty
B-1551,1,100,6912,0.01842884876954401,B-1902,0.9995,0.1709883719463374,0.8285116280536626,Lowest novelty
C-2245,1,100,6912,0.21752848309129957,B-1827,-7.83,-7.113048565080484,0.7169514349195163,Lowest novelty
C-2251,1,100,6912,0.2175284830912955,B-1827,-7.83,-7.113048565080484,0.7169514349195163,Lowest novelty
B-993,1,100,6912,0.5480505481976332,F-844,0.6484,-1.7036813537480298,2.3520813537480296,Moderate-high novelty
B-2862,1,100,6912,0.6134273087409252,E-969,-7.5746,-5.865182152158535,1.7094178478414657,Moderate-high novelty
A-5621,1,100,6912,1.1156228470606564,A-4238,-7.9052553562,-5.832231143999369,2.0730242122006306,Highest novelty
C-1447,1,100,6912,0.2994619324796672,B-3207,-8.14,-7.618851886867812,0.5211481131321882,Low-moderate novelty
A-6062,1,100,6912,1.056236782109342,B-2788,-7.5165300857,-6.380673826594274,1.1358562591057266,Highest novelty
B-3337,1,100,6912,0.7725587920651534,B-708,-7.5245,-7.0094551693785,0.5150448306215001,Moderate-high novelty
C-2400,1,100,6912,0.7725587920651534,B-708,-7.52,-7.0094551693785,0.5105448306214999,Moderate-high novelty
B-1578,1,100,6912,0.14378452044290876,A-3496,0.9621,-0.161538951342109,1.123638951342109,Lowest novelty
B-279,1,100,6912,0.11672804749952284,G-1031,-5.8541,-3.5512386549845223,2.3028613450154776,Lowest novelty
A-5313,1,100,6912,0.15674272728827324,B-3438,0.9463070612,-0.2729366067726195,1.2192436679726195,Lowest novelty
C-2262,1,100,6912,0.2175284830912955,B-1827,-7.77,-7.113048565080484,0.6569514349195158,Lowest novelty
C-1453,1,100,6912,0.2994619324796672,B-3207,-8.1,-7.618851886867812,0.4811481131321873,Low-moderate novelty
E-569,1,100,6912,0.11935407964364378,A-3752,1.15,0.6519308679066955,0.4980691320933044,Lowest novelty
C-2269,1,100,6912,0.2175284830912955,B-1827,-7.76,-7.113048565080484,0.646951434919516,Lowest novelty
A-2760,1,100,6912,0.3470105078849464,A-2483,-7.315402454199999,-6.388895530149527,0.9265069240504724,Low-moderate novelty
B-2031,1,100,6912,0.5236884957506674,A-649,-6.0863,-4.360776266734275,1.7255237332657245,Moderate-high novelty
A-5277,1,100,6912,0.2850825823555325,A-1352,1.0599918174,-0.3143544196049,1.3743462370049002,Low-moderate novelty
B-3253,1,100,6912,0.9760073984100698,F-592,-7.1447,-5.943697327849341,1.2010026721506597,Highest novelty
B-3133,1,100,6912,0.48923019271134194,B-3123,-7.9541,-7.129644985632749,0.8244550143672518,Moderate-high novelty
C-991,1,100,6912,1.8502124677622487,E-1018,-1.27,-3.291380074370845,2.021380074370845,Highest novelty
B-1400,1,100,6912,0.10626862551203295,A-3490,1.0218,0.2601866891700027,0.7616133108299973,Lowest novelty
B-822,1,100,6912,0.10626862551203295,A-3490,1.0218,0.2601866891700027,0.7616133108299973,Lowest novelty
C-1738,1,100,6912,0.3619840304422361,C-1826,-7.34,-5.819795611299114,1.5202043887008865,Low-moderate novelty
C-1450,1,100,6912,0.2994619324796672,B-3207,-8.04,-7.618851886867812,0.4211481131321868,Low-moderate novelty
A-5362,1,100,6912,0.17826646805567678,A-4030,1.0650472922,0.2759156227538289,0.7891316694461712,Lowest novelty
C-2266,1,100,6912,0.21752848309129957,B-1827,-7.7,-7.113048565080484,0.5869514349195164,Lowest novelty
C-2158,1,100,6912,0.22427410221562533,B-1827,-7.35,-6.72437449288468,0.6256255071153198,Low-moderate novelty
B-1472,1,100,6912,0.19991837265685944,D-1325,0.9621,0.0547316706104201,0.9073683293895798,Lowest novelty
B-4268,1,100,6912,0.09191517903096008,A-3490,1.0218,0.2601866891700027,0.7616133108299973,Lowest novelty
A-5320,1,100,6912,0.20149127023512453,A-3831,0.9386380084,0.3469134495602923,0.5917245588397076,Lowest novelty
B-112,1,100,6912,0.1612997394609186,B-2937,0.8091,-0.6748359163826503,1.4839359163826504,Lowest novelty
C-2553,1,100,6912,0.22085095862971824,C-1067,-5.44,-3.583667264109472,1.856332735890529,Low-moderate novelty
B-183,1,100,6912,0.06151177432572859,A-4532,1.2434,0.8312970848705137,0.4121029151294864,Lowest novelty
C-1410,1,100,6912,0.21752848309129957,B-1827,-7.67,-7.113048565080484,0.5569514349195162,Lowest novelty
A-2622,1,100,6912,0.8083786455957771,A-1490,-6.417202563200001,-0.994449428875741,5.42275313432426,Moderate-high novelty
B-445,1,100,6912,0.099891764859386,B-444,0.9386,0.3409595735347332,0.5976404264652668,Lowest novelty
A-2971,1,100,6912,0.20631857279330254,A-5333,1.1291356492,0.2088689284322212,0.9202667207677788,Lowest novelty
A-5909,1,100,6912,0.45395905521391083,A-4136,-6.672808805599999,-4.891188501636762,1.781620303963237,Moderate-high novelty
C-2159,1,100,6912,0.22427410221562533,B-1827,-7.32,-6.72437449288468,0.5956255071153205,Low-moderate novelty
A-2145,1,100,6912,0.6965409939358741,A-5695,-5.9980085438,-3.910909665471097,2.087098878328903,Moderate-high novelty
A-2169,1,100,6912,0.15078977280472974,F-547,-5.9842424969,-3.8818575475769936,2.1023849493230067,Lowest novelty
A-4498,1,100,6912,0.20436549511266705,A-4030,1.0037817508,0.3327161208498534,0.6710656299501465,Lowest novelty
C-2260,1,100,6912,0.21752848309129957,B-1827,-7.64,-7.113048565080484,0.5269514349195159,Lowest novelty
A-2231,1,100,6912,0.3182983555249995,B-214,-6.4776739787,-5.363535121038468,1.1141388576615323,Low-moderate novelty
A-6063,1,100,6912,1.0658610953390324,B-2788,-7.534689739199999,-6.752495197065084,0.7821945421349152,Highest novelty
F-1062,1,100,6912,0.37611016109479145,A-2548,-7.12,-5.76599650589672,1.3540034941032797,Moderate-high novelty
A-5227,1,100,6912,0.3592430015237158,F-1004,0.1642130702,-1.0611477443570572,1.2253608145570571,Low-moderate novelty
B-3122,1,100,6912,0.6460559681637786,A-2312,-7.6194,-7.074279055023588,0.5451209449764116,Moderate-high novelty
C-2324,1,100,6912,0.2994619324796672,B-3207,-7.96,-7.618851886867812,0.3411481131321876,Low-moderate novelty
C-2255,1,100,6912,0.21752848309129957,B-1827,-7.62,-7.113048565080484,0.5069514349195163,Lowest novelty
A-4528,1,100,6912,0.203175028878228,B-176,1.3658352118,0.4213567336909994,0.9444784781090004,Lowest novelty
C-2252,1,100,6912,0.21752848309129957,B-1827,-7.61,-7.113048565080484,0.4969514349195165,Lowest novelty
C-2178,1,100,6912,0.22427410221562533,B-1827,-7.27,-6.72437449288468,0.5456255071153198,Low-moderate novelty
B-3001,1,100,6912,0.27445288384426,B-4074,-6.5557,-5.437021067328867,1.1186789326711333,Low-moderate novelty
A-5995,1,100,6912,0.95270056774199,A-5792,-7.6331990421,-7.542349975402997,0.0908490666970029,Highest novelty
G-613,1,100,6912,0.44914859243817246,A-2677,-7.32,-6.83252250627404,0.4874774937259607,Moderate-high novelty
B-1860,1,100,6912,0.0,B-2021,-6.8162,-7.004839714082595,0.188639714082595,Lowest novelty
F-1057,1,100,6912,0.31423243738444995,A-100,-6.5,-4.636166878956849,1.8638331210431511,Low-moderate novelty
C-2259,1,100,6912,0.21752848309129957,B-1827,-7.56,-7.113048565080484,0.4469514349195158,Lowest novelty
A-5993,1,100,6912,0.5739191104934399,A-2648,-8.146786216599999,-7.593518180210751,0.5532680363892482,Moderate-high novelty
F-419,1,100,6912,0.08460250117881087,F-721,-0.47,-3.911991164834725,3.441991164834725,Lowest novelty
B-1346,1,100,6912,0.26575952855323565,A-2891,1.07,0.4555870056851399,0.6144129943148602,Low-moderate novelty
C-2319,1,100,6912,0.2994619324796642,B-3207,-7.88,-7.618851886867812,0.2611481131321875,Low-moderate novelty
B-89,1,100,6912,0.2560268263739695,A-3831,0.9351,0.4809281153258958,0.4541718846741042,Low-moderate novelty
B-567,1,100,6912,0.11822676147905914,C-1531,0.995,0.5755294297502849,0.4194705702497151,Lowest novelty
A-2403,1,100,6912,0.24847950431158441,E-760,0.8502575853000001,-0.2832056729574562,1.1334632582574562,Low-moderate novelty
F-266,1,100,6912,0.36364068816504197,B-987,-3.94,-2.23696486008553,1.70303513991447,Low-moderate novelty
B-2308,1,100,6912,0.18907140553033924,B-2937,0.8412,-0.2832056729574562,1.1244056729574563,Lowest novelty
B-1793,1,100,6912,0.2744528838442616,E-1062,-6.1611,-5.08342229964629,1.0776777003537106,Low-moderate novelty
A-5712,1,100,6912,0.29552378688619,C-1002,-5.968106766699999,-4.022966028461626,1.945140738238373,Low-moderate novelty
A-1743,1,100,6912,0.6150533795114204,A-1544,-1.5399557687999998,-5.319376240054538,3.7794204712545385,Moderate-high novelty
