ID,InChIKey,Solubility,SD,Ocurrences,Group,rdkit_molwt,rdkit_mollogp,PredictedSolubility,Residual,AbsoluteResidual
A-3074,SSGFKDXGKBJUNX-UHFFFAOYSA-N,-4.8472795348,0.0,1,G1,562.8200000000002,9.8817,-9.895125682454712,5.047846147654711,5.047846147654711
A-6091,DGUZPEZCWQVQGW-NKFKGCMQSA-N,-8.782716219400001,0.0,1,G1,424.43800000000016,2.06088,-3.7470712471324026,-5.035644972267598,5.035644972267598
A-5851,IOCVPZINIZVUIL-UHFFFAOYSA-N,-4.8435743389,0.0,1,G1,10.812,-0.3808,0.1349589103824807,-4.9785332492824805,4.9785332492824805
A-2282,GZSOSUNBTXMUFQ-YFAPSIMESA-N,-7.505541952200001,0.0,1,G1,608.5490000000003,-1.0897000000000006,-2.541181575971465,-4.9643603762285355,4.9643603762285355
A-2284,WBCXRDHKXHADQF-UHFFFAOYSA-N,-7.323792769,0.4286662482000003,2,G3,379.3720000000002,0.4649999999999996,-2.4033668540626594,-4.92042591493734,4.92042591493734
B-1886,JSFUMBWFPQSADC-UHFFFAOYSA-N,-6.9515,0.0,1,G1,268.276,0.7908000000000002,-2.040325619048911,-4.911174380951089,4.911174380951089
B-2814,CYKFQSXTIVGYDT-UHFFFAOYSA-N,-0.5781,0.0,1,G1,378.531,4.906400000000003,-5.473986741660492,4.895886741660492,4.895886741660492
B-2753,CYKFQSXTIVGYDT-XFXZXTDPSA-N,-0.5781,0.0,1,G1,378.531,4.906400000000003,-5.473986741660492,4.895886741660492,4.895886741660492
A-1490,BAPRPWHVXHPSHD-UHFFFAOYSA-N,1.5823133383,0.0,1,G1,500.65800000000047,0.7696000000000052,-3.25686495754352,4.83917829584352,4.83917829584352
A-3068,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,-5.1490404299,0.3203787894442638,3,G5,422.8260000000003,11.08439999999999,-9.986111686369423,4.8370712564694225,4.8370712564694225
A-2430,QZLXCFQVOCEKSX-NOCHOARKSA-N,-5.7838757207,0.0,1,G1,607.9610000000004,10.546299999999995,-10.594440550090834,4.810564829390834,4.810564829390834
A-2335,UZGLIIJVICEWHF-UHFFFAOYSA-N,-4.8251168095,0.0806110919161939,3,G5,296.156,-2.195199999999998,-0.12063498616243562,-4.704481823337565,4.704481823337565
C-2008,MVKRISPIRVEPFM-UHFFFAOYSA-N,-4.06,0.0,1,G1,196.122,-2.4070000000000005,0.5560131541406645,-4.616013154140664,4.616013154140664
A-2777,PXUJYZVHENREBB-UHFFFAOYSA-N,-7.8755092242,0.0,1,G1,750.774,12.169199999999988,-12.474740543778466,4.599231319578466,4.599231319578466
A-5267,QSFOWAYMMZCQNF-UHFFFAOYSA-N,0.9642581623,0.0,1,G1,271.44499999999994,3.0662000000000016,-3.6325260615955357,4.596784223895535,4.596784223895535
F-251,GLKCOBIIZKYKFN-UHFFFAOYSA-N,-4.55,0.0,1,G1,179.13899999999998,-1.4114000000000009,-0.043326592226377914,-4.506673407773622,4.506673407773622
A-2918,YVSNOTITPICPTB-UHFFFAOYSA-N,2.1376816201,0.0,1,G1,172.26799999999994,1.9625,-2.342897011076273,4.480578631176273,4.480578631176273
B-529,IDCBOTIENDVCBQ-UHFFFAOYSA-N,0.5373,0.0,1,G1,290.189,3.3652000000000024,-3.9388539508137375,4.476153950813737,4.476153950813737
A-5609,UUEDINPOVKWVAZ-UHFFFAOYSA-N,-5.949075231,2.10042524905,2,G2,706.1479999999996,9.482999999999995,-10.37846654844626,4.42939131744626,4.42939131744626
A-4322,BLXVTZPGEOGTGG-UHFFFAOYSA-N,-0.3045102393,0.0,1,G1,308.462,4.367400000000004,-4.72955835197576,4.42504811267576,4.42504811267576
A-3374,FRFQXYOWMSJIJR-UHFFFAOYSA-N,0.0571886956,0.10901466305,2,G3,530.6180000000004,2.116999999999999,-4.3484948340168375,4.405683529616837,4.405683529616837
A-216,ATXPWKWYLDEURI-UHFFFAOYSA-N,-7.6382805905,0.0,1,G1,291.31,2.3476800000000004,-3.240296722672281,-4.397983867827719,4.397983867827719
A-1974,PORWMNRCUJJQNO-UHFFFAOYSA-N,-4.875401753,0.0,1,G1,127.6,-0.3808,-0.48381289586741655,-4.391588857132584,4.391588857132584
A-5480,HJICBVMRKHYRDH-UHFFFAOYSA-N,-4.4504277175,0.0,1,G1,564.232,8.3178,-8.81981514190737,4.369387424407369,4.369387424407369
A-2569,BCSGAWBQJHXXSE-UHFFFAOYSA-N,-5.724958731699999,0.0,1,G1,530.8340000000004,10.333999999999994,-10.03881319726296,4.313854465562962,4.313854465562962
C-2322,BTFAUMMRKLKUJP-CMDGGOBGSA-N,-6.66,0.0,1,G1,282.30300000000005,1.1306999999999998,-2.3499794536322334,-4.310020546367767,4.310020546367767
A-5104,MEZZCSHVIGVWFI-UHFFFAOYSA-N,-7.2738841077,0.0,1,G1,244.246,2.337400000000001,-2.9838224455814597,-4.29006166211854,4.29006166211854
A-1390,VJHINFRRDQUWOJ-UHFFFAOYSA-N,-3.3290743264,0.0,1,G1,426.6820000000002,7.626400000000009,-7.612339042925287,4.283264716525287,4.283264716525287
B-4371,ZMOIAEHZILNVCK-UHFFFAOYSA-N,-2.0061,0.0,1,G1,552.6580000000001,4.7458,-6.285360770379233,4.279260770379233,4.279260770379233
A-3306,DDGPBVIAYDDWDH-UHFFFAOYSA-N,0.2865181043,0.0,1,G1,351.55300000000005,2.889800000000001,-3.934824708801801,4.221342813101801,4.221342813101801
A-1505,MLQFPPIUTFMVLZ-UHFFFAOYSA-N,-4.524775941100001,0.0,1,G1,639.4540000000002,7.630800000000004,-8.742704312428739,4.217928371328738,4.217928371328738
A-1712,YZEZMSPGIPTEBA-UHFFFAOYSA-N,-4.2253369782,0.2623664101963551,5,G5,235.215,-1.871000000000001,-0.022219601582910364,-4.203117376617089,4.203117376617089
A-1890,GBFVZTUQONJGSL-UHFFFAOYSA-N,0.6452233386,0.0,1,G1,226.34799999999996,3.3011000000000017,-3.55622780969926,4.20145114829926,4.20145114829926
A-2709,BJXXCOMGRRCAGN-XPWSMXQVSA-N,-7.1238862525,0.0,1,G1,665.0529999999999,11.118799999999991,-11.293307844660074,4.169421592160074,4.169421592160074
A-5282,NYNKJVPRTLBJNQ-UHFFFAOYSA-N,-0.1977113735,0.0,1,G1,299.547,3.906900000000001,-4.363489785411949,4.165778411911949,4.165778411911949
A-2049,FLPKSBDJMLUTEX-UHFFFAOYSA-N,-5.8357203688,0.1505149978500002,2,G3,685.047,9.095500000000005,-9.998376270174676,4.162655901374676,4.162655901374676
A-6085,DYALWCKAJBVSBZ-UHFFFAOYSA-N,-8.6461429905,0.0,1,G1,376.3240000000001,3.525000000000001,-4.505858691979187,-4.140284298520813,4.140284298520813
F-266,XJEJWDFDVPDMAS-UHFFFAOYSA-N,-3.94,0.0,1,G1,182.139,-1.7568,0.17992198560274697,-4.119921985602747,4.119921985602747
A-5992,GUQQNFZJJXURDL-ZPHPHTNESA-N,-7.9911025111,0.0,1,G1,323.3080000000001,3.015500000000001,-3.8722061342331666,-4.118896376866834,4.118896376866834
A-3447,YWMWZKYVGNWJPU-UHFFFAOYSA-N,-0.0877655775,0.0,1,G1,685.4150000000006,0.6891999999999994,-4.180087142008142,4.092321564508142,4.092321564508142
I-43,UYTPUPDQBNUYGX-UHFFFAOYSA-N,-4.43,0.5025178824899889,3,G4,151.129,-0.7716000000000001,-0.337898624218149,-4.0921013757818505,4.0921013757818505
B-884,RGCLLPNLLBQHPF-CMDGGOBGSA-N,0.5233,0.0,1,G1,299.69100000000003,2.7426000000000013,-3.5581306423287,4.0814306423287,4.0814306423287
B-2381,RGCLLPNLLBQHPF-HJWRWDBZSA-N,0.5233,0.0,1,G1,299.69100000000003,2.7426000000000013,-3.5581306423287,4.0814306423287,4.0814306423287
A-6072,FQUSDVWAPHUPRQ-UHFFFAOYSA-N,-8.7052973925,0.0,1,G1,507.33800000000025,2.7228,-4.644587125385383,-4.060710267114617,4.060710267114617
A-5266,DFVPPGZSXADRCW-UHFFFAOYSA-N,-1.0605299646,0.0,1,G1,310.38000000000005,4.915540000000004,-5.119234059269413,4.058704094669413,4.058704094669413
B-2744,BAQCROVBDNBEEB-OPRFMTNSSA-N,-0.1982,0.0,1,G1,789.0990000000004,-0.0288000000000004,-4.232311696187725,4.0341116961877255,4.0341116961877255
B-1423,YCOZIPAWZNQLMR-UHFFFAOYSA-N,-9.4464,0.0,1,G1,212.42099999999996,6.097500000000006,-5.418572247440386,-4.027827752559615,4.027827752559615
A-5754,ATXLALDFCMZNHY-ZPHPHTNESA-N,-7.9690613395,0.0,1,G1,307.3090000000001,3.3153200000000016,-3.995024727958336,-3.9740366115416634,3.9740366115416634
A-2572,WPUKZOKYKHYASK-UHFFFAOYSA-N,-5.708288296799999,1.577544714312452,5,G4,510.84400000000056,9.967,-9.678802781984539,3.9705144851845393,3.9705144851845393
A-5964,VNRWTCZXQWOWIG-UHFFFAOYSA-N,-9.4071737246,0.0,1,G1,384.8460000000002,4.828000000000005,-5.453163660358046,-3.9540100642419542,3.9540100642419542
A-2618,OGGKVJMNFFSDEV-UHFFFAOYSA-N,-6.4121983796,0.0,1,G1,516.6880000000003,10.910039999999988,-10.362694866050333,3.9504964864503327,3.9504964864503327
B-280,IJNPIHLZSZCGOC-UHFFFAOYSA-N,1.2572,0.0,1,G1,368.3440000000001,0.9554000000000002,-2.6844742101161843,3.9416742101161844,3.9416742101161844
A-1901,OGZPYBBKQGPQNU-DABLZPOSSA-N,-0.4792340167,0.0,1,G1,301.4630000000001,3.962600000000004,-4.412206032168535,3.932972015468535,3.932972015468535
C-991,ULGZDMOVFRHVEP-UHFFFAOYSA-N,-1.27,0.0,1,G1,733.9370000000001,1.785600000000004,-5.196279157883504,3.926279157883504,3.926279157883504
B-1512,MNZAKDODWSQONA-UHFFFAOYSA-N,-0.5932,0.0,1,G1,218.3209999999999,4.749800000000005,-4.516729840135602,3.923529840135602,3.923529840135602
A-5477,LNNHYUOWYOSHPH-UHFFFAOYSA-N,-4.3992383437,0.0,1,G1,501.4970000000003,8.068200000000001,-8.314614913377856,3.9153765696778553,3.9153765696778553
A-5133,YQLZOAVZWJBZSY-UHFFFAOYSA-N,1.5277010030000002,0.0,1,G1,172.31599999999997,2.0246,-2.386147274630222,3.913848277630222,3.913848277630222
A-5924,UFORAEIAYCSGCR-UHFFFAOYSA-N,-8.3082430527,0.0,1,G1,386.36400000000015,3.2920000000000007,-4.3977317540709855,-3.9105112986290145,3.9105112986290145
A-5663,FTMJABNEYSXUEV-AQTBWJFISA-N,-6.815976001,0.0,1,G1,327.3000000000001,1.59148,-2.9074132729142175,-3.9085627280857826,3.9085627280857826
A-5483,PNVNVHUZROJLTJ-UHFFFAOYSA-N,0.2567187446,0.6518493449201197,3,G4,277.408,3.0356000000000014,-3.6429331063976367,3.899651850997637,3.899651850997637
F-96,LEHOTFFKMJEONL-UHFFFAOYSA-N,-3.62,0.2067758871338726,4,G5,168.112,-1.7672000000000003,0.26144112214889415,-3.8814411221488943,3.8814411221488943
B-1932,YCAGGFXSFQFVQL-UHFFFAOYSA-N,0.7286,0.0,1,G1,280.238,2.2825,-3.13650608316485,3.86510608316485,3.86510608316485
A-2277,SWGZAKPJNWCPRY-UHFFFAOYSA-N,-7.0443456956,0.0,1,G1,221.50099999999995,2.807400000000001,-3.1887259552748244,-3.8556197403251753,3.8556197403251753
H-419,QLNJFJADRCOGBJ-UHFFFAOYSA-N,-4.23,0.0,1,G1,73.09499999999998,-0.1182999999999999,-0.3767780353338025,-3.853221964666198,3.853221964666198
A-5603,BWCSCOGVOJAQRL-UHFFFAOYSA-N,-7.6305993261,0.0,1,G1,367.36500000000007,2.5447999999999995,-3.7797342329365886,-3.850865093163411,3.850865093163411
A-2625,CUKXIDNDOQQWQN-QVIHXGFCSA-N,-6.5537875846,0.0,1,G1,536.8820000000005,10.811399999999992,-10.401392676930795,3.847605092330795,3.847605092330795
C-1958,HMMIQMIGJAIOAZ-UHFFFAOYSA-N,-3.69,0.0,1,G1,180.123,-1.7003000000000004,0.1514845575706818,-3.8414845575706815,3.8414845575706815
G-600,RWXKUYSKUSXRGL-UHFFFAOYSA-N,0.523,0.0,1,G1,299.6909999999999,2.3950000000000005,-3.317464114141378,3.840464114141378,3.840464114141378
C-1954,VURKRJGMSKJIQX-UHFFFAOYSA-N,-3.86,0.0,1,G1,179.139,-1.4114000000000009,-0.043326592226378136,-3.8166734077736217,3.8166734077736217
A-3018,XEFYPTRGVWLMHB-UHFFFAOYSA-N,0.8673994761,0.0,1,G1,193.24600000000004,2.6694000000000013,-2.9434774031641737,3.810876879264174,3.810876879264174
A-5547,WBZPMFHFKXZDRZ-UHFFFAOYSA-N,-7.1224610466,0.0,1,G1,184.279,3.279600000000002,-3.3184499322131416,-3.8040111143868582,3.8040111143868582
B-455,WJYMPXJVHNDZHD-UHFFFAOYSA-N,-7.0641,0.0,1,G1,162.27599999999998,3.373800000000002,-3.2670934840076065,-3.7970065159923934,3.7970065159923934
A-2260,MJQIARGPQMNBGT-ZCXUNETKSA-N,-6.4517618811,0.0,1,G1,565.9680000000003,10.343199999999996,-10.231331618179532,3.779569737079531,3.779569737079531
E-1036,IFLREYGFSNHWGE-UHFFFAOYSA-N,-8.6,0.2224935704439312,3,G5,228.294,5.146200000000003,-4.844023272998469,-3.7559767270015305,3.7559767270015305
A-5479,OXEFCDNMUKTKDV-UHFFFAOYSA-N,-4.5222231174,0.0,1,G1,665.6610000000003,6.754900000000005,-8.27511185400513,3.7528887366051302,3.7528887366051302
A-1743,UONLDZHKYCFZRW-UHFFFAOYSA-N,-1.5399557687999998,0.0,1,G1,450.7120000000002,4.0820000000000025,-5.285632808991614,3.745677040191614,3.745677040191614
B-206,IWDDXZKCDHOOSF-UHFFFAOYSA-N,-1.9942,0.1179,2,G3,286.156,-4.819399999999998,1.7492551573286124,-3.7434551573286123,3.7434551573286123
A-5898,HXXOOSWHCMYQQV-UHFFFAOYSA-N,-7.5255403409,0.0,1,G1,382.33600000000007,2.4444,-3.7895407289714305,-3.7359996119285697,3.7359996119285697
B-696,HZTMGWSBSDLALI-UHFFFAOYSA-N,0.0985,0.0,1,G1,398.5480000000003,2.095000000000001,-3.633523140621493,3.732023140621493,3.732023140621493
A-5540,MNLBCOXUPUYNFP-AQWQROAZSA-N,-8.1508681249,0.0,1,G1,863.372,10.448999999999993,-11.880304169554503,3.729436044654502,3.729436044654502
A-6010,IAJNXBNRYMEYAZ-UHFFFAOYSA-N,-7.7440158853,0.0,1,G1,277.32300000000004,3.5751800000000022,-4.016069767039593,-3.727946118260407,3.727946118260407
C-1203,LRFVTYWOQMYALW-UHFFFAOYSA-N,-3.87,0.0,1,G1,152.113,-1.0605000000000002,-0.1430874744210887,-3.7269125255789115,3.7269125255789115
A-1294,ZGHUDSLVQAGWEY-UHFFFAOYSA-N,-3.4001753553,0.0,1,G1,582.993,5.721400000000005,-7.121555697105051,3.721380341805051,3.721380341805051
B-3034,UDUMKWWIWPPSHW-UHFFFAOYSA-N,-0.4888,0.0,1,G1,409.881,2.803000000000001,-4.183763532131945,3.6949635321319447,3.6949635321319447
A-5839,YMFWVWDPPIWORA-UHFFFAOYSA-N,-7.330901470700001,0.0,1,G1,381.34800000000007,2.2344,-3.6389091353942167,-3.691992335305784,3.691992335305784
A-2650,GRSMWKLPSNHDHA-UHFFFAOYSA-N,-6.2970532498,0.0,1,G1,198.177,2.1504000000000003,-2.6102649517019856,-3.6867882980980147,3.6867882980980147
F-811,GPKJTRJOBQGKQK-UHFFFAOYSA-N,-2.64,0.0,1,G1,399.9660000000001,5.972400000000007,-6.325617173871717,3.685617173871717,3.685617173871717
A-2546,VFBJXXJYHWLXRM-UHFFFAOYSA-N,-5.8081724723,0.0,1,G1,642.9430000000002,8.672800000000008,-9.48263559177981,3.6744631194798094,3.6744631194798094
A-5753,WJJZURXPOSMHKT-MNDPQUGUSA-N,-7.9969982826,0.0,1,G1,327.7270000000001,3.660300000000002,-4.34205688737759,-3.6549413952224095,3.6549413952224095
A-1648,VYPSYNLAJGMNEJ-UHFFFAOYSA-N,-3.6026675784,0.406944361470366,3,G5,60.084,-0.6184000000000001,0.03840986144112862,-3.641077439841129,3.641077439841129
B-1454,MASBWURJQFFLOO-UHFFFAOYSA-N,-3.2291,0.0,1,G1,127.107,-1.6707,0.4118824394082311,-3.640982439408231,3.640982439408231
A-6054,ROPPTGKKZZDFJN-UHFFFAOYSA-N,-6.757182205,0.0,1,G1,588.8700000000002,10.408799999999994,-10.398091327282712,3.6409091222827117,3.6409091222827117
A-5202,FDAKZQLBIFPGSV-UHFFFAOYSA-N,0.5746150304,0.0,1,G1,212.381,2.6853000000000007,-3.055868006004223,3.630483036404223,3.630483036404223
A-2574,GHKOFFNLGXMVNJ-UHFFFAOYSA-N,-5.711686621799999,0.0,1,G1,514.8570000000005,9.428,-9.326879212577616,3.6151925907776166,3.6151925907776166
A-2206,GUEIZVNYDFNHJU-UHFFFAOYSA-N,-6.2534935167,0.0853916607426202,6,G5,240.214,1.8732,-2.6410634694542168,-3.612430047245783,3.612430047245783
B-4428,WCYYQNSQJHPVMG-UHFFFAOYSA-N,-10.9486,0.4807997873913383,3,G5,390.86400000000015,7.505000000000001,-7.338513120661682,-3.6100868793383185,3.6100868793383185
C-2591,HCQSWAXEJLAQFZ-UHFFFAOYSA-N,-2.85,0.0,1,G1,791.0069999999997,3.1609000000000043,-6.450861561962077,3.6008615619620765,3.6008615619620765
B-3124,WDMKCPIVJOGHBF-UHFFFAOYSA-N,-11.4817,0.0,1,G1,409.31000000000006,8.159799999999999,-7.889606063829596,-3.5920939361704036,3.5920939361704036
A-2036,OWICEWMBIBPFAH-UHFFFAOYSA-N,-5.7380720068,1.4478127811807482,4,G4,574.4620000000002,8.9764,-9.330008670148114,3.591936663348114,3.591936663348114
C-2597,LRXFYFDTOXXRTI-UHFFFAOYSA-N,-2.82,0.0,1,G1,849.0429999999998,2.6566000000000054,-6.409190363807843,3.5891903638078433,3.5891903638078433
A-5695,QPAPQRFSPBUJAU-CPNJWEJPSA-N,-7.8822713548,0.0,1,G1,358.40100000000007,3.3744000000000023,-4.306627824406388,-3.575643530393612,3.575643530393612
F-152,XFBOJHLYDJZYSP-UHFFFAOYSA-N,-3.46,0.0,1,G1,167.128,-1.5267000000000004,0.10014050159310661,-3.5601405015931067,3.5601405015931067
C-2471,NVMBLZBSOKIKNO-UHFFFAOYSA-N,-0.35,0.0,1,G1,442.5200000000002,2.1549,-3.9079704505332624,3.5579704505332623,3.5579704505332623
A-2551,DEMBLPGWNXUBIQ-UHFFFAOYSA-N,-5.6135997753,0.0,1,G1,410.7710000000004,9.997099999999996,-9.16943141957885,3.5558316442788493,3.5558316442788493
C-2199,VREZDOWOLGNDPW-UHFFFAOYSA-N,-3.8,0.0,1,G1,325.273,-2.2263000000000006,-0.2533714857355751,-3.546628514264425,3.546628514264425
B-2397,RONFGUROBZGJKP-UHFFFAOYSA-N,0.3322,0.0,1,G1,355.5750000000001,1.8040000000000005,-3.204362927158747,3.5365629271587466,3.5365629271587466
A-5759,TXUYHEFIZXRHFX-IADYIPOJSA-N,-8.1667842337,0.0,1,G1,440.4590000000002,3.2151,-4.6310975193704955,-3.535686714329504,3.535686714329504
A-5607,XCKGFJPFEHHHQA-UHFFFAOYSA-N,-7.5414466266,0.0,1,G1,278.315,3.561600000000002,-4.011923294771358,-3.529523331828642,3.529523331828642
C-1001,AGOYDEPGAOXOCK-UHFFFAOYSA-N,-2.2,0.0,1,G1,747.964,2.4397000000000046,-5.723474486012442,3.523474486012442,3.523474486012442
C-1876,HNXQXTQTPAJEJL-UHFFFAOYSA-N,-3.97,0.0,1,G1,163.14,-0.7047000000000003,-0.4478551887963611,-3.5221448112036393,3.5221448112036393
A-5741,YAJYJWXEWKRTPO-UHFFFAOYSA-N,-7.7118329776,0.0,1,G1,202.407,4.403200000000004,-4.192439357017627,-3.519393620582373,3.519393620582373
C-2595,XGCDNGBJXXBQKT-UHFFFAOYSA-N,-3.13,0.0,1,G1,805.974,3.327900000000004,-6.645785615399239,3.5157856153992393,3.5157856153992393
B-1841,CUJJSLYROAWARJ-UHFFFAOYSA-N,0.5416,0.0,1,G1,287.343,1.9898,-2.971494518397254,3.5130945183972537,3.5130945183972537
C-1685,LESVOLZBIFDZGS-UHFFFAOYSA-N,0.54,0.302,2,G3,287.343,1.9882,-2.9703867323066335,3.5103867323066336,3.5103867323066336
A-5049,YXZZOMVBHPCKMM-UHFFFAOYSA-N,-4.4346903729000005,0.1367958736499996,2,G3,250.31,-0.6824399999999993,-0.9251155549936798,-3.5095748179063206,3.5095748179063206
B-1611,RSJKGSCJYJTIGS-UHFFFAOYSA-N,-7.5505,0.0,1,G1,156.313,4.537100000000004,-4.040929754734213,-3.5095702452657873,3.5095702452657873
B-2832,WCLNVRQZUKYVAI-UHFFFAOYSA-N,-11.4795,0.1645308144053537,3,G5,425.3090000000002,8.1584,-7.973403423331298,-3.5060965766687016,3.5060965766687016
A-6079,GMSCBRSQMRDRCD-UHFFFAOYSA-N,-8.4055410062,0.0,1,G1,254.41399999999996,5.026600000000005,-4.899606504695052,-3.5059345015049477,3.5059345015049477
C-1955,BCVUYVOMXUKYFC-UHFFFAOYSA-N,-3.34,0.0,1,G1,180.123,-1.7003,0.15148455757068136,-3.491484557570681,3.491484557570681
A-2664,VHPUZTHRFWIGAW-UHFFFAOYSA-N,-6.2463311334,0.0,1,G1,176.332,2.5414000000000003,-2.7652399465160373,-3.4810911868839627,3.4810911868839627
C-2503,YVPYQUNUQOZFHG-UHFFFAOYSA-N,-2.01,0.0,1,G1,613.9150000000001,3.1154,-5.48108153164732,3.47108153164732,3.47108153164732
B-680,XOGPDSATLSAZEK-UHFFFAOYSA-N,-6.1366,0.0,1,G1,223.231,2.0442,-2.669477959367679,-3.4671220406323204,3.4671220406323204
B-714,XTFIVUDBNACUBN-UHFFFAOYSA-N,-3.5706,0.1035745816173713,3,G5,222.117,-1.6463999999999996,-0.10832861963841411,-3.462271380361586,3.462271380361586
B-3585,HAPOJKSPCGLOOD-UHFFFAOYSA-N,-7.733,0.1494000000000004,2,G3,216.283,4.411000000000002,-4.271358305694173,-3.4616416943058264,3.4616416943058264
C-1794,PRUGQYWGIVNHEM-UHFFFAOYSA-N,-3.6,0.0,1,G1,152.113,-1.0605000000000002,-0.1430874744210887,-3.4569125255789115,3.4569125255789115
B-4424,FOIBFBMSLDGNHL-UHFFFAOYSA-N,-12.0605,0.3647499999999999,2,G3,459.75400000000025,8.8118,-8.608293726000914,-3.452206273999085,3.452206273999085
A-5743,GLLYQJVICPAIGW-UHFFFAOYSA-N,-8.0544153113,0.0,1,G1,419.3890000000002,3.3442000000000025,-4.60884792080102,-3.4455673904989794,3.4455673904989794
A-5750,ICDJQHYMSIFZRR-GIBOGKFOSA-N,-8.2171679788,0.0,1,G1,560.5920000000001,2.50232,-4.774087109674262,-3.443080869125737,3.443080869125737
