repetition,seed,ID,scaffold,observed_solubility,predicted_solubility,rdkit_molwt_value,rdkit_molwt_shap,rdkit_mollogp_value,rdkit_mollogp_shap,rdkit_ring_count_value,rdkit_ring_count_shap,rdkit_aromatic_rings_value,rdkit_aromatic_rings_shap,rdkit_rotatable_bonds_value,rdkit_rotatable_bonds_shap,rdkit_fraction_csp3_value,rdkit_fraction_csp3_shap
1,100,B-4423,c1ccc2c(c1)Oc1ccccc1O2,-9.2068,-7.685390784696208,321.97400000000005,-0.3175503687191265,6.198200000000001,-3.6868854300375946,3,-0.20395694724012148,2,-0.006458437790341258,0,-0.3579095514556473,0.0,-0.3203534189786718
1,100,A-216,O=C1c2ccccc2C(=O)c2ccccc21,-7.6382805905,-3.845074357540854,291.31,-0.3918670591318517,2.3476800000000004,0.08138948515753595,3,-0.4127970758726412,2,-0.005439424044494561,2,-0.05468767446871187,0.1176470588235294,-0.2693959787059815
1,100,B-3430,c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1,-9.9799,-7.626586205807627,477.3450000000001,-0.5182005062953187,7.297300000000005,-4.018579740578584,3,-0.21417069889178889,3,-0.016646857034243984,9,0.009817203124658738,0.25,-0.07652897565763551
1,100,B-4430,c1ccc2c(c1)Oc1ccccc1O2,-9.4728,-7.794814056016446,356.4190000000001,-0.336882655933267,6.851600000000001,-3.7913155717225258,3,-0.20368665969869895,2,-0.006708308712568607,0,-0.3518935201332721,0.0,-0.31205070934140705
1,100,B-1886,O=C1c2ccccc2C(=O)c2ccccc21,-6.9515,-2.853163579527365,268.276,-0.4238355253737104,0.7908000000000002,1.3281727286175828,3,-0.4246227501185439,2,-0.08690212855822269,0,-0.07408240046331507,0.0,-0.3796168731564478
1,100,B-4426,c1ccc2c(c1)Oc1ccccc1O2,-9.0027,-7.685390784696208,321.97400000000005,-0.3175503687191265,6.198200000000002,-3.6868854300375946,3,-0.20395694724012148,2,-0.006458437790341258,0,-0.3579095514556473,0.0,-0.3203534189786718
1,100,H-517,c1ccc(Oc2ccccc2)cc1,-10.55,-8.564932039523615,480.2160000000002,-0.47298892394639425,9.3595,-4.832863387354314,2,-0.21347834096192783,2,-0.01804306790126067,2,0.07241275243283586,0.0,-0.30769444131783946
1,100,A-5759,O=C(Nc1ccccc1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-8.1667842337,-5.076485456606049,440.4590000000002,-0.7050022990999236,3.2151,-0.733278945644067,4,-0.508885516186346,3,0.007174153847744809,6,-0.1139509252376968,0.04,-0.2302652938110491
1,100,A-5750,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-8.2171679788,-4.519645671662119,560.5920000000001,-0.7058193602483697,2.50232,0.11341691554157597,5,-0.5844182337005338,4,-0.208670617658957,7,-0.10255397015882382,0.1111111111111111,-0.23932377496230206
1,100,B-868,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.4989,-7.056758442888867,252.316,0.019952464198854727,5.640400000000003,-2.938356505654417,5,-0.4679811550319222,4,-0.28344895570119977,0,-0.2677024937418846,0.0,-0.3269451664835908
1,100,B-4432,c1ccc2c(c1)Oc1ccccc1O2,-8.8744,-7.685390784696208,321.97400000000005,-0.3175503687191265,6.198200000000002,-3.6868854300375946,3,-0.20395694724012148,2,-0.006458437790341258,0,-0.3579095514556473,0.0,-0.3203534189786718
1,100,A-5267,C1COCCN1,0.9642581623,-3.1503373157127164,271.44499999999994,-0.07350271212152339,3.0662000000000016,-0.9047588685675576,1,0.07592818884450485,0,0.017313547623721358,10,0.14455412574289875,1.0,0.38240503323995106
1,100,B-3020,c1ccc2c(c1)oc1ccccc12,-9.1609,-7.794814056016446,340.4200000000001,-0.3323330002358988,6.853,-3.7892031229780243,3,-0.20368665969869895,3,-0.013458015818982844,0,-0.35180591746872764,0.0,-0.31205070934140705
1,100,A-6010,C=C(c1ccccc1)c1ccccc1,-7.7440158853,-4.5964083635346675,277.32300000000004,-0.1324325930150146,3.5751800000000022,-1.1545409890529976,2,-0.21062232484875068,2,0.0014294690393770637,4,-0.050061914435019665,0.1111111111111111,-0.25790338074755503
1,100,C-2427,c1ccc(Oc2ccccc2)cc1,-10.1,-8.42832374629579,445.771,-0.47102219240181775,8.7061,-4.672440652112475,2,-0.21347834096192783,2,-0.022853080285039226,2,0.05144159125801912,0.0,-0.30769444131783946
1,100,C-1501,c1ccc(Oc2ccccc2)cc1,-10.1,-8.42832374629579,445.7710000000001,-0.47102219240181775,8.7061,-4.672440652112475,2,-0.21347834096192783,2,-0.022853080285039226,2,0.05144159125801912,0.0,-0.30769444131783946
1,100,C-1499,c1ccc(Oc2ccccc2)cc1,-10.1,-8.42832374629579,445.7710000000001,-0.47102219240181775,8.7061,-4.672440652112475,2,-0.21347834096192783,2,-0.022853080285039226,2,0.05144159125801912,0.0,-0.30769444131783946
1,100,B-1830,c1ccc2ccccc2c1,-9.703,-10.000591553049295,403.734,-0.5482883185222789,8.067,-5.067641844224646,2,-0.16961301974486834,2,-0.06310970683422816,0,-1.12016506952671,0.0,-0.2394969637218597
1,100,C-2526,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,-8.4,-6.219500380183206,346.3800000000001,-0.06630648359400342,5.001500000000003,-2.4452791174293145,4,-0.3965663679739194,4,-0.227511535916211,4,0.0013024992324084216,0.0454545454545454,-0.2928627440274585
1,100,H-453,c1ccc2c(c1)Oc1ccccc1O2,-8.77,-7.685390784696208,321.97400000000005,-0.3175503687191265,6.198200000000001,-3.6868854300375946,3,-0.20395694724012148,2,-0.006458437790341258,0,-0.3579095514556473,0.0,-0.3203534189786718
1,100,A-2442,O=C1c2ccccc2C(=O)c2ccccc21,-7.985818524400001,-4.868283859690753,290.362,-0.01960654697374374,4.360800000000004,-1.6900379295735077,3,-0.22029518994224406,2,0.0019458409149416545,3,-0.04733741342125711,0.2,-0.10067599022023102
1,100,B-3564,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,-8.6679,-7.9144669728111445,278.354,-0.01185358542011656,6.299400000000003,-3.445356755921599,5,-0.40550025749345114,5,-0.5897321967479557,0,-0.3279753101863179,0.0,-0.3417722365669969
1,100,B-1861,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.5234,-7.45334518060699,266.343,0.09338258792617021,6.045620000000003,-3.1072757854606112,5,-0.45895285114868595,5,-0.5884414291239263,0,-0.2703126578218437,0.0476190476190476,-0.32946841450338876
1,100,B-2748,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.5224,-7.45334518060699,266.343,0.09338258792617021,6.045620000000003,-3.1072757854606112,5,-0.45895285114868595,5,-0.5884414291239263,0,-0.2703126578218437,0.0476190476190476,-0.32946841450338876
1,100,A-2789,O=c1oc2ccccc2cc1-c1nc2ccccc2o1,-7.8310984133,-5.0436842816857235,413.4550000000001,-0.6696361477313028,3.0948,-0.527022293111587,4,-0.527510160595041,4,-0.2352811644666651,5,-0.11478630119374612,0.2,-0.17717158411266992
1,100,C-2394,c1ccc(Oc2ccccc2)cc1,-9.64,-7.7921993296777545,411.326,-0.3711816878211812,8.0527,-4.301829405199984,2,-0.17925050225549516,2,-0.021074486424194436,2,0.12320659999767901,0.0,-0.24979321749986516
1,100,B-4431,c1ccc2c(c1)oc1ccccc12,-8.6456,-7.462978684893165,305.975,-0.13550156455539172,6.1996,-3.7172357874506345,3,-0.20391091668919656,3,-0.013601754000776636,0,-0.2645549951355947,0.0,-0.33589703658686354
1,100,A-5624,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-7.8916361395,-4.240953896605106,576.5910000000001,-0.7534390735357002,2.2025,0.5319987418524912,5,-0.6348541239222979,4,-0.21450226832805358,8,-0.10286213121902459,0.1111111111111111,-0.27501841097781043
1,100,B-280,O=C1c2ccccc2C(=O)c2ccccc21,1.2572,-3.208676844866079,368.3440000000001,-0.7264008566921509,0.9554000000000002,1.1873197666214141,3,-0.4185434537952711,2,-0.07262284907207271,2,-0.04617870406663179,0.0,-0.3399741173866592
1,100,B-3024,c1ccc(C(c2ccccc2)(c2ccccc2)n2cncn2)cc1,-8.402999999999999,-6.551733071863462,379.3850000000001,-0.1606403987205369,5.137100000000003,-2.6340237292666817,4,-0.42217787919544864,4,-0.227511535916211,4,0.014701027716352321,0.0909090909090909,-0.3298039260062309
1,100,C-1069,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,-8.83,-7.11882860235163,300.36,-0.02578771677777409,6.919200000000003,-3.3960292496291533,7,-0.3535372785005038,7,0.05244652580959433,0,-0.2657161922988788,0.0,-0.3379280604802097
1,100,A-5998,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)NC5=O,-7.7185099927,-6.01942075383917,418.4080000000002,-0.6175455635520527,4.188800000000003,-1.2106957566623588,7,-0.41572119787856876,5,-0.5246150347319517,0,-0.23588472285905643,0.0769230769230769,-0.22268184768047145
1,100,C-2381,c1ccc(Oc2ccccc2)cc1,-9.54,-7.7921993296777545,411.326,-0.3711816878211812,8.052699999999998,-4.301829405199984,2,-0.17925050225549516,2,-0.021074486424194436,2,0.12320659999767901,0.0,-0.24979321749986516
1,100,A-2293,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)NC5=O,-7.591458633999999,-5.5079073065139506,390.35400000000016,-0.4688691161230225,3.504400000000002,-0.7200218674834196,7,-0.4222469265677992,5,-0.6001224714034397,0,-0.2632182522589903,0.0,-0.24115204220256908
1,100,C-1481,c1ccc(Oc2ccccc2)cc1,-9.5,-7.7921993296777545,411.326,-0.3711816878211812,8.0527,-4.301829405199984,2,-0.17925050225549516,2,-0.021074486424194436,2,0.12320659999767901,0.0,-0.24979321749986516
1,100,B-3563,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.1924,-7.588463254040712,252.316,0.012453506950163302,5.737200000000003,-3.0851628257562704,5,-0.45894562703097946,5,-0.6326750060191689,0,-0.3007682144770987,0.0,-0.3310884572326491
1,100,C-1483,c1ccc(Oc2ccccc2)cc1,-9.46,-7.7921993296777545,411.326,-0.3711816878211812,8.0527,-4.301829405199984,2,-0.17925050225549516,2,-0.021074486424194436,2,0.12320659999767901,0.0,-0.24979321749986516
1,100,B-3583,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12,-8.4318,-7.9144669728111445,278.354,-0.01185358542011656,6.299400000000003,-3.445356755921599,5,-0.40550025749345114,5,-0.5897321967479557,0,-0.3279753101863179,0.0,-0.3417722365669969
1,100,B-4427,c1ccc2c(c1)Oc1ccccc1O2,-7.8292,-5.735430618112747,253.084,0.031431512162545694,4.891400000000002,-2.3422988929535338,3,-0.2162759866307498,2,-0.002893434988664561,0,-0.10303907875798014,0.0,-0.3100781064696547
1,100,A-2796,O=c1oc2ccccc2cc1-c1nc2ccccc2s1,-8.0974343241,-5.460658228123588,375.453,-0.16523899493450103,4.787580000000004,-1.6967948184825667,4,-0.4172606603192723,4,-0.24590685104801446,4,-0.03458648760417647,0.1904761904761904,-0.10859378526034688
1,100,C-2426,c1ccc2cc3c(ccc4ccccc43)cc2c1,-8.57,-6.853348765798888,298.429,-0.03599486469335284,6.878900000000006,-3.3537466764627917,4,-0.3704649071851661,4,-0.31390643385088723,4,0.05523008613612483,0.217391304347826,-0.042189339268106134
1,100,A-5755,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-8.2138073561,-5.438034462629907,523.5490000000002,-0.5705064710617325,4.2341000000000015,-1.2237329225426234,5,-0.3931843876338485,4,-0.21581112290628174,8,-0.05996016274532521,0.1379310344827586,-0.1825627652653841
1,100,B-3256,c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1,-8.5758,-6.564054713329042,376.496,-0.16540541945533538,6.372000000000007,-3.5487197729496276,3,-0.19163316897802202,3,0.02709323886297041,9,0.1569242067201894,0.28,-0.05003716705450916
1,100,A-5929,O=C(Nc1ccccc1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-8.4645677849,-6.76405148245459,466.3240000000001,-0.4234937620049232,5.423000000000003,-2.8042632469164093,4,-0.4107591939031935,3,0.008864599030724953,5,-0.0438195820481309,0.0416666666666666,-0.2983036661379587
1,100,C-1455,c1ccc(Oc2ccccc2)cc1,-8.94,-7.618851886867812,376.881,-0.27077394387628007,7.399300000000001,-4.112947261806552,2,-0.16472668514055433,2,-0.021321937344771627,2,0.049899327479250424,0.0,-0.3067047557041864
1,100,A-3374,O=C1c2ccccc2C(=O)c2ccccc21,0.0571886956,-3.02147723192022,530.6180000000004,-0.9783257228908071,2.116999999999999,0.41857607951013687,3,-0.3425115888987337,2,0.019718728731262947,20,0.5065300752229426,0.5,0.14681182687968952
1,100,A-5699,O=C1c2ccccc2C(=O)c2ccccc21,-7.9318570783,-5.210695569558173,350.462,-0.20402261297608196,4.886000000000004,-2.2877491373005268,3,-0.17117502105150495,2,0.06067016709913001,8,0.08725219083417521,0.3636363636363636,0.09660547431134461
1,100,F-1055,c1ccc2ccccc2c1,-7.53,-4.410571630481867,286.371,0.05068140559387874,4.295200000000004,-1.7982921560325507,2,-0.12835779737296413,2,0.05870113515222209,6,0.06715891252440254,0.3888888888888889,0.13181350012785822
1,100,B-2534,c1ccc2cc3c(ccc4ccccc43)cc2c1,-7.9743,-7.183619642309667,256.348,0.008568524164136905,5.763040000000004,-3.105977075596227,4,-0.43819684434121847,4,-0.29905908375344825,0,-0.2424966443295043,0.1,-0.3141818879786965
1,100,B-2967,c1ccc2ccccc2c1,-7.8566,-6.6977094766168435,265.954,0.024228534922700495,5.4534,-3.2524161609759528,2,-0.1643244457668347,2,-0.00291900471233398,0,-0.19863693865375767,0.0,-0.31136483095595613
1,100,A-2294,O=C1c2ccccc2C(=O)c2c(Nc3ccccc3)cccc21,-7.5491813124,-5.080901001480349,329.3550000000001,-0.229394096342845,4.219620000000003,-1.340596002027835,4,-0.42153052155043785,3,-0.0008552591940563342,2,-0.03941703578645399,0.0476190476190476,-0.25683145610401276
1,100,B-2968,c1ccc2ccccc2c1,-7.8228,-6.6977094766168435,265.954,0.024228534922700495,5.453400000000001,-3.2524161609759528,2,-0.1643244457668347,2,-0.00291900471233398,0,-0.19863693865375767,0.0,-0.31136483095595613
1,100,B-3401,c1ccc(Oc2cccc(CCC[SiH2]c3ccccc3)c2)cc1,-8.6113,-6.776088678881,408.589,-0.1553730557216548,6.564900000000007,-3.575427037964969,3,-0.20527587872326514,3,-0.00025972122403679246,9,0.022252256375669046,0.28,-0.06972861114803747
1,100,A-5696,O=C(Nc1ccccc1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-7.981147656799999,-5.975885899573022,440.4590000000002,-0.5277731796606336,4.632640000000003,-1.8381110134360568,4,-0.44085283423126953,3,0.006006798036021456,5,-0.07548149954687834,0.08,-0.3073975402594942
1,100,B-2572,c1ccc2ccccc2c1,-7.7954,-6.6977094766168435,265.954,0.024228534922700495,5.453400000000001,-3.2524161609759528,2,-0.1643244457668347,2,-0.00291900471233398,0,-0.19863693865375767,0.0,-0.31136483095595613
1,100,B-2750,c1ccc2ccccc2c1,-8.775,-9.444804400073645,369.2890000000001,-0.3539628060292701,7.4136,-4.868606259596979,2,-0.163225519547023,2,-0.050765808296219316,0,-0.9128397010963876,0.0,-0.30312767503305793
1,100,A-5625,O=c1c2ccc3c4c(ccc(c24)c2nc4ccccc4n12)c(=O)n1c2ccccc2nc31,-7.7579945848,-5.494256080709561,412.4080000000001,-0.38638229124374646,4.344000000000003,-1.5875770310435648,8,-0.32278616757966166,8,-0.040563534044869294,0,-0.2189010457370849,0.0,-0.14576938058592576
1,100,H-219,c1ccc(Oc2ccccc2)cc1,-9.12,-7.7921993296777545,411.32600000000014,-0.3711816878211812,8.0527,-4.301829405199984,2,-0.17925050225549516,2,-0.021074486424194436,2,0.12320659999767901,0.0,-0.24979321749986516
1,100,C-1441,c1ccc(Oc2ccccc2)cc1,-8.78,-7.618851886867812,376.881,-0.27077394387628007,7.399300000000001,-4.112947261806552,2,-0.16472668514055433,2,-0.021321937344771627,2,0.049899327479250424,0.0,-0.3067047557041864
1,100,A-5483,c1ccc(CC2CCCCC2)cc1,0.2567187446,-3.7099091811468656,277.408,-0.11876441902409825,3.0356000000000014,-0.7422717126455267,2,-0.14954731888422024,1,-0.027182242769874354,5,0.004904463865011391,0.6470588235294118,0.11522867878655195
1,100,A-5895,O=C(Nc1ccccc1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-7.581973548400001,-5.419210993806012,454.4860000000002,-0.5988570447481806,3.605200000000001,-1.1381326085944696,4,-0.5079117900481437,3,0.007174153847744809,7,-0.10595138969502002,0.0769230769230769,-0.28325568409323615
1,100,B-1126,O1[SiH2]O[SiH2]O[SiH2]O[SiH2]O[SiH2]1,-7.3387,-4.740830884667371,370.7750000000001,-0.5367324902206057,3.5920000000000023,-1.496628354469614,1,0.0867481146458056,0,0.02708179391600515,0,-0.24504051601703744,1.0,0.21601719795278346
1,100,B-2167,c1cc2ccc3cccc4ccc(c1)c2c34,-7.3213,-5.633212789274517,247.253,0.0322476477403011,4.492200000000002,-1.7418323506920257,4,-0.4576256829949294,4,-0.29714891594395115,1,-0.07257470275711918,0.0,-0.30400215415208165
1,100,C-1487,c1ccc(Oc2ccccc2)cc1,-9.09,-7.7921993296777545,411.3259999999999,-0.3711816878211812,8.0527,-4.301829405199984,2,-0.17925050225549516,2,-0.021074486424194436,2,0.12320659999767901,0.0,-0.24979321749986516
1,100,C-1437,c1ccc(Oc2ccccc2)cc1,-8.72,-7.618851886867812,376.881,-0.27077394387628007,7.399300000000001,-4.112947261806552,2,-0.16472668514055433,2,-0.021321937344771627,2,0.049899327479250424,0.0,-0.3067047557041864
1,100,C-1485,c1ccc(Oc2ccccc2)cc1,-9.05,-7.7921993296777545,411.326,-0.3711816878211812,8.0527,-4.301829405199984,2,-0.17925050225549516,2,-0.021074486424194436,2,0.12320659999767901,0.0,-0.24979321749986516
1,100,A-1893,O1[SiH2]O[SiH2]O[SiH2]1,0.652738306,-2.118724932841588,222.46499999999995,-0.011514265825303217,2.1552,0.3393672477361139,1,0.09494783203245734,0,0.03365413815539657,0,-0.0884149863351653,1.0,0.30551173186962166
1,100,A-2206,O=C1c2ccccc2C(=O)c2ccccc21,-6.2534935167,-3.3559989422515843,240.214,-0.3345175575686208,1.8732,0.6090974388095488,3,-0.39270114283868024,2,-0.02543534660590271,0,-0.07441876388167334,0.0,-0.34574693969154424
1,100,F-1064,c1ccc2ccccc2c1,-7.33,-4.824076754634692,310.39300000000003,-0.34936354376749235,4.298600000000004,-1.794588804575346,2,-0.1283600981711183,2,0.057941939521412335,5,0.06846640544916034,0.35,0.11410397738340446
1,100,B-3566,c1ccc2cc3c(ccc4ccccc43)cc2c1,-7.3854,-6.886722159332714,228.294,0.04780196586284548,5.146200000000003,-2.896122689679691,4,-0.4468290685485808,4,-0.2972022115496709,0,-0.19510890632598796,0.0,-0.3069846186169204
1,100,A-5847,C1CCCCCCCCCCC1,-7.0220260604,-5.462772413486738,168.32399999999998,-0.05557479316893261,4.681200000000004,-2.859332183420265,1,0.06799959206951316,0,0.02319183391414813,0,-0.1128622778038588,1.0,0.2660820453973728
1,100,A-2217,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccccc3)CC2)cc1,-6.4889092646,-3.8409761508787024,351.41,-0.5224689177303055,1.8958,0.45926556365892635,4,-0.7387470687835362,3,-0.027474184011273748,4,-0.04003721565444399,0.2631578947368421,-0.1792376978833604
1,100,C-2243,c1ccc(Oc2ccccc2)cc1,-8.25,-7.113048565080484,342.43600000000004,-0.24103006543181518,6.745900000000002,-3.66537530313185,2,-0.15803440462037133,2,-0.0007627942886276798,2,0.04744403407964806,0.0,-0.30301340121276177
1,100,F-1061,c1ccc2ccccc2c1,-7.54,-5.503069154199997,314.42500000000007,-0.10604778465890248,5.075400000000005,-2.7770611466608566,2,-0.1302625901521892,2,0.0571054885388294,8,0.11799056572422578,0.45,0.1274829434836031
1,100,A-5107,O=C(c1ccccc1)c1ccc(Sc2ccccc2)cc1,-7.6154082599,-6.338698949270179,304.41400000000004,-0.07292908522734107,5.377220000000005,-2.925175247794868,3,-0.2144841159187348,3,-0.003777745093340285,4,0.0036759840726420627,0.05,-0.3337321088338297
1,100,A-5896,O=C(Nc1ccccc1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-7.5579677799,-5.776478981705161,426.4320000000002,-0.5664257369547109,4.324220000000003,-1.6680074433609609,4,-0.42194588096462293,3,0.006006798036021456,5,-0.07620966007710929,0.0416666666666666,-0.2576204279090701
1,100,C-1488,c1ccc(Oc2ccccc2)cc1,-8.89,-7.7921993296777545,411.326,-0.3711816878211812,8.0527,-4.301829405199984,2,-0.17925050225549516,2,-0.021074486424194436,2,0.12320659999767901,0.0,-0.24979321749986516
1,100,C-2313,c1ccc(Oc2ccccc2)cc1,-8.55,-7.618851886867812,376.881,-0.27077394387628007,7.399300000000001,-4.112947261806552,2,-0.16472668514055433,2,-0.021321937344771627,2,0.049899327479250424,0.0,-0.3067047557041864
1,100,B-3003,c1ccc2ccccc2c1,-7.5163,-6.6977094766168435,265.954,0.024228534922700495,5.453400000000001,-3.2524161609759528,2,-0.1643244457668347,2,-0.00291900471233398,0,-0.19863693865375767,0.0,-0.31136483095595613
1,100,B-680,O=C1c2ccccc2C(=O)c2ccccc21,-6.1366,-3.1369622710795637,223.231,-0.07999875127698283,2.0442,0.53180636390784,3,-0.3907308436265298,2,-0.005211035060291104,0,-0.07238714452548464,0.0,-0.3281642300234044
1,100,E-468,c1cncc(C2CCCN2)c1,0.79,-1.8663105454426332,162.236,0.23072462081079562,1.8483,0.7593374662222443,2,-0.18915825721901944,1,-0.029648157409584843,1,-0.020287452722671837,0.5,0.17499786535031722
1,100,B-40,c1cncc(C2CCCN2)c1,0.7898,-1.8663105454426332,162.236,0.23072462081079562,1.8483,0.7593374662222443,2,-0.18915825721901944,1,-0.029648157409584843,1,-0.020287452722671837,0.5,0.17499786535031722
1,100,C-2043,c1ccc2ccccc2c1,-7.51,-6.6977094766168435,265.95399999999995,0.024228534922700495,5.453400000000001,-3.2524161609759528,2,-0.1643244457668347,2,-0.00291900471233398,0,-0.19863693865375767,0.0,-0.31136483095595613
1,100,A-5555,c1ccc2sc(SNSc3nc4ccccc4s3)nc2c1,-8.3629378574,-6.974806615523389,403.6230000000001,-0.3096498618532222,6.720900000000004,-3.2986958293089783,4,-0.3874828973306069,4,-0.24831704213306371,4,0.10524660014881652,0.2222222222222222,-0.04363095457162799
1,100,B-2148,c1ccc2c(c1)oc1ccccc12,-7.2135,-5.7382307940452755,237.085,0.07589572658300203,4.892800000000002,-2.395649753215034,3,-0.2162759866307498,3,-0.007780559682308427,0,-0.10212264328582399,0.0,-0.30002094733965246
