ID,observed_solubility,mean_prediction,residual,absolute_error,prediction_sd,prediction_range,prediction_count,nearest_neighbor_distance,mean_knn_distance,median_knn_distance,maximum_knn_distance,applicability_domain,observed_solubility_region,high_error,high_uncertainty,high_error_high_uncertainty,failure_mode,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3
B-1423,-9.4464,-6.72454315636852,-2.721856843631481,2.721856843631481,0.3257747565258439,0.6447097612753234,3,0.34378578704977014,0.44153804621639886,0.47964905085787723,0.5257469435111962,In-domain,< -6,True,True,True,High-error + high-uncertainty,212.42099999999996,6.097500000000006,0,0,12,1.0
A-5964,-9.4071737246,-5.172607345827816,-4.2345663787721834,4.2345663787721834,0.1924070516647769,0.3649495962188886,3,0.6521394190177489,0.7304425491732,0.7310382035138068,0.8439698577565534,Borderline,< -6,True,True,True,High-error + high-uncertainty,384.8460000000002,4.828000000000005,0,0,8,1.0
A-5820,-6.5751878449,0.10409030209841656,-6.679278146998417,6.679278146998417,0.0057416378872352,0.011001075095793,3,0.035084503057926764,0.158842058146218,0.18953092621573014,0.20744795817219103,In-domain,< -6,True,False,False,High-error + stable,78.96,-0.3808,0,0,0,0.0
C-2439,-10.3,-8.65934801706546,-1.640651982934541,1.640651982934541,0.7534283243334035,1.499951762255873,3,4.440892098500626e-16,0.519344339155777,0.4327869492964808,0.8655738985929617,In-domain,< -6,True,True,True,High-error + high-uncertainty,374.865,7.5064,3,3,0,0.0
A-2783,-6.394784279,0.15961329208331768,-6.554397571083317,6.554397571083317,0.0659789247590391,0.1273022410794738,3,0.029288265395476104,0.11371651037728273,0.12191469607749851,0.160282709066189,In-domain,< -6,True,False,False,High-error + stable,24.819,-0.36572,0,0,0,0.0
A-5996,-6.4891402338,-2.8145925458998864,-3.6745476879001133,3.6745476879001133,0.0,0.0,1,1.1006801341484544,1.1659955849505732,1.1783678563728128,1.1978529885497173,Out-of-domain,< -6,True,False,False,High-error + stable,302.2500000000001,-1.9810799999999995,3,1,3,0.1666666666666666
A-2714,-6.8304564999,-1.3193583723309539,-5.5110981275690465,5.5110981275690465,0.7867891291046472,1.5213712348512358,3,0.5942622647822934,0.8666249187703003,0.9265618232999936,1.0804057859898073,Out-of-domain,< -6,True,True,True,High-error + high-uncertainty,338.39700000000005,-1.3292999999999988,0,0,14,0.9333333333333332
A-6085,-8.6461429905,-4.809197233079933,-3.8369457574200663,3.8369457574200663,0.183421094326016,0.2593965992211666,2,0.30437204268941453,0.42726602363238,0.4332495191815819,0.5183574358744218,In-domain,< -6,True,True,True,High-error + high-uncertainty,376.3240000000001,3.525000000000001,4,3,3,0.0
A-2282,-7.505541952200001,-3.377831552670542,-4.127710399529459,4.127710399529459,0.1112116696476708,0.1572770515098924,2,0.9660606336994036,1.3018694622789337,1.3943478763557975,1.6800977787597073,Out-of-domain,< -6,True,False,False,High-error + stable,608.5490000000003,-1.0897000000000006,5,3,7,0.4642857142857143
A-2607,-5.6698930776,-3.3131716119377366,-2.3567214656622637,2.3567214656622637,0.7325367395757466,1.4602806341729204,3,4.973794606862019,5.403908847382967,5.503448977064438,5.519425837961967,Out-of-domain,-6 to < -4,True,True,True,High-error + high-uncertainty,140.286,-2.4172,13,0,0,0.0
A-5604,-6.566718008,-0.15381889168980378,-6.412899116310196,6.412899116310196,0.1982995323085101,0.3931293502087193,3,0.0379548790495338,0.18004708035935596,0.18526641030827692,0.29585007297534066,In-domain,< -6,True,True,True,High-error + high-uncertainty,30.974,0.8612,0,0,0,0.0
C-1500,-10.6,-8.389979491473918,-2.210020508526082,2.210020508526082,0.3729289798138862,0.989230884294412,6,0.0,0.1731147797185924,4.440892098500626e-16,0.4327869492964808,In-domain,< -6,True,True,True,High-error + high-uncertainty,445.771,8.7061,2,2,2,0.0
A-5786,-6.717139790499999,-0.38703255032600675,-6.330107240173993,6.330107240173993,0.0754517954023605,0.144467273639526,3,0.0007655445546428385,0.22725319009697995,0.29556293110219245,0.34348615226884127,In-domain,< -6,True,False,False,High-error + stable,125.127,0.6292800000000001,0,0,2,0.3333333333333333
B-2388,0.1956,-5.185292689855088,5.380892689855088,5.380892689855088,0.0,0.0,1,0.9241978097980743,1.1872026642743922,1.2376570280215882,1.4120859026959778,Out-of-domain,>= 0,True,False,False,High-error + stable,637.4390000000003,3.5166000000000013,5,4,6,0.0
A-1490,1.5823133383,-0.487803350401436,2.070116688701436,2.070116688701436,0.4616059152593053,0.6528093458313552,2,0.8177760432779546,1.484704549915645,1.4976644951566283,1.9304170175331024,Out-of-domain,>= 0,True,True,True,High-error + high-uncertainty,500.65800000000047,0.7696000000000052,1,0,27,1.0
A-2284,-7.323792769,-3.1995552051599074,-4.124237563840092,4.124237563840092,0.0,0.0,1,0.8987408303092983,1.1084512835283475,1.1559787852136467,1.187158003668811,Out-of-domain,< -6,True,False,False,High-error + stable,379.3720000000002,0.4649999999999996,4,4,4,0.2
A-4449,-0.6984761494,-7.357775264440619,6.659299115040619,6.659299115040619,0.288427605589408,0.513207368702453,3,0.6997995011112282,1.0422483576167336,1.0786122401801441,1.20589195881974,Out-of-domain,-2 to < 0,True,True,True,High-error + high-uncertainty,596.7710000000004,6.205800000000007,4,4,11,0.2903225806451613
B-861,-9.1627,-8.011370949599353,-1.151329050400646,1.151329050400646,0.1370429182217742,0.1938079535764201,2,0.35148098459952803,0.6543547391260705,0.730073177757706,0.7300731777577061,Borderline,< -6,True,False,False,High-error + stable,276.338,6.2314000000000025,6,5,0,0.0
E-1036,-8.6,-6.854074154425446,-1.7459258455745532,1.7459258455745532,0.1676546957026843,0.2983745382761125,3,0.0,0.0477412663662134,0.0,0.238706331831067,In-domain,< -6,True,True,True,High-error + high-uncertainty,228.294,5.146200000000003,4,4,0,0.0
B-4423,-9.2068,-7.528207911885897,-1.6785920881141028,1.6785920881141028,0.2529825190989981,0.5593029011141191,4,0.0,0.17311477971859274,4.440892098500626e-16,0.4327869492964814,In-domain,< -6,True,True,True,High-error + high-uncertainty,321.97400000000005,6.198200000000001,3,2,0,0.0
A-5924,-8.3082430527,-4.319257622951026,-3.9889854297489737,3.9889854297489737,0.1398558228735714,0.1977860014846539,2,0.15808297520957068,0.26593321035802486,0.26795600098408184,0.35972257106678796,In-domain,< -6,True,False,False,High-error + stable,386.36400000000015,3.2920000000000007,2,2,8,0.2222222222222222
A-5992,-7.9911025111,-4.323589624005416,-3.667512887094584,3.667512887094584,0.1253175403001465,0.1772257650957041,2,0.32924085836407346,0.4187226620825716,0.4408974457730462,0.4725212922481764,In-domain,< -6,True,False,False,High-error + stable,323.3080000000001,3.015500000000001,3,2,4,0.0588235294117647
A-216,-7.6382805905,-3.676796421152018,-3.961484169347982,3.961484169347982,0.2379809398892489,0.336555872777672,2,0.05007078439535236,0.21062635862658907,0.27437326956321073,0.2814673530991099,In-domain,< -6,True,True,True,High-error + high-uncertainty,291.31,2.3476800000000004,3,2,2,0.1176470588235294
B-3430,-9.9799,-7.4437164395805935,-2.536183560419407,2.536183560419407,0.1600740999581233,0.2976006560252964,3,0.35102050668486284,0.5313269742094326,0.46618481453737776,0.7461150019038183,In-domain,< -6,True,True,True,High-error + high-uncertainty,477.3450000000001,7.297300000000005,3,3,9,0.25
B-4430,-9.4728,-8.05925225031311,-1.4135477496868898,1.4135477496868898,0.3768077345565538,0.8178351011219798,4,0.4327869492964808,0.4327869492964812,0.4327869492964811,0.4327869492964814,In-domain,< -6,True,True,True,High-error + high-uncertainty,356.4190000000001,6.851600000000001,3,2,0,0.0
B-1886,-6.9515,-2.8961323482590124,-4.055367651740988,4.055367651740988,0.0607670154987686,0.0859375374632946,2,0.39132769097886977,0.49673495059407724,0.5188482772497809,0.5724148010466461,In-domain,< -6,True,False,False,High-error + stable,268.276,0.7908000000000002,3,2,0,0.0
A-5754,-7.9690613395,-4.253428613873819,-3.7156327256261807,3.7156327256261807,0.0396604689853449,0.0560883731291523,2,0.27089829082864075,0.30763613359301617,0.30330974769615504,0.3381594850252119,In-domain,< -6,True,False,False,High-error + stable,307.3090000000001,3.3153200000000016,3,2,3,0.0588235294117647
A-6079,-8.4055410062,-5.15978171771086,-3.2457592884891397,3.2457592884891397,0.3230113776545603,0.6423629241534652,3,0.22585772231519116,0.34621130997549027,0.3657814875567128,0.3992089021568866,In-domain,< -6,True,True,True,High-error + high-uncertainty,254.41399999999996,5.026600000000005,0,0,12,0.8125
B-4426,-9.0027,-7.528207911885897,-1.4744920881141041,1.4744920881141041,0.2529825190989981,0.5593029011141191,4,0.0,0.17311477971859274,4.440892098500626e-16,0.43278694929648165,In-domain,< -6,True,True,True,High-error + high-uncertainty,321.97400000000005,6.198200000000002,3,2,0,0.0
A-2318,-8.9978390846,-6.0996265724809975,-2.898212512119003,2.898212512119003,0.3925175567421341,0.7759835599487444,3,0.12061242284079263,0.23220611174571465,0.2988896481661155,0.31206108488458145,In-domain,< -6,True,True,True,High-error + high-uncertainty,298.511,6.420900000000007,0,0,16,0.9473684210526316
C-1998,-8.76,-5.983460163521531,-2.7765398364784684,2.7765398364784684,0.0731885240837184,0.1035042033692645,2,0.30070615771848397,0.36800071282304075,0.3208467536712074,0.4862637730578872,In-domain,< -6,True,False,False,High-error + stable,399.5750000000002,5.101000000000004,4,0,2,0.76
H-517,-10.55,-8.56830875901081,-1.981691240989191,1.981691240989191,0.2397807674557057,0.6162843773394968,6,0.4327869492964816,0.4327869492964818,0.4327869492964817,0.43278694929648204,In-domain,< -6,True,True,True,High-error + high-uncertainty,480.2160000000002,9.3595,2,2,2,0.0
A-5759,-8.1667842337,-4.852432399324722,-3.3143518343752776,3.3143518343752776,0.1959956978118737,0.3637288933804274,3,0.3527858560525695,0.4829848852301997,0.5459531034754538,0.5894799376828413,In-domain,< -6,True,True,True,High-error + high-uncertainty,440.4590000000002,3.2151,4,3,6,0.04
A-5753,-7.9969982826,-4.723972152945417,-3.273026129654583,3.273026129654583,0.2004319343724882,0.2834535599222469,2,0.2965722860509998,0.41345678250031054,0.4408974457730462,0.45781283679840895,In-domain,< -6,True,True,True,High-error + high-uncertainty,327.7270000000001,3.660300000000002,3,2,3,0.0
A-5104,-7.2738841077,-3.3567914863481394,-3.9170926213518604,3.9170926213518604,0.1279491741032561,0.2384398580952593,3,0.09358426954923685,0.17758600794267715,0.19790149729170292,0.2085102853889229,In-domain,< -6,True,False,False,High-error + stable,244.246,2.337400000000001,2,2,3,0.0714285714285714
A-5750,-8.2171679788,-4.595390736567936,-3.6217772422320635,3.6217772422320635,0.107119698072635,0.1514901298116315,2,0.3292408583640733,0.8483223807423729,0.9299118037443606,1.0969414553141268,Out-of-domain,< -6,True,False,False,High-error + stable,560.5920000000001,2.50232,5,4,7,0.1111111111111111
A-5988,-5.6631600565,0.14564139476438095,-5.80880145126438,5.80880145126438,0.0760238141113481,0.1356543530936863,3,0.029288265395476104,0.11398966316944341,0.14292294215690984,0.15241559550945327,In-domain,-6 to < -4,True,False,False,High-error + stable,28.086,-0.3808,0,0,0,0.0
B-868,-8.4989,-7.336426463486933,-1.162473536513068,1.162473536513068,0.1971550782094985,0.4833038088269239,5,0.0,0.22693162846713277,0.3473209767026516,0.4400161889303606,In-domain,< -6,True,True,True,High-error + high-uncertainty,252.316,5.640400000000003,5,4,0,0.0
B-3186,-8.8809,-6.007245935905701,-2.8736540640943,2.8736540640943,0.0,0.0,1,0.32065589528762634,0.39323319056595646,0.3763670262903299,0.5301486812955033,In-domain,< -6,True,False,False,High-error + stable,448.4830000000002,5.231580000000005,2,2,10,0.3478260869565217
B-4432,-8.8744,-7.528207911885897,-1.346192088114103,1.346192088114103,0.2529825190989981,0.5593029011141191,4,0.0,0.17311477971859274,4.440892098500626e-16,0.43278694929648165,In-domain,< -6,True,True,True,High-error + high-uncertainty,321.97400000000005,6.198200000000002,3,2,0,0.0
A-5267,0.9642581623,-3.0238360136332103,3.9880941759332105,3.9880941759332105,0.1788998570586932,0.2530026041590121,2,0.5064317782815942,0.6583403155163021,0.6501304930475547,0.7610298304762558,Borderline,>= 0,True,True,True,High-error + high-uncertainty,271.44499999999994,3.0662000000000016,1,0,10,1.0
B-320,-9.5374,-8.322256424974848,-1.2151435750251522,1.2151435750251522,0.1182464065273161,0.2298045912363662,3,0.744559748951525,1.0751848234349717,0.8764168081343273,1.5530660863715406,Out-of-domain,< -6,True,False,False,High-error + stable,551.49,6.261600000000001,1,1,0,0.0
B-3020,-9.1609,-7.878086237376024,-1.2828137626239755,1.2828137626239755,0.0928009081427887,0.183314747800531,3,0.4327869492964808,0.5970266236869746,0.43278694929648115,0.8655738985929615,Borderline,< -6,True,False,False,High-error + stable,340.4200000000001,6.853,3,3,0,0.0
A-5603,-7.6305993261,-3.922028663692967,-3.7085706624070327,3.7085706624070327,0.0,0.0,1,0.19882598749653801,0.3320539726664352,0.2906528860979603,0.5205156648451231,In-domain,< -6,True,False,False,High-error + stable,367.36500000000007,2.5447999999999995,3,3,6,0.1666666666666666
A-6010,-7.7440158853,-4.513639201062165,-3.230376684237835,3.230376684237835,0.0940047671094478,0.1849718787262135,3,0.12054465978639398,0.20428174748941816,0.21416730775497295,0.2467435558723092,In-domain,< -6,True,False,False,High-error + stable,277.32300000000004,3.5751800000000022,2,2,4,0.1111111111111111
A-5743,-8.0544153113,-5.329625090646646,-2.724790220653354,2.724790220653354,0.0021926698448728,0.0031009034324256,2,0.2773809452933315,0.3609300496957079,0.3527858560525695,0.4908656435277251,In-domain,< -6,True,False,False,High-error + stable,419.3890000000002,3.3442000000000025,4,3,5,0.0869565217391304
C-2427,-10.1,-8.389979491473918,-1.7100205085260818,1.7100205085260818,0.3729289798138862,0.989230884294412,6,0.0,0.1731147797185924,4.440892098500626e-16,0.4327869492964808,In-domain,< -6,True,True,True,High-error + high-uncertainty,445.771,8.7061,2,2,2,0.0
C-1501,-10.1,-8.389979491473918,-1.7100205085260818,1.7100205085260818,0.3729289798138862,0.989230884294412,6,0.0,0.1731147797185925,4.440892098500626e-16,0.4327869492964811,In-domain,< -6,True,True,True,High-error + high-uncertainty,445.7710000000001,8.7061,2,2,2,0.0
C-1499,-10.1,-8.389979491473918,-1.7100205085260818,1.7100205085260818,0.3729289798138862,0.989230884294412,6,0.0,0.1731147797185925,4.440892098500626e-16,0.4327869492964811,In-domain,< -6,True,True,True,High-error + high-uncertainty,445.7710000000001,8.7061,2,2,2,0.0
A-5695,-7.8822713548,-4.742399945750414,-3.1398714090495865,3.1398714090495865,0.0080994854833907,0.0114544022188551,2,0.5283495840191196,0.6620392822424983,0.6744517713067532,0.7921719786240021,Borderline,< -6,True,False,False,High-error + stable,358.40100000000007,3.3744000000000023,4,2,3,0.1428571428571428
B-1830,-9.703,-9.600065583176889,-0.10293441682311055,0.10293441682311055,0.7348978546494835,1.538085998729949,4,0.4327869492964802,0.5086564993033129,0.5276238868050213,0.5276238868050213,In-domain,< -6,False,True,False,Low-error + high-uncertainty,403.734,8.067,2,2,0,0.0
A-5133,1.5277010030000002,-1.678609020138732,3.206310023138732,3.206310023138732,0.1164210652098219,0.2093295043165146,3,0.15938757651514512,0.2541060465719642,0.2707353770429702,0.2909626661785751,In-domain,>= 0,True,False,False,High-error + stable,172.31599999999997,2.0246,0,0,9,1.0
C-2526,-8.4,-6.2528302561581395,-2.147169743841861,2.147169743841861,0.0471355626359637,0.0666597519498664,2,0.2964312731736206,0.41506185664335005,0.4625234178379513,0.5019902631175731,In-domain,< -6,True,False,False,High-error + stable,346.3800000000001,5.001500000000003,4,4,4,0.0454545454545454
H-453,-8.77,-7.528207911885897,-1.241792088114103,1.241792088114103,0.2529825190989981,0.5593029011141191,4,0.0,0.17311477971859274,4.440892098500626e-16,0.4327869492964814,In-domain,< -6,True,True,True,High-error + high-uncertainty,321.97400000000005,6.198200000000001,3,2,0,0.0
A-2442,-7.985818524400001,-4.8847325690789525,-3.1010859553210484,3.1010859553210484,0.0232619879003244,0.0328974187763977,2,0.281320683689376,0.3021808825320368,0.2843966123567633,0.3388792193170864,In-domain,< -6,True,False,False,High-error + stable,290.362,4.360800000000004,3,2,3,0.2
B-3564,-8.6679,-8.114243912646918,-0.5536560873530814,0.5536560873530814,0.2309056983198832,0.496490693424044,4,0.0,0.08465953034563026,4.440892098500626e-16,0.2116488258640754,In-domain,< -6,False,True,False,Low-error + high-uncertainty,278.354,6.299400000000003,5,5,0,0.0
A-5898,-7.5255403409,-3.837483883071762,-3.688056457828238,3.688056457828238,0.0,0.0,1,0.10261786480290926,0.28935810692083724,0.3494007907282331,0.43278694929648065,In-domain,< -6,True,False,False,High-error + stable,382.33600000000007,2.4444,3,3,6,0.1176470588235294
A-2802,-9.1518109699,-7.122521682012563,-2.029289287887437,2.029289287887437,0.181628548774857,0.256861556991546,2,0.6938806041316012,0.92729732364357,0.9006280849595355,1.094043815140353,Out-of-domain,< -6,True,True,True,High-error + high-uncertainty,425.5320000000001,6.537300000000006,4,4,9,0.2222222222222222
B-1861,-8.5234,-7.771234669460384,-0.7521653305396168,0.7521653305396168,0.3183856837007748,0.6367690582651635,3,0.0,0.16931906069126038,0.2116488258640754,0.21164882586407566,In-domain,< -6,False,True,False,Low-error + high-uncertainty,266.343,6.045620000000003,5,5,0,0.0476190476190476
B-2748,-8.5224,-7.771234669460384,-0.7511653305396155,0.7511653305396155,0.3183856837007748,0.6367690582651635,3,0.0,0.16931906069126038,0.2116488258640754,0.21164882586407566,In-domain,< -6,False,True,False,Low-error + high-uncertainty,266.343,6.045620000000003,5,5,0,0.0476190476190476
A-3179,-1.0592793487,-4.68309643954669,3.6238170908466896,3.6238170908466896,0.0,0.0,1,2.5478489147426084,3.3521269480391767,3.4925418441029077,3.764240070006507,Out-of-domain,-2 to < 0,True,False,False,High-error + stable,917.0,3.2768,6,6,22,0.2
A-2789,-7.8310984133,-4.976931223700854,-2.8541671895991465,2.8541671895991465,0.0944030799320815,0.133506115969741,2,0.326335718199523,0.6397878235464352,0.779268935321459,0.913390439949707,Borderline,< -6,True,False,False,High-error + stable,413.4550000000001,3.0948,4,4,5,0.2
A-6071,-8.545917916,-5.754919975404548,-2.790997940595452,2.790997940595452,0.0,0.0,1,0.6373787746333194,0.6871680248875707,0.6687467291186682,0.7868381954752678,Borderline,< -6,True,False,False,High-error + stable,351.49400000000014,5.501300000000006,3,3,5,0.4545454545454545
A-5560,-8.9896322186,-6.5752856591235584,-2.414346559476442,2.414346559476442,0.029627311844397,0.0592055432714229,3,0.0,0.3140226031959317,0.3501264613905721,0.6786884718081102,In-domain,< -6,True,False,False,High-error + stable,390.5640000000003,6.433000000000007,1,1,14,0.6666666666666666
A-5741,-7.7118329776,-4.961802324362782,-2.7500306532372187,2.7500306532372187,0.08343856086858,0.162557717576151,3,0.5325708052271523,0.6210566436613906,0.6433289247239707,0.6603616673871543,Borderline,< -6,True,False,False,High-error + stable,202.407,4.403200000000004,0,0,3,1.0
B-3582,-8.0575,-6.81837067613074,-1.2391293238692596,1.2391293238692596,0.0851301934650552,0.1508396319134091,3,0.0,0.0477412663662134,0.0,0.238706331831067,In-domain,< -6,True,False,False,High-error + stable,228.294,5.146200000000003,4,4,0,0.0
C-2394,-9.64,-8.014272351604768,-1.625727648395232,1.625727648395232,0.2704384948868762,0.6071127691822991,6,0.0,1.7763568394002506e-16,0.0,8.881784197001252e-16,In-domain,< -6,True,True,True,High-error + high-uncertainty,411.326,8.0527,2,2,2,0.0
B-4431,-8.6456,-7.395029215449893,-1.2505707845501073,1.2505707845501073,0.2695314556535978,0.5260583913921755,3,0.43278694929648087,0.7147490425664424,0.7811571353469076,0.8655738985929616,Borderline,< -6,True,True,True,High-error + high-uncertainty,305.975,6.1996,3,3,0,0.0
A-5749,-8.0585030279,-4.688393341576695,-3.370109686323305,3.370109686323305,0.0360942465902259,0.0510449730515363,2,0.4108538733042741,0.4342606558274518,0.43773037434482154,0.458596626743517,In-domain,< -6,True,False,False,High-error + stable,400.4710000000002,3.8963000000000023,2,2,10,0.391304347826087
B-3585,-7.733,-5.437899043862267,-2.2951009561377322,2.2951009561377322,0.0,0.0,1,0.21312135465895463,0.4856521422743409,0.41255050224404727,0.7409680774200457,In-domain,< -6,True,False,False,High-error + stable,216.283,4.411000000000002,4,3,0,0.0588235294117647
A-5978,-8.2779665867,-5.7553363285775605,-2.5226302581224394,2.5226302581224394,0.1923883939543864,0.3458559460922199,3,0.3128690796523667,0.4179142354748997,0.390104164482241,0.5502604033622993,In-domain,< -6,True,True,True,High-error + high-uncertainty,284.484,5.454400000000006,0,0,7,0.9444444444444444
A-5624,-7.8916361395,-4.240386528938876,-3.6512496105611243,3.6512496105611243,0.0008023790484352,0.0011347353324611,2,0.3292408583640733,0.9434719693387773,1.0469034662776397,1.2364011981877236,Out-of-domain,< -6,True,False,False,High-error + stable,576.5910000000001,2.2025,5,4,8,0.1111111111111111
B-280,1.2572,-3.1911676631911017,4.448367663191101,4.448367663191101,0.0247617221908073,0.0350183633499545,2,0.0,0.3641604520610952,0.48004912201792094,0.530018309755852,In-domain,>= 0,True,False,False,High-error + stable,368.3440000000001,0.9554000000000002,3,2,2,0.0
C-2322,-6.66,-2.849651192520451,-3.8103488074795493,3.8103488074795493,0.0,0.0,1,0.19917355883303955,0.3323918926564427,0.33941794088335847,0.42573172968055145,In-domain,< -6,True,False,False,High-error + stable,282.30300000000005,1.1306999999999998,3,3,2,0.1333333333333333
A-2804,-9.6499887292,-7.24201344380809,-2.4079752853919105,2.4079752853919105,0.1149786902367206,0.2294580010040325,3,0.0,0.4686961309913005,0.5412980827809757,0.6905332688092765,In-domain,< -6,True,False,False,High-error + stable,446.6720000000004,7.993400000000009,1,1,18,0.7142857142857143
A-5607,-7.5414466266,-4.463826712523815,-3.077619914076185,3.077619914076185,0.0168478333280333,0.0335889122745856,3,0.26983323187665126,0.2931071150521146,0.2902630873419142,0.33588862223302784,In-domain,< -6,True,False,False,High-error + stable,278.315,3.561600000000002,3,2,3,0.125
B-3024,-8.402999999999999,-6.569090201198731,-1.833909798801268,1.833909798801268,0.095473887227577,0.188566282121414,3,0.3223395339269011,0.36572661002674756,0.3360087509993748,0.4373038141515879,In-domain,< -6,True,False,False,High-error + stable,379.3850000000001,5.137100000000003,4,4,4,0.0909090909090909
A-5839,-7.330901470700001,-3.710690455321856,-3.620211015378145,3.620211015378145,0.0,0.0,1,0.10261786480290926,0.3387923124680591,0.42099598274764244,0.46097097942415666,In-domain,< -6,True,False,False,High-error + stable,381.34800000000007,2.2344,3,3,6,0.1111111111111111
