ID,InChIKey,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,PredictedSolubility,Residual,AbsoluteResidual,Name,SMILES,abs_residual,MolWt_diff,MolLogP_diff,TPSA_diff,HBA_diff,HBD_diff,Rotatable_diff,rdkit_valid,has_metal,formal_charge,is_charged,atom_count,heavy_atom_count_rdkit,component_count,is_multicomponent,carbon_count,high_mw_95,high_mw_99,high_logp_95,high_logp_99,large_structure_95,large_structure_99,multicomponent_record,extreme_residual_95,extreme_residual_99,id_occurrences,repeated_id,smiles_occurrences,repeated_smiles,single_component,metal_free,neutral,very_high_mw,very_high_logp,standard_analytical_domain,rdkit_valid_structure,rdkit_molwt,rdkit_mollogp,rdkit_tpsa,rdkit_hbd,rdkit_hba,rdkit_rotatable_bonds,rdkit_heavy_atom_count,rdkit_heteroatom_count,rdkit_aromatic_rings,rdkit_saturated_rings,rdkit_aliphatic_rings,rdkit_ring_count,rdkit_fraction_csp3,rdkit_molmr,rdkit_labute_asa,rdkit_balaban_j,rdkit_bertz_ct,max_fused_aromatic_ring_size,n_fused_aromatic_systems
B-2857,RHIROFAGUQOFLU-UHFFFAOYSA-N,-11.5827,0.0,1,G1,443.7550000000001,8.813199999999998,-5.910236728868933,-5.672463271131068,5.672463271131068,octachlorodibenzofuran,Clc1c(Cl)c(Cl)c2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c23)c1Cl,5.672463271131068,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,21,21,1,False,12,False,False,True,False,False,False,False,True,True,1,False,1.0,False,True,True,True,False,False,True,True,443.7550000000001,8.813199999999998,13.14,0,1,0,21,9,3,0,0,3,0.0,93.8,158.01519126209757,2.734190644844544,852.7686952525269,3,1
B-4428,WCYYQNSQJHPVMG-UHFFFAOYSA-N,-10.9486,0.4807997873913383,3,G5,390.86400000000015,7.505000000000001,-5.27899433911432,-5.669605660885681,5.669605660885681,"1,2,3,4,7,8-hexachlorodibenzo-p-dioxin",Clc1cc2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2cc1Cl,5.669605660885681,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,20,20,1,False,12,False,False,True,False,False,False,False,True,True,1,False,1.0,False,True,True,True,False,False,True,True,390.86400000000015,7.505000000000001,18.46,0,2,0,20,8,2,0,1,3,0.0,83.092,143.52935399233553,2.2269680328348387,681.7030107910092,2,1
A-2317,BBBYRJLYBLPEBL-ZPHPHTNESA-N,-8.9260164319,0.0,1,G1,278.311,3.1073000000000013,-3.339336712131554,-5.586679719768447,5.586679719768447,1-[(E)-2-(2-methoxyphenyl)diazen-1-yl]naphthalen-2-ol,COc1ccccc1N\N=C2/C(=O)C=Cc3ccccc23,5.586679719768447,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,21,21,1,False,17,False,False,False,False,False,False,False,True,True,1,False,1.0,False,True,True,True,False,False,True,True,278.311,3.1073000000000013,50.69,1,4,3,21,4,2,0,1,3,0.0588235294117647,83.63670000000003,122.30816173108435,1.9595082253169287,747.9602572258564,1,2
A-5817,SOYBSGQXDYYMDH-UHFFFAOYSA-N,-8.2650486602,0.0,1,G1,423.4250000000002,0.4816,-2.7746165957031,-5.4904320644969005,5.4904320644969005,"4,11-diamino-2-[3-(2-methoxyethoxy)propyl]-1H-naphtho[2,3-f]isoindole-1,3,5,10(2H)-tetrone",COCCOCCCN1C(=O)c2c(N)c3C(=O)c4ccccc4C(=O)c3c(N)c2C1=O,5.4904320644969005,0.0,0.0,0.0,1.0,0.0,0.0,True,False,0,False,31,31,1,False,22,False,False,False,False,False,False,False,True,True,1,False,1.0,False,True,True,True,False,False,True,True,423.4250000000002,0.4816,143.71,2,8,7,31,9,4,0,0,4,0.2727272727272727,120.53880000000004,174.63814156190614,1.947559944885657,1423.6889256043708,4,1
H-245,LVYBAQIVPKCOEE-UHFFFAOYSA-N,-10.66,0.0199999999999995,2,G3,374.86500000000007,7.5064,-5.234797860081335,-5.425202139918666,5.425202139918666,"1,2,3,4,7,8-Hexachlorodibenzofuran  ",ClC1=C(Cl)C=C2C(=C1)OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C21,5.425202139918666,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,19,19,1,False,12,False,False,True,False,False,False,False,True,True,1,False,1.0,False,True,True,True,False,False,True,True,374.86500000000007,7.5064,13.14,0,1,0,19,7,3,0,0,3,0.0,83.78000000000002,137.40865880833422,2.6263703863675003,835.6989004553219,3,1
A-6091,DGUZPEZCWQVQGW-NKFKGCMQSA-N,-8.782716219400001,0.0,1,G1,424.43800000000016,2.06088,-3.361043970162028,-5.421672249237973,5.421672249237973,"3-{2-[(3Z)-5-cyano-1,4-dimethyl-2,6-dioxo-1,2,3,6-tetrahydropyridin-3-ylidene]hydrazin-1-yl}phenyl benzenesulfonate",CN1C(=O)C(=N/Nc2cccc(O[S](=O)(=O)c3ccccc3)c2)\C(=C(C#N)C1=O)C,5.421672249237973,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,30,30,1,False,20,False,False,False,False,False,False,False,True,True,1,False,1.0,False,True,True,True,False,False,True,True,424.43800000000016,2.06088,128.92999999999998,1,8,5,30,10,2,0,1,3,0.1,107.84550000000004,172.55132578383464,1.85590489101779,1227.3431828742407,1,2
B-1492,DAJYZXUXDOSMCG-UHFFFAOYSA-N,0.2956,0.0,1,G1,506.2550000000003,5.687600000000006,-4.929898330933082,5.225498330933083,5.225498330933083,hexaethyl tetraphosphate,CCO[P](=O)(OCC)O[P](=O)(OCC)O[P](=O)(OCC)O[P](=O)(OCC)OCC,5.225498330933083,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,29,29,1,False,12,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,506.2550000000003,5.687600000000006,151.35,0,13,18,29,17,0,0,0,0,1.0,103.43700000000008,170.9739640496545,5.88708098496001,579.7057510019242,0,0
B-1423,YCOZIPAWZNQLMR-UHFFFAOYSA-N,-9.4464,0.0,1,G1,212.421,6.097500000000006,-4.2601659927743984,-5.186234007225602,5.186234007225602,n-pentadecane,CCCCCCCCCCCCCCC,5.186234007225602,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,15,15,1,False,15,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,212.42099999999996,6.097500000000006,0.0,0,0,12,15,0,0,0,0,0,1.0,71.36900000000007,97.84844062938208,2.8079257388805243,84.2114326716684,0,0
G-117,ONXPZLFXDMAPRO-UHFFFAOYSA-N,-11.6,0.3692942939656057,3,G5,498.66200000000026,9.8876,-6.460716571132442,-5.139283428867557,5.139283428867557,"2,2',3,3',4,4',5,5',6,6'-PCB",Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,5.139283428867557,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0.0,True,False,0,False,22,22,1,False,12,False,False,True,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,498.66200000000026,9.8876,0.0,0,0,1,22,10,2,0,0,2,0.0,101.978,175.52115959437774,3.026914071477952,669.959813936206,1,2
A-5964,VNRWTCZXQWOWIG-UHFFFAOYSA-N,-9.4071737246,0.0,1,G1,384.8460000000002,4.828000000000005,-4.272935158975511,-5.134238565624489,5.134238565624489,tetratrimethylsilyl silicate,C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,5.134238565624489,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,21,21,1,False,12,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,384.8460000000002,4.828000000000005,36.92,0,4,8,21,9,0,0,0,0,1.0,103.47800000000008,137.0993596623713,5.695722146514495,266.0080735786517,0,0
A-5820,BUGBHKTXTAQXES-UHFFFAOYSA-N,-6.5751878449,0.0,1,G1,78.96,-0.3808,-1.4932243291182374,-5.081963515781763,5.081963515781763,hydrogen selenide,[Se],5.081963515781763,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,1,1,1,False,0,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,78.96,-0.3808,0.0,0,0,0,1,1,0,0,0,0,0.0,5.754,17.964098032124472,0.0,0.0,0,0
C-2439,JEYJJJXOFWNEHN-UHFFFAOYSA-N,-10.3,0.0149999999999996,2,G3,374.865,7.5064,-5.234797860081335,-5.065202139918666,5.065202139918666,"1,2,3,6,7,8-hexachlorodibenzofuran",ClC1=CC2=C(C(=C1Cl)Cl)C3=C(O2)C(=C(Cl)C(=C3)Cl)Cl,5.065202139918666,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,19,19,1,False,12,False,False,True,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,374.865,7.5064,13.14,0,1,0,19,7,3,0,0,3,0.0,83.77999999999999,137.40865880833422,2.620539563600211,835.6989004553219,3,1
A-2783,PZNSFCLAULLKQX-UHFFFAOYSA-N,-6.394784279,0.0,1,G1,24.819,-0.36572,-1.3474842301314076,-5.047300048868592,5.047300048868592,nitriloborane,B#N,5.047300048868592,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,True,False,0,False,2,2,1,False,0,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,24.819,-0.36572,23.79,0,1,0,2,2,0,0,0,0,0.0,7.478999999999999,13.910622059767006,3.0,6.754887502163469,0,0
A-5996,LEKRPRXZDBMCCI-UHFFFAOYSA-N,-6.4891402338,0.0,1,G1,302.2500000000001,-1.9810799999999995,-1.5259162628012966,-4.963223970998703,4.963223970998703,"5-[(E)-2-(6-methyl-2-oxo-2,3-dihydro-1H-1,3-benzodiazol-5-yl)diazen-1-yl]-1,3-diazinane-2,4,6-trione",CC1=CC2=NC(=O)N=C2C=C1NNC3C(=O)NC(=O)NC3=O,4.963223970998703,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,22,22,1,False,12,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,302.2500000000001,-1.9810799999999995,141.11999999999998,4,6,3,22,10,1,1,2,3,0.1666666666666666,71.1148,122.21571162538064,1.795529858704868,825.9078337986765,1,1
A-2714,ITJIINAVMOBHSF-UHFFFAOYSA-N,-6.8304564999,0.0,1,G1,338.39700000000005,-1.3292999999999988,-1.8677937840248464,-4.962662715875154,4.962662715875154,"Fatty acids, C5-9, hexaesters with dipentaerythritol",CCCCC(=O)OCC(CO)(CO)COCC(CO)(CO)CO,4.962662715875154,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,23,23,1,False,15,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,338.39700000000005,-1.3292999999999988,136.68,5,8,14,23,8,0,0,0,0,0.9333333333333332,81.59800000000003,136.20822194941965,4.503552654341574,304.33407479267936,0,0
A-6085,DYALWCKAJBVSBZ-UHFFFAOYSA-N,-8.6461429905,0.0,1,G1,376.3240000000001,3.525000000000001,-3.767616323949029,-4.878526666550971,4.878526666550971,"1,8-dihydroxy-4-nitro-5-(phenylamino)-9,10-dihydroanthracene-9,10-dione",Oc1ccc(Nc2ccccc2)c3C(=O)c4c(c(O)ccc4[N+]([O-])=O)C(=O)c13,4.878526666550971,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,True,False,0,False,28,28,1,False,20,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,376.3240000000001,3.525000000000001,129.77,3,7,3,28,8,3,0,1,4,0.0,99.45770000000005,157.3839942174764,1.9874650818223392,1171.058588435388,2,2
A-6072,FQUSDVWAPHUPRQ-UHFFFAOYSA-N,-8.7052973925,0.0,1,G1,507.33800000000025,2.7228,-3.8373333160946537,-4.867964076405347,4.867964076405347,2-[(E)-2-(3-chloro-4-{3-chloro-4-[(E)-2-[1-(hydrazinecarbonyl)-2-oxopropyl]diazen-1-yl]phenyl}phenyl)diazen-1-yl]-3-oxobutanehydrazide,CC(=O)C(N=Nc1ccc(c(Cl)c1)c2ccc(N=NC(C(C)=O)C(=O)NN)c(Cl)c2)C(=O)NN,4.867964076405347,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,34,34,1,False,20,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,507.33800000000025,2.7228,193.82,4,10,9,34,14,2,0,0,2,0.2,124.52820000000004,203.27398858536188,2.276510746477463,1185.158613805576,1,2
A-2282,GZSOSUNBTXMUFQ-YFAPSIMESA-N,-7.505541952200001,0.0,1,G1,608.5490000000003,-1.0897000000000006,-2.711351691118788,-4.794190261081212,4.794190261081212,"5-hydroxy-2-(3-hydroxy-4-methoxyphenyl)-7-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-4H-chromen-4-one",COc1ccc(cc1O)C2=CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2,4.794190261081212,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,43,43,1,False,28,True,False,False,False,True,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,608.5490000000003,-1.0897000000000006,238.2,8,15,7,43,15,3,2,2,5,0.4642857142857143,143.4184,242.7906821265489,1.3618119207500037,1507.4920760905115,2,2
A-2607,HQVNEWCFYHHQES-UHFFFAOYSA-N,-5.6698930776,0.0,1,G1,140.286,-2.4172,-0.9121003149909614,-4.757792762609039,4.757792762609039,Silicon nitride,N12[Si]34N5[Si]16N3[Si]25N46,4.757792762609039,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,True,False,0,False,7,7,1,False,0,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,140.286,-2.4172,12.96,0,4,0,7,7,0,13,13,13,0.0,24.617999999999995,42.48102800738141,2.424366106925305,183.23183265413536,0,0
A-2918,YVSNOTITPICPTB-UHFFFAOYSA-N,2.1376816201,0.0,1,G1,172.26799999999994,1.9625,-2.6199274206772287,4.757609040777229,4.757609040777229,4-methyl-2-(2-methylpropyl)oxan-4-ol,CC(C)CC1CC(C)(O)CCO1,4.757609040777229,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,12,12,1,False,10,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,172.26799999999994,1.9625,29.46,1,2,2,12,2,0,1,1,1,1.0,49.052800000000026,74.92567788557268,2.3602381863059883,140.7740056622918,0,0
A-5604,FVZVCSNXTFCBQU-UHFFFAOYSA-N,-6.566718008,0.0,1,G1,30.974,0.8612,-1.818073720983589,-4.74864428701641,4.74864428701641,phosphane,[P],4.74864428701641,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,1,1,1,False,0,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,30.974,0.8612,0.0,0,0,0,1,1,0,0,0,0,0.0,6.92,11.119309055818563,0.0,0.0,0,0
C-1500,YHUPMPHVHYBYJE-UHFFFAOYSA-N,-10.6,0.0,1,G1,445.771,8.7061,-5.876294026694259,-4.723705973305741,4.723705973305741,"2,2',3,3',4,4',5,6-octachlorodiphenyl  ether",ClC1=C(Cl)C(=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1)Cl,4.723705973305741,5.684341886080804e-14,0.0,0.0,0.0,0.0,0.0,True,False,0,False,21,21,1,False,12,False,False,True,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,445.771,8.7061,9.23,0,1,2,21,9,2,0,0,2,0.0,93.03799999999998,160.0281723701212,2.580101657906713,698.9229701386387,1,2
A-5786,FGBJXOREULPLGL-UHFFFAOYSA-N,-6.717139790499999,0.0,1,G1,125.127,0.6292800000000001,-1.995509347832002,-4.721630442667998,4.721630442667998,ethyl 2-cyanoprop-2-enoate,CCOC(=O)C(=C)C#N,4.721630442667998,0.0,0.0,0.0,0.0,0.0,0.0,True,False,0,False,9,9,1,False,6,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,125.127,0.6292800000000001,50.09,0,3,2,9,3,0,0,0,0,0.3333333333333333,31.385999999999992,53.54200557864768,3.7805908866432745,166.38689879982144,0,0
B-2388,RTLULCVBFCRQKI-UHFFFAOYSA-N,0.1956,0.0,1,G1,637.4390000000003,3.5166000000000013,-4.494273513181256,4.689873513181256,4.689873513181256,procion blue mx-r,Nc1c(cc(Nc2ccc(c(Nc3nc(Cl)nc(Cl)n3)c2)[S](O)(=O)=O)c4C(=O)c5ccccc5C(=O)c14)[S](O)(=O)=O,4.689873513181256,0.0,0.0,2.8421709430404014e-14,0.0,0.0,0.0,True,False,0,False,41,41,1,False,23,True,False,False,False,True,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,637.4390000000003,3.5166000000000013,231.63,5,12,6,41,18,4,0,1,5,0.0,146.64499999999998,240.6121464939536,1.693007776680374,2018.0325532761683,2,3
A-1490,BAPRPWHVXHPSHD-UHFFFAOYSA-N,1.5823133383,0.0,1,G1,500.65800000000047,0.7696000000000052,-3.0968920524102668,4.679205390710267,4.679205390710267,"9-[2-(2-methoxyethoxy)ethoxy]-9-[3-(oxiran-2-ylmethoxy)propyl]-2,5,8,10,13,16-hexaoxa-9-silaheptadecane",COCCOCCO[Si](CCCOCC1CO1)(OCCOCCOC)OCCOCCOC,4.679205390710267,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,True,False,0,False,33,33,1,False,21,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,500.65800000000047,0.7696000000000052,104.83000000000004,0,11,27,33,12,0,1,1,1,1.0,121.6780000000001,199.0322325189101,2.515397303134452,374.8781537925359,0,0
A-2284,WBCXRDHKXHADQF-UHFFFAOYSA-N,-7.323792769,0.4286662482000003,2,G3,379.3720000000002,0.4649999999999996,-2.6453635167443537,-4.678429252255646,4.678429252255646,"4,11-diamino-2-(3-methoxypropyl)-1H,2H,3H,5H,10H-naphtho[2,3-f]isoindole-1,3,5,10-tetrone",COCCCN1C(=O)c2c(N)c3C(=O)c4ccccc4C(=O)c3c(N)c2C1=O,4.678429252255646,0.0,0.0,0.0,1.0,0.0,0.0,True,False,0,False,28,28,1,False,20,False,False,False,False,False,False,False,True,False,1,False,1.0,False,True,True,True,False,False,True,True,379.3720000000002,0.4649999999999996,134.48,2,7,4,28,8,4,0,0,4,0.2,109.71980000000006,156.79471210360603,2.2475277234697733,1370.536182552026,4,1
