ID,observed_solubility,mean_prediction,residual,absolute_error,prediction_sd,prediction_range,nearest_neighbor_distance,mean_knn_distance,maximum_knn_distance,applicability_domain,failure_mode,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3
A-4914,-2.8690757364,-1.5412470203174113,-1.3278287160825888,1.3278287160825888,0.2413749257944609,0.4312134558554266,0.8200790007919363,1.1399851037081825,1.3105769989322278,Out-of-domain,High-error + high-uncertainty,105.782,0.1563999999999998,3,0,0,0.0
C-334,-2.32,-4.426174027560722,2.1061740275607224,2.1061740275607224,0.1619687853888405,0.3209363374131824,0.8467455500241312,1.1350745350103235,1.2651351310415044,Out-of-domain,High-error + high-uncertainty,350.50300000000016,3.7680000000000025,4,0,9,0.9
B-2190,-2.8126,-4.073172400891432,1.2605724008914314,1.2605724008914314,0.3293032618528396,0.7140968411957505,0.9592690340186074,1.1320455925072361,1.3175153358041236,Out-of-domain,High-error + high-uncertainty,452.6400000000004,2.706400000000001,1,0,0,0.8333333333333334
A-1294,-3.4001753553,-5.157040645080416,1.756865289780416,1.756865289780416,0.2611777446486529,0.4804192574351811,0.8478200310208807,1.1226572840150761,1.3580787035099895,Out-of-domain,High-error + high-uncertainty,582.993,5.721400000000005,0,0,20,1.0
A-2569,-5.724958731699999,-7.462466880453668,1.737508148753669,1.737508148753669,0.2397861388782364,0.4762911248146455,0.9348005641484396,1.1093038059977336,1.4041397084141582,Out-of-domain,High-error + high-uncertainty,530.8340000000004,10.333999999999994,1,1,24,0.7647058823529411
C-2345,-5.85,-3.926453350360594,-1.9235466496394058,1.9235466496394058,0.2755920251866843,0.5510469305725891,1.0394689362365637,1.097900587563164,1.1607844984668507,Out-of-domain,High-error + high-uncertainty,356.4700000000002,2.7840000000000007,6,2,5,0.75
C-1523,-6.24,-7.40166942881128,1.1616694288112797,1.1616694288112797,0.3968236987902008,0.561193456700158,0.9306040902882617,1.0854012545730694,1.273806531194873,Out-of-domain,High-error + high-uncertainty,473.40700000000015,7.489800000000006,5,3,4,0.1111111111111111
A-2751,-7.2023327624,-5.776444275226371,-1.425888487173629,1.425888487173629,0.5430101725239651,0.7679323504899456,0.6194045048893339,1.0443216553744472,1.2323877940965227,Out-of-domain,High-error + high-uncertainty,382.42300000000006,4.464980000000003,5,5,3,0.1739130434782608
A-4449,-0.6984761494,-7.357775264440619,6.659299115040619,6.659299115040619,0.288427605589408,0.513207368702453,0.6997995011112282,1.0422483576167336,1.20589195881974,Out-of-domain,High-error + high-uncertainty,596.7710000000004,6.205800000000007,4,4,11,0.2903225806451613
C-2507,-1.23,-3.0728926501241887,1.8428926501241887,1.8428926501241887,0.1615108410806458,0.2851122371132017,0.7622025516231489,1.0394964702514344,1.1589685061406902,Out-of-domain,High-error + high-uncertainty,434.2830000000001,-1.6983999999999997,1,1,6,0.2
B-3126,-6.8395,-8.120848212260887,1.2813482122608866,1.2813482122608866,0.2583497090668893,0.4699478602725335,0.9747890594483791,1.0359023447707165,1.0788455631336675,Out-of-domain,High-error + high-uncertainty,483.77900000000005,6.636000000000001,3,3,0,0.0
B-944,-2.3208,-3.9435722592383193,1.6227722592383191,1.6227722592383191,0.4580393117994232,0.8889721807304802,0.38263850335327115,1.00234058105512,1.5637656880663662,Out-of-domain,High-error + high-uncertainty,627.9420000000002,2.793100000000001,1,1,4,0.25
A-6094,-9.2047594175,-6.052259174469897,-3.1525002430301035,3.1525002430301035,0.3314620831615237,0.5905792948976174,0.6787991412234885,1.0007465863200202,1.248297075902387,Out-of-domain,High-error + high-uncertainty,640.9430000000001,9.011200000000004,0,0,28,0.8918918918918919
A-2032,-5.6941064111,-7.362324782869273,1.6682183717692727,1.6682183717692727,0.4957800045666108,0.7011388064114961,0.34628784945995955,1.0003262343397916,1.2387867567520878,Out-of-domain,High-error + high-uncertainty,543.875,6.4737000000000045,2,2,2,0.2
A-6042,-7.214642713,-5.370398420772217,-1.844244292227783,1.844244292227783,0.9992975948400006,1.4132202114695431,0.9052097778661601,0.9976242081903548,1.061094020499221,Out-of-domain,High-error + high-uncertainty,306.5379999999999,6.823600000000007,1,1,16,0.85
B-291,-3.6478,-2.391509260079288,-1.2562907399207122,1.2562907399207122,0.183415316651458,0.4045963423576939,0.9146312673554335,0.977034701526887,1.0448393808200975,Out-of-domain,High-error + high-uncertainty,376.36900000000014,-1.7235599999999989,3,1,5,0.4117647058823529
A-2596,-5.7715452251,-7.417869906691043,1.646324681591043,1.646324681591043,0.1617984028420993,0.2844721656491318,0.46472620113719865,0.976190735113985,1.4855255094734792,Out-of-domain,High-error + high-uncertainty,472.7540000000004,9.059960000000004,2,1,13,0.7741935483870968
A-5552,-7.602120788300001,-6.412796141707016,-1.1893246465929845,1.1893246465929845,0.3337361379834618,0.4719741725902304,0.7571281644309567,0.9646083133659845,1.1721750250487468,Out-of-domain,High-error + high-uncertainty,400.0559999999999,5.082400000000002,1,0,0,1.0
B-696,0.0985,-2.8974569118229376,2.9959569118229377,2.9959569118229377,0.2048388755307594,0.4334838057380099,0.5511144497033464,0.9523724056667197,1.2359260631968367,Out-of-domain,High-error + high-uncertainty,398.5480000000003,2.095000000000001,2,0,9,0.9
A-3068,-5.1490404299,-8.014511599463232,2.8654711695632313,2.8654711695632313,1.4233141528165822,2.778838661821231,0.693359875762404,0.9486404025794476,1.1009136305825886,Out-of-domain,High-error + high-uncertainty,422.8260000000003,11.08439999999999,0,0,21,1.0
A-3146,0.7924026819,-1.1029749073483635,1.8953775892483633,1.8953775892483633,0.9445890389922288,1.806487762186116,0.7507385662339205,0.9426828140521867,1.2833685708198392,Out-of-domain,High-error + high-uncertainty,140.19,-1.0197999999999992,4,0,0,1.0
A-2685,-6.9058735609,-3.3513028003866068,-3.554570760513393,3.554570760513393,0.2410630163713642,0.431717760385546,0.8654666784431034,0.934297765912673,1.0212668850728936,Out-of-domain,High-error + high-uncertainty,402.57200000000006,3.492400000000002,1,0,17,0.9545454545454546
A-2802,-9.1518109699,-7.122521682012563,-2.029289287887437,2.029289287887437,0.181628548774857,0.256861556991546,0.6938806041316012,0.92729732364357,1.094043815140353,Out-of-domain,High-error + high-uncertainty,425.5320000000001,6.537300000000006,4,4,9,0.2222222222222222
A-5459,-3.3549684893,-6.396961194136144,3.0419927048361437,3.0419927048361437,0.2393762796308202,0.4678272897757711,0.7954422843317066,0.9181827962439707,1.0715462951478993,Out-of-domain,High-error + high-uncertainty,226.44799999999995,5.911200000000006,0,0,4,1.0
B-3281,-1.2891,-3.813599538314581,2.524499538314581,2.524499538314581,0.2082192356423508,0.3979653561734126,0.4088139358642978,0.9069360565252669,1.1027461583444802,Out-of-domain,High-error + high-uncertainty,402.751,2.5050000000000003,0,0,1,0.0
A-2798,-8.6167666964,-7.129399643692561,-1.4873670527074383,1.4873670527074383,0.1664798241789153,0.4443717655703727,0.6997995011112282,0.8991222866091965,1.0994454070351503,Out-of-domain,High-error + high-uncertainty,620.6660000000002,6.730800000000007,4,4,13,0.1764705882352941
A-5928,-8.2900385416,-6.613906792161292,-1.6761317494387074,1.6761317494387074,0.2014876286375026,0.4003878529352036,0.8580463141292364,0.8921766448000659,0.9368789242410639,Out-of-domain,High-error + high-uncertainty,331.5030000000001,7.192700000000007,3,3,4,0.3333333333333333
A-4305,-1.3016357757,-2.492751513365318,1.1911157376653179,1.1911157376653179,0.7924729471563917,1.45771314624404,0.7531809598460144,0.8781326467362808,0.9971752390211944,Out-of-domain,High-error + high-uncertainty,336.4690000000001,2.643700000000001,0,0,20,1.0
B-2536,-0.5911,-1.9664413520974107,1.3753413520974107,1.3753413520974107,0.3639695904532121,0.6460199811634586,0.19866617711350804,0.8743709857407825,1.2674522405857647,Out-of-domain,High-error + high-uncertainty,390.3850000000001,-2.1507999999999976,3,0,4,0.8235294117647058
A-5909,-6.672808805599999,-4.891677971873614,-1.781130833726385,1.781130833726385,0.2209077172376752,0.6563816866958048,0.4505774340575967,0.8730371902938089,1.0469034662776397,Out-of-domain,High-error + high-uncertainty,499.4870000000002,2.8873999999999995,4,4,8,0.08
A-2335,-4.8251168095,-0.7788035614982066,-4.046313248001793,4.046313248001793,0.6706503854718717,1.238315340454793,0.7424780864642218,0.86791840967266,1.0476000220136237,Out-of-domain,High-error + high-uncertainty,296.156,-2.195199999999998,1,0,4,1.0
A-2714,-6.8304564999,-1.3193583723309539,-5.5110981275690465,5.5110981275690465,0.7867891291046472,1.5213712348512358,0.5942622647822934,0.8666249187703003,1.0804057859898073,Out-of-domain,High-error + high-uncertainty,338.39700000000005,-1.3292999999999988,0,0,14,0.9333333333333332
C-2503,-2.01,-5.11766022623103,3.1076602262310304,3.1076602262310304,0.2706463146513637,0.5402378846757347,0.38263850335327115,0.8614156035086069,1.3663535756044947,Out-of-domain,High-error + high-uncertainty,613.9150000000001,3.1154,1,1,3,0.1818181818181818
A-5811,-8.2701498682,-7.140049068287472,-1.1301007999125288,1.1301007999125288,0.2013171924571477,0.4026155291967752,0.2044835122199705,0.8604493905626786,1.068359035865773,Out-of-domain,High-error + high-uncertainty,530.8780000000003,10.724499999999992,1,1,20,0.8
B-960,-1.3269,-4.758927157818847,3.4320271578188466,3.4320271578188466,0.1812557090017348,0.2563342819278045,0.6973319261093686,0.857755396809254,0.911547556499845,Out-of-domain,High-error + high-uncertainty,354.4940000000001,3.7264000000000026,5,1,2,0.6818181818181818
A-2565,-5.5936426625,-7.096119330984617,1.5024766684846176,1.5024766684846176,0.1696884865136843,0.2399757590062163,0.3285636188115327,0.8539930839411909,1.4847362086857063,Out-of-domain,High-error + high-uncertainty,392.3220000000002,4.358400000000002,7,5,0,0.0
B-4371,-2.0061,-5.9632263348394305,3.9571263348394305,3.9571263348394305,0.1611020536401494,0.283636596520167,0.6531070392757188,0.8511148919109355,1.2021383139294606,Out-of-domain,High-error + high-uncertainty,552.6580000000001,4.7458,1,1,1,0.0
A-2145,-5.9980085438,-3.9254467823614196,-2.0725617614385805,2.0725617614385805,0.1952192484049157,0.468170928180291,0.7043575521881847,0.8297301993713511,0.895777896150611,Out-of-domain,High-error + high-uncertainty,358.3530000000001,2.1362,4,2,4,0.0476190476190476
C-1515,-6.33,-3.750310767278547,-2.579689232721453,2.579689232721453,0.4012429920314446,0.5674432811380288,0.7260658470422808,0.8257039798428794,0.9016190753201138,Out-of-domain,High-error + high-uncertainty,296.332,2.1513400000000003,3,1,0,0.0
B-3495,-5.5186,-6.783003363594635,1.264403363594635,1.264403363594635,0.150504217727539,0.3443933125547662,0.34628784945995955,0.8254160083954734,0.9867476512811354,Out-of-domain,High-error + high-uncertainty,528.066,6.146220000000002,2,2,3,0.2307692307692307
B-751,-1.9582,0.5398286663449591,-2.498028666344959,2.498028666344959,0.2616504879509915,0.4969241939008761,0.6671258601946964,0.8248967780738632,1.0391644997649832,Out-of-domain,High-error + high-uncertainty,254.27899999999997,-3.070399999999999,0,0,10,1.0
B-2857,-11.5827,-9.863077540354276,-1.7196224596457252,1.7196224596457252,1.111511737936978,2.181106631747012,0.4327869492964811,0.824644567720185,1.006316700450671,Out-of-domain,High-error + high-uncertainty,443.7550000000001,8.813199999999998,3,3,0,0.0
C-2571,-8.65,-7.300502059869732,-1.3494979401302682,1.3494979401302682,0.288349620364092,0.4077879438240321,0.4327869492964797,0.8236282356830962,1.1870686772120294,Out-of-domain,High-error + high-uncertainty,540.6590000000001,7.093000000000002,3,3,4,0.05
A-3195,-1.4062217243,-3.3227852387580525,1.9165635144580526,1.9165635144580526,0.3668970333927407,0.6579336516489098,0.7070085083069746,0.8228921501388233,0.9801514528047621,Out-of-domain,High-error + high-uncertainty,218.11999999999995,-0.5045999999999998,3,3,0,0.0
A-5106,-7.763261261599999,-6.04009450985296,-1.7231667517470397,1.7231667517470397,0.1637331365006187,0.2315536222490601,0.6572466523309554,0.8188651799145632,0.9834452309116408,Out-of-domain,High-error + high-uncertainty,476.57700000000034,5.146400000000004,4,2,4,0.4074074074074074
A-2016,-5.517335043099999,-7.519898875048105,2.0025638319481054,2.0025638319481054,0.3109041239970756,0.647413720149677,0.5522711268842211,0.8181745588208086,0.9781135475705895,Out-of-domain,High-error + high-uncertainty,424.5460000000001,6.764400000000005,5,4,4,0.0
C-1094,-3.81,-5.910997683357057,2.100997683357057,2.100997683357057,0.1617446379260438,0.3214697667367465,0.5258202681079684,0.8119647313275518,0.9724064840384076,Out-of-domain,High-error + high-uncertainty,286.459,5.510300000000005,1,0,5,0.5
A-5854,-7.255740326000001,-4.888310482034852,-2.367429843965149,2.367429843965149,0.16558193062098,0.4034987754361872,0.5685104550105545,0.8056306368602865,0.9113500349321251,Out-of-domain,High-error + high-uncertainty,270.291,3.8919000000000015,5,3,0,0.0
A-5998,-7.7185099927,-6.352809616338202,-1.3657003763617972,1.3657003763617972,0.4878738319142502,0.8933513647101954,0.3285636188115327,0.8050319285487936,1.363026600286834,Out-of-domain,High-error + high-uncertainty,418.4080000000002,4.188800000000003,7,5,0,0.0769230769230769
B-4424,-12.0605,-9.98878443404161,-2.071715565958389,2.071715565958389,1.1644847819540602,2.487200867633936,0.4327869492964808,0.8039712324479179,0.9071651047833824,Out-of-domain,High-error + high-uncertainty,459.75400000000025,8.8118,3,2,0,0.0
B-2922,-3.3105,-5.854521236249806,2.5440212362498054,2.5440212362498054,0.2862339261171825,0.404795900326218,0.596289813550855,0.797751356238999,0.8866344269361935,Out-of-domain,High-error + high-uncertainty,347.48000000000013,5.863000000000006,1,0,13,1.0
A-2474,-5.0625368604,-2.5042503615855156,-2.5582864988144842,2.5582864988144842,0.1928803181709612,0.3535580463157792,0.6940146749836388,0.7976792135978201,0.8522167395301776,Out-of-domain,High-error + high-uncertainty,346.46400000000006,1.931999999999999,1,0,13,0.9444444444444444
