ID,SMILES,scaffold,Solubility,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3,repetition,seed,predicted_solubility,residual,absolute_error,squared_error,prediction_error_direction,train_size,test_size,test_scaffold_count,observed_solubility_region,predicted_solubility_region
B-2388,Nc1c(cc(Nc2ccc(c(Nc3nc(Cl)nc(Cl)n3)c2)[S](O)(=O)=O)c4C(=O)c5ccccc5C(=O)c14)[S](O)(=O)=O,O=C1c2ccccc2C(=O)c2c(Nc3cccc(Nc4ncncn4)c3)cccc21,0.1956,637.4390000000003,3.5166000000000013,5,4,6,0.0,1,100,-5.185292689855088,5.380892689855088,5.380892689855088,28.954006139735924,underprediction,6912,1731,602,0 to < 2,-6 to < -4
A-4449,CCN(CC)c1ccc(cc1)C(c2ccc(cc2)N(CC)CC)c3c4cc(ccc4ccc3[S](O)(=O)=O)[S](O)(=O)=O,c1ccc(C(c2ccccc2)c2cccc3ccccc23)cc1,-0.6984761494,596.7710000000004,6.205800000000007,4,4,11,0.2903225806451613,1,100,-7.205700577336265,6.507224427936265,6.507224427936265,42.34396975553045,underprediction,6912,1731,602,-2 to < 0,< -6
B-861,c1ccc2c(c1)c3ccc4ccc5cccc6cc2c3c4c56,c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,-9.1627,276.338,6.2314000000000025,6,5,0,0.0,1,100,-7.9144669728111445,-1.2482330271888546,1.2482330271888546,1.558085690165052,overprediction,6912,1731,602,< -6,< -6
B-4423,Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,c1ccc2c(c1)Oc1ccccc1O2,-9.2068,321.97400000000005,6.198200000000001,3,2,0,0.0,1,100,-7.685390784696208,-1.521409215303791,1.521409215303791,2.3146860004112972,overprediction,6912,1731,602,< -6,< -6
A-216,CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12,O=C1c2ccccc2C(=O)c2ccccc21,-7.6382805905,291.31,2.3476800000000004,3,2,2,0.1176470588235294,1,100,-3.845074357540854,-3.793206232959146,3.793206232959146,14.388413525760114,overprediction,6912,1731,602,< -6,-4 to < -2
B-3430,CC(C)(COCc1cccc(Oc2ccccc2)c1)c3ccc(OC(F)(F)Br)cc3,c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1,-9.9799,477.3450000000001,7.297300000000005,3,3,9,0.25,1,100,-7.626586205807627,-2.353313794192374,2.353313794192374,5.5380858139361075,overprediction,6912,1731,602,< -6,< -6
B-4430,Clc1ccc2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2c1,c1ccc2c(c1)Oc1ccccc1O2,-9.4728,356.4190000000001,6.851600000000001,3,2,0,0.0,1,100,-7.794814056016446,-1.6779859439835532,1.6779859439835532,2.815636828206376,overprediction,6912,1731,602,< -6,< -6
B-1886,Nc1ccc(N)c2C(=O)c3c(N)ccc(N)c3C(=O)c12,O=C1c2ccccc2C(=O)c2ccccc21,-6.9515,268.276,0.7908000000000002,3,2,0,0.0,1,100,-2.853163579527365,-4.098336420472635,4.098336420472635,16.796361415372452,overprediction,6912,1731,602,< -6,-4 to < -2
B-4426,Clc1cc(Cl)c2Oc3cc(Cl)cc(Cl)c3Oc2c1,c1ccc2c(c1)Oc1ccccc1O2,-9.0027,321.97400000000005,6.198200000000002,3,2,0,0.0,1,100,-7.685390784696208,-1.3173092153037924,1.3173092153037924,1.7353035687242933,overprediction,6912,1731,602,< -6,< -6
H-517,ClC1=C(Cl)C(Cl)=C(Cl)C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)=C1,c1ccc(Oc2ccccc2)cc1,-10.55,480.2160000000002,9.3595,2,2,2,0.0,1,100,-8.564932039523615,-1.9850679604763855,1.9850679604763855,3.9404948077098765,overprediction,6912,1731,602,< -6,< -6
A-5759,COc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(cc4)C(N)=O)/C2=O,O=C(Nc1ccccc1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-8.1667842337,440.4590000000002,3.2151,4,3,6,0.04,1,100,-5.076485456606049,-3.0902987770939507,3.0902987770939507,9.549946531708368,overprediction,6912,1731,602,< -6,-6 to < -4
A-5750,CN[S](=O)(=O)c1cc(OC)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)cc1C,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-8.2171679788,560.5920000000001,2.50232,5,4,7,0.1111111111111111,1,100,-4.519645671662119,-3.6975223071378798,3.6975223071378798,13.671671211782229,overprediction,6912,1731,602,< -6,-6 to < -4
B-868,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.4989,252.316,5.640400000000003,5,4,0,0.0,1,100,-7.056758442888867,-1.4421415571111336,1.4421415571111336,2.079772270746925,overprediction,6912,1731,602,< -6,< -6
B-4432,Clc1ccc2Oc3c(Cl)c(Cl)c(Cl)cc3Oc2c1,c1ccc2c(c1)Oc1ccccc1O2,-8.8744,321.97400000000005,6.198200000000002,3,2,0,0.0,1,100,-7.685390784696208,-1.1890092153037912,1.1890092153037912,1.4137429140773374,overprediction,6912,1731,602,< -6,< -6
A-5267,CCCC(CCC)CCCC1COCCN1CCO,C1COCCN1,0.9642581623,271.44499999999994,3.0662000000000016,1,0,10,1.0,1,100,-3.1503373157127164,4.114595478012716,4.114595478012716,16.92989594768269,underprediction,6912,1731,602,0 to < 2,-4 to < -2
B-3020,Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,c1ccc2c(c1)oc1ccccc12,-9.1609,340.4200000000001,6.853,3,3,0,0.0,1,100,-7.794814056016446,-1.3660859439835535,1.3660859439835535,1.8661908063494366,overprediction,6912,1731,602,< -6,< -6
A-6010,CCOC(=O)C(C#N)=C(c1ccccc1)c2ccccc2,C=C(c1ccccc1)c1ccccc1,-7.7440158853,277.32300000000004,3.5751800000000022,2,2,4,0.1111111111111111,1,100,-4.5964083635346675,-3.147607521765332,3.147607521765332,9.907433111073695,overprediction,6912,1731,602,< -6,-6 to < -4
C-2427,ClC1=CC(=C(Cl)C(=C1Cl)Cl)OC2=CC(=C(Cl)C(=C2Cl)Cl)Cl,c1ccc(Oc2ccccc2)cc1,-10.1,445.771,8.7061,2,2,2,0.0,1,100,-8.42832374629579,-1.6716762537042094,1.6716762537042094,2.79450149719854,overprediction,6912,1731,602,< -6,< -6
C-1501,ClC1=C(Cl)C(=C(Cl)C(=C1)Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,c1ccc(Oc2ccccc2)cc1,-10.1,445.7710000000001,8.7061,2,2,2,0.0,1,100,-8.42832374629579,-1.6716762537042094,1.6716762537042094,2.79450149719854,overprediction,6912,1731,602,< -6,< -6
C-1499,ClC1=C(Cl)C=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C(=C1)Cl,c1ccc(Oc2ccccc2)cc1,-10.1,445.7710000000001,8.7061,2,2,2,0.0,1,100,-8.42832374629579,-1.6716762537042094,1.6716762537042094,2.79450149719854,overprediction,6912,1731,602,< -6,< -6
B-1830,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,c1ccc2ccccc2c1,-9.703,403.734,8.067,2,2,0,0.0,1,100,-10.000591553049295,0.29759155304929585,0.29759155304929585,0.08856073244629187,underprediction,6912,1731,602,< -6,< -6
C-2526,FC1=CC=C(C=C1)C([N]2C=CN=C2)(C3=CC=CC=C3)C4=C(F)C=CC=C4,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1,-8.4,346.3800000000001,5.001500000000003,4,4,4,0.0454545454545454,1,100,-6.219500380183206,-2.1804996198167945,2.1804996198167945,4.754578592021185,overprediction,6912,1731,602,< -6,< -6
H-453,ClC1=C(Cl)C(Cl)=C2OC3=CC=CC=C3OC2=C1Cl,c1ccc2c(c1)Oc1ccccc1O2,-8.77,321.97400000000005,6.198200000000001,3,2,0,0.0,1,100,-7.685390784696208,-1.0846092153037912,1.0846092153037912,1.1763771499219056,overprediction,6912,1731,602,< -6,< -6
A-2442,CC(C)=CCCc1ccc2C(=O)c3ccccc3C(=O)c2c1,O=C1c2ccccc2C(=O)c2ccccc21,-7.985818524400001,290.362,4.360800000000004,3,2,3,0.2,1,100,-4.868283859690753,-3.1175346647092477,3.1175346647092477,9.719022385663802,overprediction,6912,1731,602,< -6,-6 to < -4
B-3564,c1ccc2c(c1)ccc3cc4c(ccc5ccccc45)cc23,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,-8.6679,278.354,6.299400000000003,5,5,0,0.0,1,100,-7.9144669728111445,-0.753433027188855,0.753433027188855,0.5676613264589618,overprediction,6912,1731,602,< -6,< -6
B-1861,Cc1c2ccccc2c3ccc4cccc5ccc1c3c45,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.5234,266.343,6.045620000000003,5,5,0,0.0476190476190476,1,100,-7.45334518060699,-1.0700548193930102,1.0700548193930102,1.1450173165062076,overprediction,6912,1731,602,< -6,< -6
B-2748,Cc1cc2cccc3ccc4c5ccccc5cc1c4c23,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.5224,266.343,6.045620000000003,5,5,0,0.0476190476190476,1,100,-7.45334518060699,-1.069054819393009,1.069054819393009,1.142878206867419,overprediction,6912,1731,602,< -6,< -6
A-2789,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3oc4ccc(cc4n3)[S](N)(=O)=O,O=c1oc2ccccc2cc1-c1nc2ccccc2o1,-7.8310984133,413.4550000000001,3.0948,4,4,5,0.2,1,100,-5.0436842816857235,-2.787414131614277,2.787414131614277,7.769677541122973,overprediction,6912,1731,602,< -6,-6 to < -4
C-2394,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C(=C1)Cl,c1ccc(Oc2ccccc2)cc1,-9.64,411.326,8.0527,2,2,2,0.0,1,100,-7.7921993296777545,-1.847800670322246,1.847800670322246,3.4143673172433417,overprediction,6912,1731,602,< -6,< -6
B-4431,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,c1ccc2c(c1)oc1ccccc12,-8.6456,305.975,6.1996,3,3,0,0.0,1,100,-7.462978684893165,-1.182621315106835,1.182621315106835,1.39859317494502,overprediction,6912,1731,602,< -6,< -6
A-5624,CN[S](=O)(=O)c1cc(OC)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)cc1OC,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-7.8916361395,576.5910000000001,2.2025,5,4,8,0.1111111111111111,1,100,-4.240953896605106,-3.650682242894894,3.650682242894894,13.327480838588095,overprediction,6912,1731,602,< -6,-6 to < -4
B-280,O[S](=O)(=O)c1cccc2C(=O)c3cccc(c3C(=O)c12)[S](O)(=O)=O,O=C1c2ccccc2C(=O)c2ccccc21,1.2572,368.3440000000001,0.9554000000000002,3,2,2,0.0,1,100,-3.208676844866079,4.465876844866079,4.465876844866079,19.944055993511004,underprediction,6912,1731,602,0 to < 2,-4 to < -2
B-3024,FC(F)(F)c1cccc(c1)C(n2cncn2)(c3ccccc3)c4ccccc4,c1ccc(C(c2ccccc2)(c2ccccc2)n2cncn2)cc1,-8.402999999999999,379.3850000000001,5.137100000000003,4,4,4,0.0909090909090909,1,100,-6.551733071863462,-1.8512669281365364,1.8512669281365364,3.4271892392120877,overprediction,6912,1731,602,< -6,< -6
C-1069,C1=CC2=C3C4=C1C=CC5=C4C6=C(C=C5)C=CC7=C6C3=C(C=C2)C=C7,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,-8.83,300.36,6.919200000000003,7,7,0,0.0,1,100,-7.11882860235163,-1.7111713976483705,1.7111713976483705,2.9281075521298776,overprediction,6912,1731,602,< -6,< -6
A-5998,CN1C(=O)c2ccc3c4ccc5C(=O)N(C)C(=O)c6ccc(c7ccc(C1=O)c2c37)c4c56,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)NC5=O,-7.7185099927,418.4080000000002,4.188800000000003,7,5,0,0.0769230769230769,1,100,-6.01942075383917,-1.6990892388608296,1.6990892388608296,2.8869042416126733,overprediction,6912,1731,602,< -6,< -6
C-2381,ClC1=CC(=CC(=C1Cl)Cl)OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl,c1ccc(Oc2ccccc2)cc1,-9.54,411.326,8.052699999999998,2,2,2,0.0,1,100,-7.7921993296777545,-1.7478006703222446,1.7478006703222446,3.0548071831788874,overprediction,6912,1731,602,< -6,< -6
A-2293,O=C1NC(=O)c2ccc3c4ccc5C(=O)NC(=O)c6ccc(c7ccc1c2c37)c4c56,O=C1NC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)NC5=O,-7.591458633999999,390.35400000000016,3.504400000000002,7,5,0,0.0,1,100,-5.5079073065139506,-2.083551327486049,2.083551327486049,4.3411861342688765,overprediction,6912,1731,602,< -6,-6 to < -4
C-1481,ClC1=C(Cl)C=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,c1ccc(Oc2ccccc2)cc1,-9.5,411.326,8.0527,2,2,2,0.0,1,100,-7.7921993296777545,-1.7078006703222455,1.7078006703222455,2.916583129553111,overprediction,6912,1731,602,< -6,< -6
B-3563,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.1924,252.316,5.737200000000003,5,5,0,0.0,1,100,-7.588463254040712,-0.6039367459592873,0.6039367459592873,0.3647395931198927,overprediction,6912,1731,602,< -6,< -6
C-1483,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1Cl,c1ccc(Oc2ccccc2)cc1,-9.46,411.326,8.0527,2,2,2,0.0,1,100,-7.7921993296777545,-1.6678006703222463,1.6678006703222463,2.7815590759273343,overprediction,6912,1731,602,< -6,< -6
B-3583,c1ccc2c(c1)ccc3cc4ccc5ccccc5c4cc23,c1ccc2c(c1)ccc1cc3ccc4ccccc4c3cc12,-8.4318,278.354,6.299400000000003,5,5,0,0.0,1,100,-7.9144669728111445,-0.5173330271888563,0.5173330271888563,0.26763346102038593,overprediction,6912,1731,602,< -6,< -6
B-4427,Clc1ccc2Oc3cc(Cl)ccc3Oc2c1,c1ccc2c(c1)Oc1ccccc1O2,-7.8292,253.084,4.891400000000002,3,2,0,0.0,1,100,-5.735430618112747,-2.0937693818872534,2.0937693818872534,4.383870224528531,overprediction,6912,1731,602,< -6,-6 to < -4
A-2796,CCN(CC)c1ccc2c(OC(=O)C(=C2C#N)c3sc4ccccc4n3)c1,O=c1oc2ccccc2cc1-c1nc2ccccc2s1,-8.0974343241,375.453,4.787580000000004,4,4,4,0.1904761904761904,1,100,-5.460658228123588,-2.636776095976412,2.636776095976412,6.952588180312608,overprediction,6912,1731,602,< -6,-6 to < -4
C-2426,CCCCCC1=C2C=CC3=C(C=CC=C3)C2=CC4=C1C=CC=C4,c1ccc2cc3c(ccc4ccccc43)cc2c1,-8.57,298.429,6.878900000000006,4,4,4,0.217391304347826,1,100,-6.853348765798888,-1.7166512342011124,1.7166512342011124,2.9468914598842026,overprediction,6912,1731,602,< -6,< -6
A-5755,CCCCOC(=O)c1ccccc1N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-8.2138073561,523.5490000000002,4.2341000000000015,5,4,8,0.1379310344827586,1,100,-5.438034462629907,-2.7757728934700934,2.7757728934700934,7.704915156123334,overprediction,6912,1731,602,< -6,-6 to < -4
B-3256,CCOc1ccc(cc1)C(C)(C)COCc2cccc(Oc3ccccc3)c2,c1ccc(CCOCc2cccc(Oc3ccccc3)c2)cc1,-8.5758,376.496,6.372000000000007,3,3,9,0.28,1,100,-6.564054713329042,-2.0117452866709575,2.0117452866709575,4.047119098442813,overprediction,6912,1731,602,< -6,< -6
A-5929,COc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(Cl)ccc4Cl)\C2=O,O=C(Nc1ccccc1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-8.4645677849,466.3240000000001,5.423000000000003,4,3,5,0.0416666666666666,1,100,-6.76405148245459,-1.7005163024454095,1.7005163024454095,2.8917556948826073,overprediction,6912,1731,602,< -6,< -6
C-1455,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1,c1ccc(Oc2ccccc2)cc1,-8.94,376.881,7.399300000000001,2,2,2,0.0,1,100,-7.618851886867812,-1.3211481131321872,1.3211481131321872,1.7454323368327385,overprediction,6912,1731,602,< -6,< -6
A-3374,OCCOCCOCCCNc1ccc(NCCCOCCOCCO)c2C(=O)c3ccccc3C(=O)c12,O=C1c2ccccc2C(=O)c2ccccc21,0.0571886956,530.6180000000004,2.116999999999999,3,2,20,0.5,1,100,-3.02147723192022,3.0786659275202197,3.0786659275202197,9.478183893273934,underprediction,6912,1731,602,0 to < 2,-4 to < -2
A-5699,CCCCNc1ccc(NCCCC)c2C(=O)c3ccccc3C(=O)c12,O=C1c2ccccc2C(=O)c2ccccc21,-7.9318570783,350.462,4.886000000000004,3,2,8,0.3636363636363636,1,100,-5.210695569558173,-2.721161508741827,2.721161508741827,7.404719956658095,overprediction,6912,1731,602,< -6,-6 to < -4
F-1055,CCCCOC(=O)C(C)C1=CC=C2C=C(OC)C=CC2=C1,c1ccc2ccccc2c1,-7.53,286.371,4.295200000000004,2,2,6,0.3888888888888889,1,100,-4.410571630481867,-3.1194283695181335,3.1194283695181335,9.73083335255456,overprediction,6912,1731,602,< -6,-6 to < -4
B-2534,Cc1cccc2c3cc4ccccc4cc3cc(C)c12,c1ccc2cc3c(ccc4ccccc43)cc2c1,-7.9743,256.348,5.763040000000004,4,4,0,0.1,1,100,-7.183619642309667,-0.7906803576903334,0.7906803576903334,0.6251754280373135,overprediction,6912,1731,602,< -6,< -6
B-2967,Clc1cccc2c(Cl)c(Cl)c(Cl)cc12,c1ccc2ccccc2c1,-7.8566,265.954,5.4534,2,2,0,0.0,1,100,-6.6977094766168435,-1.1588905233831568,1.1588905233831568,1.343027245187287,overprediction,6912,1731,602,< -6,< -6
A-2294,Cc1ccc(Nc2ccc(O)c3C(=O)c4ccccc4C(=O)c23)cc1,O=C1c2ccccc2C(=O)c2c(Nc3ccccc3)cccc21,-7.5491813124,329.3550000000001,4.219620000000003,4,3,2,0.0476190476190476,1,100,-5.080901001480349,-2.468280310919651,2.468280310919651,6.092407693273609,overprediction,6912,1731,602,< -6,-6 to < -4
B-2968,Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,c1ccc2ccccc2c1,-7.8228,265.954,5.453400000000001,2,2,0,0.0,1,100,-6.6977094766168435,-1.1250905233831565,1.1250905233831565,1.265828685806585,overprediction,6912,1731,602,< -6,< -6
B-3401,CCOc1ccc(cc1)[Si](C)(C)CCCc2ccc(F)c(Oc3ccccc3)c2,c1ccc(Oc2cccc(CCC[SiH2]c3ccccc3)c2)cc1,-8.6113,408.589,6.564900000000007,3,3,9,0.28,1,100,-6.776088678881,-1.835211321119,1.835211321119,3.3680005931633454,overprediction,6912,1731,602,< -6,< -6
A-5696,Cc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(cc4C)[N+]([O-])=O)/C2=O,O=C(Nc1ccccc1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-7.981147656799999,440.4590000000002,4.632640000000003,4,3,5,0.08,1,100,-5.975885899573022,-2.005261757226977,2.005261757226977,4.021074714997024,overprediction,6912,1731,602,< -6,-6 to < -4
B-2572,Clc1c(Cl)c(Cl)c2ccccc2c1Cl,c1ccc2ccccc2c1,-7.7954,265.954,5.453400000000001,2,2,0,0.0,1,100,-6.6977094766168435,-1.0976905233831564,1.0976905233831564,1.204924485125188,overprediction,6912,1731,602,< -6,< -6
B-2750,Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,c1ccc2ccccc2c1,-8.775,369.2890000000001,7.4136,2,2,0,0.0,1,100,-9.444804400073645,0.6698044000736445,0.6698044000736445,0.4486379343580148,underprediction,6912,1731,602,< -6,< -6
A-5625,O=C1n2c3ccccc3nc2c4ccc5C(=O)n6c7ccccc7nc6c8ccc1c4c58,O=c1c2ccc3c4c(ccc(c24)c2nc4ccccc4n12)c(=O)n1c2ccccc2nc31,-7.7579945848,412.4080000000001,4.344000000000003,8,8,0,0.0,1,100,-5.494256080709561,-2.2637385040904388,2.2637385040904388,5.124512014901617,overprediction,6912,1731,602,< -6,-6 to < -4
H-219,ClC1=CC=C(OC2=CC(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,c1ccc(Oc2ccccc2)cc1,-9.12,411.32600000000014,8.0527,2,2,2,0.0,1,100,-7.7921993296777545,-1.3278006703222447,1.3278006703222447,1.7630546201082022,overprediction,6912,1731,602,< -6,< -6
C-1441,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2)Cl)Cl)C=C1Cl,c1ccc(Oc2ccccc2)cc1,-8.78,376.881,7.399300000000001,2,2,2,0.0,1,100,-7.618851886867812,-1.161148113132187,1.161148113132187,1.3482649406304381,overprediction,6912,1731,602,< -6,< -6
A-5483,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,c1ccc(CC2CCCCC2)cc1,0.2567187446,277.408,3.0356000000000014,2,1,5,0.6470588235294118,1,100,-3.7099091811468656,3.9666279257468657,3.9666279257468657,15.734137101314882,underprediction,6912,1731,602,0 to < 2,-4 to < -2
A-5895,CCOc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4ccc(cc4)C(N)=O)\C2=O,O=C(Nc1ccccc1)C1=Cc2ccccc2C(=NNc2ccccc2)C1=O,-7.581973548400001,454.4860000000002,3.605200000000001,4,3,7,0.0769230769230769,1,100,-5.419210993806012,-2.1627625545939884,2.1627625545939884,4.677541867553915,overprediction,6912,1731,602,< -6,-6 to < -4
