ID,observed_solubility,mean_prediction,prediction_sd,prediction_range,n_predictions,residual,absolute_error,rdkit_molwt,rdkit_mollogp,rdkit_ring_count,rdkit_aromatic_rings,rdkit_rotatable_bonds,rdkit_fraction_csp3,observed_solubility_region
C-2439,-10.3,-8.65934801706546,0.7534283243334035,1.499951762255873,3,-1.640651982934541,1.640651982934541,374.865,7.5064,3,3,0,0.0,< -6
B-655,-8.1724,-6.299993566017889,0.743313444992449,1.3602555512613312,3,-1.8724064339821105,1.8724064339821105,282.5559999999999,8.048000000000007,0,0,17,1.0,< -6
B-3124,-11.481699999999998,-8.688705979098737,0.7384833138254564,1.4702199728231138,3,-2.7929940209012614,2.7929940209012614,409.31000000000006,8.159799999999999,3,3,0,0.0,< -6
B-4428,-10.9486,-8.845634106106058,0.7367777369918813,1.6400857956810508,4,-2.102965893893943,2.102965893893943,390.86400000000015,7.505000000000001,3,2,0,0.0,< -6
A-1002,-6.4511045339,-6.283407755631735,0.7352472701741859,1.3598986413490222,3,-0.16769677826826435,0.16769677826826435,282.556,7.903900000000008,0,0,16,1.0,< -6
B-1830,-9.703,-9.600065583176889,0.7348978546494835,1.538085998729949,4,-0.10293441682311055,0.10293441682311055,403.734,8.067,2,2,0,0.0,< -6
A-4534,1.3463919758000003,-0.48604722713069454,0.7345260261121638,1.386432181914125,3,1.8324392029306948,1.8324392029306948,45.041,-0.8985000000000001,0,0,0,0.0,0 to < 2
A-5456,-3.3974324561999993,-4.487494393286408,0.7328930683886639,1.401498691369945,3,1.0900619370864084,1.0900619370864084,374.562,4.115100000000004,0,0,19,0.9523809523809524,-4 to < -2
A-2607,-5.6698930776,-3.3131716119377366,0.7325367395757466,1.4602806341729204,3,-2.3567214656622637,2.3567214656622637,140.286,-2.4172,13,0,0,0.0,-6 to < -4
A-6040,-8.4761487948,-5.646167008918721,0.7259034407647346,1.4384172812462142,3,-2.8299817858812792,2.8299817858812792,598.6580000000001,7.414600000000006,9,7,6,0.1,< -6
A-5458,-3.7440777388,-4.632829477200577,0.7232361314086073,1.0228103458363025,2,0.8887517384005768,0.8887517384005768,554.7250000000003,3.443100000000003,2,0,16,0.8620689655172413,-4 to < -2
A-5578,-6.813060611,-8.460397724015674,0.7220913665746544,1.0211914038823986,2,1.6473371130156744,1.6473371130156744,604.7050000000002,9.868199999999996,4,2,4,0.6363636363636364,< -6
B-1368,-4.0326,-5.22619571474602,0.7128623673643163,1.2530433065294924,3,1.1935957147460199,1.1935957147460199,227.43599999999995,4.859000000000005,0,0,12,1.0,-6 to < -4
A-1382,-1.8076460763,-1.4947263497121972,0.7079641901037375,1.3942274286467158,3,-0.31291972658780276,0.31291972658780276,129.075,-2.2485000000000004,1,1,0,0.0,-2 to < 0
B-2750,-8.775,-9.269681499719024,0.7042935249303799,1.660147852382254,4,0.4946814997190234,0.4946814997190234,369.2890000000001,7.4136,2,2,0,0.0,< -6
A-6048,-7.7273960926,-8.662437824459811,0.6974284317007625,0.9863127468958162,2,0.935041731859811,0.935041731859811,693.9680000000001,9.425399999999996,6,4,2,0.0384615384615384,< -6
A-2645,-6.4720818187,-6.379725193165669,0.6933249081395718,1.2090355574828546,3,-0.09235662553433155,0.09235662553433155,296.539,7.408000000000007,0,0,18,0.9,< -6
B-1982,-4.1009,-5.355024760491539,0.6886110515541541,1.358337422371326,3,1.254124760491539,1.254124760491539,378.4330000000002,5.158400000000005,0,0,14,1.0,-6 to < -4
A-2173,-6.4612511717,-7.307813128023402,0.6841803756362133,1.339784245921873,3,0.8465619563234021,0.8465619563234021,665.2410000000002,8.580400000000006,7,7,12,0.1707317073170731,< -6
B-2717,-6.7708,-5.668424097355049,0.6812355752799254,1.3491289527264385,3,-1.1023759026449511,1.1023759026449511,242.44699999999995,5.458400000000006,0,0,13,1.0,< -6
A-2025,-5.4565752567,-5.526672107798109,0.6794783509375035,1.3481966042181774,3,0.07009685109810881,0.07009685109810881,340.5040000000002,5.061800000000005,0,0,14,0.8,-6 to < -4
A-6020,-6.975819717300001,-5.526672107798109,0.6794783509375035,1.3481966042181774,3,-1.4491476095018925,1.4491476095018925,340.5040000000002,5.061800000000005,0,0,14,0.8,< -6
A-326,-1.4593774078,-4.075391455040843,0.6762967536538979,1.351750144864675,3,2.616014047240843,2.616014047240843,230.39199999999997,3.916200000000003,0,0,13,1.0,-2 to < 0
A-2115,-5.8326804614,-5.763782576189751,0.6753512121399329,1.2991455683226638,3,-0.06889788521024887,0.06889788521024887,364.6240000000002,5.045200000000005,0,0,16,0.9411764705882352,-6 to < -4
A-2420,-5.0665338896,-5.012737212382351,0.6745476195498176,0.9539543920338387,2,-0.05379667721764836,0.05379667721764836,582.7790000000003,3.935100000000004,2,0,16,0.8709677419354839,-6 to < -4
A-2335,-4.8251168095,-0.7788035614982066,0.6706503854718717,1.238315340454793,3,-4.046313248001793,4.046313248001793,296.156,-2.195199999999998,1,0,4,1.0,-6 to < -4
A-2623,-6.256077615900001,-4.801178558787716,0.6640909002861074,1.2654202236975864,3,-1.4548990571122848,1.4548990571122848,270.50099999999986,6.096100000000007,0,0,15,1.0,< -6
A-2379,-4.6524349135000005,-4.801178558787716,0.6640909002861074,1.2654202236975864,3,0.14874364528771533,0.14874364528771533,269.51699999999994,6.029300000000006,0,0,15,1.0,-6 to < -4
A-2732,-6.709998828,-5.647696993196095,0.6606934037797699,1.2553655226269385,3,-1.0623018348039048,1.0623018348039048,256.4299999999999,5.250600000000006,0,0,13,0.9375,< -6
B-2819,-0.23549999999999996,-1.1623293531369845,0.6581056380499916,1.163516150928695,3,0.9268293531369846,0.9268293531369846,244.207,-3.0114999999999994,2,1,3,0.625,-2 to < 0
B-2822,0.3032,-0.3658378226518189,0.6572328773669537,0.9294676488098391,2,0.669037822651819,0.669037822651819,497.49400000000014,-6.752699999999988,3,0,7,0.9,0 to < 2
A-5853,-7.5095589026,-6.139850977663507,0.6534922272067457,0.9241775706211799,2,-1.3697079249364936,1.3697079249364936,501.061,5.750900000000004,2,0,8,0.7647058823529411,< -6
A-4537,1.3365535082,0.558728625720633,0.6533040042512102,1.2070095983140143,3,0.777824882479367,0.777824882479367,46.073,-0.9205,0,0,0,1.0,0 to < 2
B-1945,-1.7166,-4.782829757124984,0.6463771318298132,1.1670630600539242,3,3.066229757124984,3.066229757124984,234.3199999999999,4.6814000000000044,0,0,10,1.0,-2 to < 0
A-3306,0.2865181043,-3.213413711825204,0.6433085011249728,1.2766278518401961,3,3.499931816125204,3.499931816125204,351.55300000000005,2.889800000000001,0,0,15,1.0,0 to < 2
A-2553,-5.3846168146,-5.489210691781196,0.6407065596974755,1.2586757296972202,3,0.10459387718119562,0.10459387718119562,242.44699999999992,5.315900000000005,0,0,13,1.0,-6 to < -4
A-5529,-7.835715931,-5.3545264745654535,0.6402256578338343,1.2804321874041555,3,-2.4811894564345467,2.4811894564345467,342.5200000000001,5.285800000000005,0,0,15,0.9,< -6
C-2584,-2.37,-2.3130906043560557,0.6401457428164609,1.4280522845097736,4,-0.05690939564394437,0.05690939564394437,817.0419999999996,1.1787000000000047,2,2,26,0.6585365853658537,-4 to < -2
A-1199,-3.9356925608,-5.491903707458779,0.6371834020012918,1.2505966826644688,3,1.5562111466587791,1.5562111466587791,241.46299999999997,5.249100000000005,0,0,13,1.0,-4 to < -2
A-2458,-3.8458307588,-4.423041867480198,0.6371418701242301,0.9010546738854432,2,0.5772111086801983,0.5772111086801983,350.59100000000007,5.730300000000007,1,0,17,0.8636363636363636,-4 to < -2
A-199,-7.5558815137,-5.9729562820757325,0.6324065941434996,0.8943579823719148,2,-1.5829252316242677,1.5829252316242677,899.1279999999997,5.911600000000007,8,0,7,0.78,< -6
A-2000,-5.647161854,-5.72833067509617,0.6322373836328348,1.2910283756226058,4,0.08116882109616963,0.08116882109616963,665.6610000000003,6.754900000000005,9,9,4,0.0,-6 to < -4
B-70,-6.8644,-6.508113711741149,0.6275093434101612,1.5263753131952367,4,-0.35628628825885045,0.35628628825885045,409.7819999999999,5.682800000000001,3,0,0,0.8,< -6
A-2757,-7.4761487948,-5.791834878046224,0.6255120871220545,0.8846076770363105,2,-1.6843139167537764,1.6843139167537764,598.6580000000001,8.572080000000001,9,7,2,0.1,< -6
A-2584,-5.4321688749999995,-5.562216643730369,0.6245923983057786,1.124701816064146,3,0.13004776873036938,0.13004776873036938,270.50099999999986,6.240200000000008,0,0,16,1.0,-6 to < -4
A-5310,0.8470942954,-0.9828398458477572,0.6232691034266463,0.8814356190740825,2,1.8299341412477572,1.8299341412477572,142.202,-1.0214999999999987,3,0,1,1.0,0 to < 2
D-1387,0.179,-0.6822809375669433,0.6222246497339122,0.8799585384965474,2,0.8612809375669432,0.8612809375669432,192.167,-2.3214,1,0,1,0.8571428571428571,0 to < 2
A-2710,-6.733128222,-5.792896595614404,0.6211199658728104,1.1551492785060722,3,-0.9402316263855965,0.9402316263855965,270.45699999999994,5.496600000000005,0,0,13,0.9411764705882352,< -6
A-676,-4.7801182897,-5.192806724529206,0.6207304974709626,1.1782284255919517,3,0.4126884348292066,0.4126884348292066,355.6070000000001,5.310500000000006,0,0,20,0.9090909090909092,-6 to < -4
A-861,-4.7309406924,-4.791517340657188,0.6190030387284847,1.217556937057891,3,0.06057664825718767,0.06057664825718767,260.4869999999999,4.877200000000005,0,0,10,1.0,-6 to < -4
F-410,-0.46,-1.3435075254275057,0.6173544874163661,1.2872061583853374,4,0.8835075254275058,0.8835075254275058,216.222,-2.1851000000000003,1,0,1,0.3333333333333333,-2 to < 0
A-6088,-8.848512616699999,-6.996893456148895,0.6149091001168298,0.8696127890118559,2,-1.8516191605511043,1.8516191605511043,570.7700000000002,8.852300000000003,4,3,3,0.4594594594594595,< -6
A-1153,-3.0495421403,-2.932311709040666,0.6140067004832636,1.091752136790289,3,-0.11723043125933374,0.11723043125933374,328.4050000000001,2.2844000000000007,0,0,14,0.6470588235294118,-4 to < -2
A-5034,-4.2367225564,-5.304432414422809,0.6084542324932263,1.21667263231359,3,1.067709858022809,1.067709858022809,241.46299999999997,5.008800000000004,0,0,12,1.0,-6 to < -4
B-2700,-5.2239,-7.137222713536509,0.6012611609973594,0.8503116884106587,2,1.913322713536509,1.913322713536509,368.369,6.454900000000006,3,3,7,0.1428571428571428,-6 to < -4
B-273,-3.3682,-4.781810093681041,0.5993623845898733,0.8476264130632778,2,1.413610093681041,1.413610093681041,408.5790000000002,3.4487000000000023,4,0,4,0.9583333333333334,-4 to < -2
C-1819,-4.35,-4.781810093681041,0.5993623845898733,0.8476264130632778,2,0.4318100936810412,0.4318100936810412,408.5790000000002,3.4487000000000023,4,0,4,0.9583333333333334,-6 to < -4
B-1155,-4.3465,-4.781810093681041,0.5993623845898733,0.8476264130632778,2,0.435310093681041,0.435310093681041,408.5790000000002,3.4487000000000023,4,0,4,0.9583333333333334,-6 to < -4
C-420,-3.63,-4.781810093681041,0.5993623845898733,0.8476264130632778,2,1.151810093681041,1.151810093681041,408.5790000000002,3.4487000000000023,4,0,4,0.9583333333333334,-4 to < -2
A-2659,-6.4963012647000005,-5.705836503478058,0.5971184777157348,1.1407172886928532,3,-0.7904647612219424,0.7904647612219424,313.546,6.695000000000007,0,0,19,1.0,< -6
A-2004,-5.506567842999999,-7.03177819771467,0.596956313572884,1.0992897800329606,3,1.5252103547146705,1.5252103547146705,449.4650000000002,6.354100000000004,8,7,0,0.0,-6 to < -4
A-5554,-7.641525667500001,-7.103201361251244,0.5967754688270599,1.097973422204503,3,-0.5383243062487564,0.5383243062487564,438.052,5.922800000000002,0,0,5,1.0,< -6
B-4640,-3.9145,-4.065118064619997,0.5930212915820365,1.186036455929547,3,0.1506180646199975,0.1506180646199975,369.5930000000004,3.956600000000003,0,0,16,1.0,-4 to < -2
D-1917,-1.19,-1.9731479324401007,0.5922262093207076,0.8375343372141522,2,0.7831479324401007,0.7831479324401007,294.303,-0.6178000000000003,5,0,1,0.8,-2 to < 0
A-5621,-7.905255356199999,-5.568427608168413,0.5880699826166443,1.0837565691926478,3,-2.3368277480315855,2.3368277480315855,627.1190000000001,4.817300000000004,4,3,11,0.2333333333333333,< -6
A-1505,-4.524775941100001,-6.120070359867791,0.587163101713816,0.8303740217687317,2,1.5952944187677902,1.5952944187677902,639.4540000000002,7.630800000000004,9,7,2,0.0,-6 to < -4
A-5450,-2.4949028287,-4.920002818670102,0.57723523022924,1.0026885433582446,3,2.425099989970102,2.425099989970102,312.538,6.032800000000007,0,0,18,0.9,-4 to < -2
A-1896,1.0357686635,0.5869308125992503,0.5740590470636857,1.0602643634337012,3,0.4488378509007498,0.4488378509007498,92.094,-1.6681,0,0,2,1.0,0 to < 2
B-224,-4.9058,-3.7423353939730375,0.5726837241815373,1.0548778506585053,3,-1.1634646060269627,1.1634646060269627,402.4840000000002,3.0984000000000016,0,0,15,0.8,-6 to < -4
A-5480,-4.4504277175,-8.601080622858518,0.5707069714333612,0.807101539141934,2,4.150652905358518,4.150652905358518,564.232,8.3178,8,8,0,0.0,-6 to < -4
A-5901,-7.484220297999999,-5.623962143136732,0.5696070467570261,1.1212146441440396,3,-1.860258154863267,1.860258154863267,338.48800000000006,5.126000000000005,0,0,15,0.7,< -6
B-3179,-0.0384,-1.945642137391723,0.5669231071160965,1.0621007623843104,3,1.907242137391723,1.907242137391723,131.091,-2.2128,0,0,2,0.0,-2 to < 0
B-998,-0.7418,-1.2096223767343728,0.5641255575170325,1.3276427668037853,4,0.46782237673437277,0.46782237673437277,446.405,-2.884799999999998,3,1,6,0.631578947368421,-2 to < 0
A-2696,-6.8531467823000005,-5.4827834245486,0.5596451551950761,1.105273300886461,3,-1.3703633577514003,1.3703633577514003,356.54700000000025,5.820000000000007,0,0,16,0.9047619047619048,< -6
A-481,-3.8360757577,-5.184685677004088,0.5567235535490428,0.994301141876254,3,1.3486099193040881,1.3486099193040881,438.7890000000002,5.921700000000004,0,0,27,0.925925925925926,-4 to < -2
C-1571,-4.31,-5.753685911485956,0.5549491024184012,0.9673558678961163,3,1.4436859114859564,1.4436859114859564,242.40299999999996,5.162200000000004,0,0,13,0.9333333333333332,-6 to < -4
C-796,-4.66,-5.6444276218346,0.554307957581817,0.7839098313435358,2,0.9844276218346,0.9844276218346,406.56600000000014,5.672800000000006,5,1,3,0.6296296296296297,-6 to < -4
D-2011,-4.933,-5.7501586982574615,0.5511967447306425,0.7795099119339755,2,0.8171586982574617,0.8171586982574617,428.12000000000006,4.3991000000000025,2,2,4,0.2352941176470588,-6 to < -4
A-4826,-3.1851035310999998,-2.777716454102187,0.551169040864573,1.0782915560422826,3,-0.40738707699781296,0.40738707699781296,612.5810000000002,-1.3420000000000003,4,2,10,0.5357142857142857,-4 to < -2
A-2250,-7.016412076799999,-5.91812519029165,0.5510706904663591,1.0405604322031898,3,-1.0982868865083493,1.0982868865083493,311.5540000000001,6.336100000000007,0,0,16,0.95,< -6
A-2438,-6.654998170599999,-5.442467088372904,0.550265696420229,1.0951142493117194,3,-1.2125310822270947,1.2125310822270947,374.5870000000002,5.238800000000006,0,0,16,0.9,< -6
C-2594,-4.7,-3.745752200207761,0.5480448308447392,0.7750524325690988,2,-0.9542477997922392,0.9542477997922392,831.0719999999998,4.085200000000007,4,3,21,0.5555555555555556,-6 to < -4
A-2846,0.45578250740000004,-0.42679122815393866,0.54587733902169,1.3953991469005083,5,0.8825737355539387,0.8825737355539387,209.26699999999997,-2.163199999999996,1,0,4,1.0,0 to < 2
A-192,-5.593122621900001,-3.28522937183009,0.5440313689249212,1.0819870298627232,3,-2.307893250069911,2.307893250069911,313.482,4.6685000000000025,0,0,16,0.8888888888888888,-6 to < -4
B-1401,-1.3662,-2.6270442715932814,0.5438925885891542,1.0803747089291629,3,1.2608442715932813,1.2608442715932813,232.36399999999995,2.472700000000001,0,0,10,1.0,-2 to < 0
A-2751,-7.2023327624,-5.776444275226371,0.5430101725239651,0.7679323504899456,2,-1.425888487173629,1.425888487173629,382.42300000000006,4.464980000000003,5,5,3,0.1739130434782608,< -6
A-2720,-6.971983320700001,-6.562051933443908,0.5424549898427804,0.9896881626956917,3,-0.40993138725609235,0.40993138725609235,468.7630000000004,8.796700000000005,0,0,24,0.9310344827586208,< -6
B-1047,-1.5412,-3.462258370929405,0.5357214320954936,0.9600830088520458,3,1.921058370929405,1.921058370929405,224.23699999999997,3.3743000000000025,0,0,9,1.0,-2 to < 0
B-2294,-1.4995,-3.462258370929405,0.5357214320954936,0.9600830088520458,3,1.9627583709294047,1.9627583709294047,224.23699999999997,3.3743000000000025,0,0,9,1.0,-2 to < 0
B-2577,-1.4757,-3.462258370929405,0.5357214320954936,0.9600830088520458,3,1.9865583709294048,1.9865583709294048,224.237,3.3743000000000025,0,0,9,1.0,-2 to < 0
B-2815,-6.7697,-4.644917778906315,0.5355064111820582,0.9315901986894168,3,-2.1247822210936853,2.1247822210936853,242.44699999999992,5.460000000000006,0,0,14,1.0,< -6
A-2587,-5.549815883300002,-6.27455681972508,0.5337318073175595,1.0579711160945662,3,0.7247409364250785,0.7247409364250785,354.6630000000001,8.580800000000004,0,0,22,1.0,-6 to < -4
E-737,-0.4,-1.2273433385326333,0.5301047555630496,1.1478475657740557,4,0.8273433385326333,0.8273433385326333,114.06,-1.6476000000000002,1,0,0,0.0,-2 to < 0
D-1542,0.723,-0.7409658182701132,0.5299099377006554,1.0598108897248637,3,1.4639658182701132,1.4639658182701132,189.307,-2.327399999999997,0,0,10,1.0,0 to < 2
B-877,0.6033,-0.3118033756503082,0.5278493146746792,0.7464916597022749,2,0.9151033756503082,0.9151033756503082,112.176,-0.3824000000000001,3,0,0,1.0,0 to < 2
A-5814,-8.3771050883,-7.871255864536861,0.5220219185540572,1.0293915021765114,4,-0.5058492237631391,0.5058492237631391,595.7240000000003,9.1211,6,5,8,0.0,< -6
A-2464,-4.7999839607,-6.029599390947047,0.519420163532968,0.9508866123777304,3,1.2296154302470477,1.2296154302470477,296.539,7.060400000000008,0,0,17,0.9,-6 to < -4
B-1832,-3.2987,-3.5027373731473452,0.5191351703856838,0.9455482448088617,3,0.20403737314734505,0.20403737314734505,139.242,3.260580000000002,0,0,6,0.8888888888888888,-4 to < -2
B-2200,-2.3663,-2.4380296516218185,0.5154799354399093,1.004720742097771,3,0.07172965162181866,0.07172965162181866,232.43699999999995,2.403200000000001,0,0,10,1.0,-4 to < -2
A-1958,-5.3792018861,-6.125875188260329,0.5152491986048331,0.7286724046688233,2,0.7466733021603291,0.7466733021603291,452.5470000000003,5.0087000000000055,2,2,12,0.3333333333333333,-6 to < -4
A-1751,-4.2461281993,-3.1307085754176676,0.5145934270691781,1.01538323367076,3,-1.1154196238823326,1.1154196238823326,234.412,3.2250000000000014,0,0,10,1.0,-6 to < -4
A-3447,-0.08776557749999998,-0.5030410907189516,0.5114989214525708,0.8973197664834291,3,0.4152755132189517,0.4152755132189517,685.4150000000006,0.6891999999999994,0,0,24,1.0,-2 to < 0
A-2704,-7.04359803,-6.925836453723741,0.5114195861149001,1.062697768631276,4,-0.11776157627625938,0.11776157627625938,552.8000000000003,7.000600000000008,2,2,6,0.5882352941176471,< -6
A-2262,-6.806908840999999,-4.911004434413555,0.5065754161974402,0.9724102829089842,3,-1.8959044065864443,1.8959044065864443,256.42999999999995,5.552300000000005,0,0,14,0.9375,< -6
G-1031,-3.672,-3.887432242898511,0.5053887074363012,0.7147275643266253,2,0.21543224289851093,0.21543224289851093,226.235,2.4639000000000006,3,2,0,0.0769230769230769,-4 to < -2
