ID,InChIKey,Name,SMILES,Solubility,PredictedSolubility,Residual,abs_residual,Ocurrences,Group,SD,MolWt_diff,MolLogP_diff,TPSA_diff,HBA_diff,HBD_diff,Rotatable_diff
A-21,HHRACYLRBOUBKM-UHFFFAOYSA-N,2-(4-tert-butylphenoxymethyl)oxirane,CC(C)(C)c1ccc(OCC2CO2)cc1,-3.4302388798,-3.0103286132408025,-0.4199102665591976,0.4199102665591976,1,G1,0.0,2.842170943040401e-14,0.0,3.552713678800501e-15,0,0,0
A-22,VYKSRLDHXQURKA-UHFFFAOYSA-N,5-methoxy-1-[4-(trifluoromethyl)phenyl]pentan-1-one,COCCCCC(=O)c1ccc(cc1)C(F)(F)F,-3.5440597008,-3.5096700408025097,-0.0343896599974904,0.0343896599974904,1,G1,0.0,0.0,8.881784197001252e-16,0.0,0,0,0
A-23,GLZPCOQZEFWAFX-YFHOEESVSA-N,"(2E)-3,7-dimethylocta-2,6-dien-1-ol",CC(C)=CCC\C(C)=C/CO,-2.3206011661000003,-2.831541324387083,0.5109401582870827,0.5109401582870827,4,G5,0.0716328692630134,0.0,0.0,0.0,0,0,0
A-24,WNTGYJSOUMFZEP-UHFFFAOYSA-N,2-(4-chloro-2-methylphenoxy)propanoic acid,CC(Oc1ccc(Cl)cc1C)C(O)=O,-2.4660307863,-2.93711286678226,0.4710820804822599,0.4710820804822599,4,G5,0.0606208768005135,2.842170943040401e-14,0.0,0.0,0,0,0
A-25,FHIAIHDDIOVFSY-UHFFFAOYSA-L,zinc bis[O-(2-ethylhexyl) O-isobutyl dithiophosphate],[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(C)C.CCCCC(CC)CO[P]([S-])(=S)OCC(C)C,-2.9581950472000003,-6.704252328608539,3.746057281408538,3.746057281408538,1,G1,0.0,0.0,1.7763568394002505e-15,0.0,0,0,0
A-26,YTCGOUNVIAWCMG-UHFFFAOYSA-N,1-chloro-3-(trifluoromethyl)benzene,FC(F)(F)c1cccc(Cl)c1,-3.4115138849,-3.1590697145023645,-0.2524441703976356,0.2524441703976356,1,G1,0.0,2.842170943040401e-14,0.0,0.0,0,0,0
A-27,DHEHEJGXTUCSQF-UHFFFAOYSA-N,"oxiran-2-ylmethyl 2,2-dimethyloctanoate",CCC(C)(CCC(C)C)C(=O)OCC1CO1,-3.5134687407,-3.079040356812819,-0.4344283838871812,0.4344283838871812,1,G1,0.0,2.842170943040401e-14,0.0,0.0,0,0,0
A-28,ZHUWXKIPGGZNJW-UHFFFAOYSA-N,2-methylheptyl 3-sulfanylpropanoate,CC(C)CCCCCOC(=O)CCS,-4.4543816995,-3.1564932498424434,-1.2978884496575565,1.2978884496575565,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-29,MOYAFQVGZZPNRA-UHFFFAOYSA-N,1-methyl-4-(propan-2-ylidene)cyclohex-1-ene,CC(C)=C1CCC(=CC1)C,-4.2873429345,-3.070020285354275,-1.217322649145725,1.217322649145725,3,G5,0.1312305914581116,0.0,0.0,0.0,0,0,0
A-30,URGAHOPLAPQHLN-UHFFFAOYSA-N,aluminium(3+) ion sodium bis(oxosilanebis(olate)),[Na+].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O,-3.4731390517,1.3963773523900125,-4.869516404090012,4.869516404090012,1,G1,0.0,2.842170943040401e-14,1.7763568394002505e-15,0.0,0,0,0
A-31,IQODPIFSDKREOZ-UHFFFAOYSA-M,zinc(2+) ion bis(2-methylprop-2-enoate),[Zn++].CC(=C)C([O-])=O,-2.3632080977000003,-1.5787886714023804,-0.7844194262976198,0.7844194262976198,1,G1,0.0,0.0,0.0,7.105427357601002e-15,0,0,0
A-32,SQVIAVUSQAWMKL-UHFFFAOYSA-N,3-[2-(ethylamino)-1-hydroxyethyl]phenol,CCNCC(O)c1cccc(O)c1,-3.4541026398000003,-2.30228328323935,-1.1518193565606505,1.1518193565606505,1,G1,0.0,2.842170943040401e-14,0.0,7.105427357601002e-15,0,0,0
A-33,PWMSQVOBEKFBRF-UHFFFAOYSA-L,"Phosphorodithioic acid, mixed O,O-bis(sec-Bu and 1,3-dimethylbutyl) esters, zinc salts",[Zn++].CCC(C)O[P]([S-])(=S)OC(C)CC(C)C.CCC(C)O[P]([S-])(=S)OC(C)CC(C)C,-2.9908768679000004,-6.074957283530502,3.0840804156305013,3.0840804156305013,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-34,IRSVDHPYXFLLDS-UHFFFAOYSA-N,"2,4-dichloro-1-(chloromethyl)benzene",ClCc1ccc(Cl)cc1Cl,-3.5129421932,-3.338751626916649,-0.1741905662833502,0.1741905662833502,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-36,WTARULDDTDQWMU-UHFFFAOYSA-N,"(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane",CC1(C)C2CCC(=C)C1C2,-4.2923134549,-2.902141392479329,-1.3901720624206717,1.3901720624206717,3,G4,1.247787365862471,0.0,0.0,0.0,0,0,0
A-38,YGJDXOJIYODGEO-KVVVOXFISA-N,"9-Octadecenoic acid (Z)-, reaction products with 2-[(2-aminoethyl)amino]ethanol",CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCO,-4.8091341894,-4.206760784927045,-0.6023734044729547,0.6023734044729547,3,G5,0.2862660720158071,0.0,0.0,0.0,0,0,0
A-39,QQQMUBLXDAFBRH-UHFFFAOYSA-N,dodecyl 2-hydroxypropanoate,CCCCCCCCCCCCOC(=O)C(C)O,-4.6341446203,-3.551237235922041,-1.0829073843779584,1.0829073843779584,2,G3,0.1065374126499998,5.684341886080802e-14,0.0,0.0,0,0,0
A-45,AVXURJPOCDRRFD-UHFFFAOYSA-N,hydroxylamine,NO,-0.763033718,-1.2595796976500355,0.4965459796500355,0.4965459796500355,7,G4,0.861297999541175,0.0,0.0,0.0,0,0,0
A-47,RZVINYQDSSQUKO-UHFFFAOYSA-N,2-phenoxyethyl prop-2-enoate,C=CC(=O)OCCOc1ccccc1,-2.5636257131,-2.6136276677683687,0.0500019546683687,0.0500019546683687,2,G3,0.2279659778,0.0,0.0,0.0,0,0,0
A-48,XVJXBJTXFXPQAN-UHFFFAOYSA-M,benzyl-tributylazanium; 4-hydroxynaphthalene-1-sulfonate,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.Oc2ccc(c3ccccc23)[S]([O-])(=O)=O,-2.6418192727000003,-5.342353797599205,2.7005345248992043,2.7005345248992043,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-49,FRPZMMHWLSIFAZ-UHFFFAOYSA-N,undec-10-enoic acid,OC(=O)CCCCCCCCC=C,-3.5528261452,-3.176495842192131,-0.3763303030078688,0.3763303030078688,3,G5,0.1154943836958407,2.842170943040401e-14,0.0,0.0,0,0,0
A-91,VAZQKPWSBFZARZ-UHFFFAOYSA-N,2-(2-phenylphenoxy)ethyl prop-2-enoate,C=CC(=O)OCCOc1ccccc1c2ccccc2,-3.9515188418,-3.4423172009629432,-0.5092016408370568,0.5092016408370568,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-50,OKOCIUJVPQKDLL-UHFFFAOYSA-N,"carboxymethyldimethyl-3-[[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulphonyl]amino]propylammonium hydroxide",C[N+](C)(CCCN[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,-4.0571851475,-3.839180082684323,-0.218005064815677,0.218005064815677,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-51,UHFFVFAKEGKNAQ-UHFFFAOYSA-N,2-benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one,CCC(Cc1ccccc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,-4.7932278922,-3.789691730138565,-1.003536162061435,1.003536162061435,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-53,JSFITYFUKSFPBZ-UHFFFAOYSA-N,"4-(4,6-dimethylheptan-2-yl)phenol; 4-(5,6-dimethylheptan-2-yl)phenol; 4-(5,6-dimethylheptyl)phenol; 4-(7-methyloctyl)phenol",CC(C)CCCCCCc1ccc(O)cc1,-4.587250024599999,-3.707238259068963,-0.8800117655310364,0.8800117655310364,1,G1,0.0,2.842170943040401e-14,0.0,0.0,0,0,0
A-54,IBVPVTPPYGGAEL-UHFFFAOYSA-N,"1,3-bis(prop-1-en-2-yl)benzene",CC(=C)c1cccc(c1)C(C)=C,-4.4511392252,-3.242308433871937,-1.2088307913280634,1.2088307913280634,1,G1,0.0,0.0,8.881784197001252e-16,0.0,0,0,0
A-55,ZOKXTWBITQBERF-UHFFFAOYSA-N,molybdenum,[Mo],-4.2038484637,-1.680474218630354,-2.523374245069646,2.523374245069646,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-56,TVFJAZCVMOXQRK-UHFFFAOYSA-N,"ethenyl 2,2-dimethyloctanoate",CC(C)(C)CCCCCC(=O)OC=C,-4.581332510899999,-3.32356505959794,-1.25776745130206,1.25776745130206,1,G1,0.0,2.842170943040401e-14,8.881784197001252e-16,0.0,0,0,0
A-58,QCWXDVFBZVHKLV-UHFFFAOYSA-N,1-tert-butyl-4-methylbenzene,Cc1ccc(cc1)C(C)(C)C,-4.4720217682,-3.044285819318038,-1.427735948881962,1.427735948881962,2,G3,0.0484550064999997,0.0,4.440892098500626e-16,0.0,0,0,0
A-61,NZNMSOFKMUBTKW-UHFFFAOYSA-N,cyclohexanecarboxylic acid,OC(=O)C1CCCCC1,-1.445031941,-2.381686916157261,0.9366549751572608,0.9366549751572608,2,G3,0.1824840295000001,0.0,0.0,0.0,0,0,0
A-62,NVNQRAOQGCJYDU-QUSWNXLDSA-I,"pentasodium 5-{[4-chloro-6-({3-[2-(sulfonatooxy)ethanesulfonyl]phenyl}amino)-1,3,5-triazin-2-yl]amino}-3-[(E)-2-(1,5-disulfonatonaphthalen-2-yl)diazen-1-yl]-4-hydroxynaphthalene-2,7-disulfonate",[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1cccc(Nc2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc6c(cccc6[S]([O-])(=O)=O)c5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2)c1,-0.4108977358,0.6957411565097367,-1.1066388923097366,1.1066388923097366,1,G1,0.0,0.0,0.0,5.684341886080802e-14,0,0,0
A-63,ATPFMBHTMKBVLS-NCDJPSHJSA-N,"N,N'-bis(3-phenylprop-2-en-1-ylidene)hexane-1,6-diamine",C(CCCN=C\C=C\c1ccccc1)CCN=C/C=C/c2ccccc2,-3.8937390711,-4.6358452232254646,0.7421061521254644,0.7421061521254644,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-65,FQUNFJULCYSSOP-UHFFFAOYSA-N,"2-(benzotriazol-2-yl)-6-[[3-(benzotriazol-2-yl)-2-hydroxy-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl]-4-(2,4,4-trimethylpentan-2-yl)phenol",CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-7.973715535399999,-6.796332526681501,-1.1773830087184989,1.1773830087184989,3,G4,1.855923840245174,0.0,0.0,0.0,2,0,0
A-68,ZFRUNHQZTYGGDY-UHFFFAOYSA-M,[2-({4-[(E)-2-(2-chloro-4-nitrophenyl)diazen-1-yl]phenyl}(ethyl)amino)ethyl]trimethylazanium chloride,[Cl-].CCN(CC[N+](C)(C)C)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-3.0386996230000003,-3.417828416577122,0.3791287935771219,0.3791287935771219,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-69,MHKLKWCYGIBEQF-UHFFFAOYSA-N,"2-(morpholin-4-ylsulfanyl)-1,3-benzothiazole",C1CN(CCO1)Sc2sc3ccccc3n2,-3.8109627954,-3.0925115591179715,-0.7184512362820286,0.7184512362820286,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-70,NQFUSWIGRKFAHK-BDNRQGISSA-N,"(1R-(1alpha,2beta,4beta,6alpha))-2,2,7-Trimethyl-3-oxatricyclo(4.1.1.02,4)octane",CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,-2.5936884915,-2.655367498961725,0.0616790074617248,0.0616790074617248,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-71,UIEBGVDTKLYGTN-UHFFFAOYSA-J,"tetrasodium 7-[(E)-2-[2-(carbamoylamino)-4-{[4-chloro-6-({3-[2-(sulfonatooxy)ethanesulfonyl]phenyl}amino)-1,3,5-triazin-2-yl]amino}phenyl]diazen-1-yl]naphthalene-1,3,6-trisulfonate",[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3cccc(c3)[S](=O)(=O)CCO[S]([O-])(=O)=O)n2)ccc1N=Nc4cc5c(cc(cc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc4[S]([O-])(=O)=O,-0.4261364852,-0.6046737562534061,0.1785372710534061,0.1785372710534061,1,G1,0.0,2.2737367544323206e-13,0.0,5.684341886080802e-14,0,0,0
A-72,VDKPMRJPMMEELL-UHFFFAOYSA-L,"disodium 7-{[4-chloro-6-(dodecylamino)-1,3,5-triazin-2-yl]amino}-4-hydroxy-3-(2-{4-[2-(4-sulfonatophenyl)diazen-1-yl]phenyl}diazen-1-yl)naphthalene-2-sulfonate",[Na+].[Na+].CCCCCCCCCCCCNc1nc(Cl)nc(Nc2ccc3c(O)c(N=Nc4ccc(cc4)N=Nc5ccc(cc5)[S]([O-])(=O)=O)c(cc3c2)[S]([O-])(=O)=O)n1,-3.358911212,-5.357867236881968,1.998956024881968,1.998956024881968,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-73,GUVLYNGULCJVDO-UHFFFAOYSA-N,S-ethyl dipropylthiocarbamate,CCCN(CCC)C(=O)SCC,-2.7031744039,-3.044149579125241,0.3409751752252412,0.3409751752252412,2,G3,0.01873641255,2.842170943040401e-14,0.0,3.552713678800501e-15,0,0,0
A-74,VQMQXWYQIIUJIT-UHFFFAOYSA-N,2-[({4-[(oxiran-2-ylmethoxy)methyl]cyclohexyl}methoxy)methyl]oxirane,C1CC(CCC1COCC2CO2)COCC3CO3,-1.8357972344,-2.7296617192579964,0.8938644848579964,0.8938644848579964,1,G1,0.0,0.0,0.0,7.105427357601002e-15,0,0,0
A-75,BTSZTGGZJQFALU-UHFFFAOYSA-N,"1-hydroxy-4-methyl-6-(2,4,4-trimethylpentyl)pyridin-2(1H)-one - 2-aminoethanol (1:1)",CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,-3.9054642035,-2.966499176931864,-0.9389650265681362,0.9389650265681362,5,G5,0.4957119165154642,0.0,2.220446049250313e-16,0.0,1,0,0
A-76,XYJRXVWERLGGKC-UHFFFAOYSA-D,pentacalcium hydroxide triphosphate,[OH-].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-4.1419008964,1.0831662101597526,-5.225067106559752,5.225067106559752,2,G2,1.0438883114499995,5.684341886080802e-14,0.0,0.0,0,0,0
A-77,DWSWCPPGLRSPIT-UHFFFAOYSA-N,"6H-dibenzo[c,e][1,2]oxaphosphinine 6-oxide",O=[P+]1Oc2ccccc2c3ccccc13,-1.7796231349,-3.614102248698651,1.834479113798651,1.834479113798651,1,G1,0.0,2.842170943040401e-14,0.0,0.0,0,0,0
A-79,KOZCZZVUFDCZGG-UHFFFAOYSA-N,ethenyl benzoate,C=COC(=O)c1ccccc1,-2.6229591952,-2.5615700559493466,-0.0613891392506533,0.0613891392506533,1,G1,0.0,0.0,2.220446049250313e-16,0.0,0,0,0
A-80,UPIJOAFHOIWPLT-UHFFFAOYSA-N,methyl 4-tert-butylbenzoate,COC(=O)c1ccc(cc1)C(C)(C)C,-3.7398163758,-2.9744519092976214,-0.7653644665023784,0.7653644665023784,1,G1,0.0,2.842170943040401e-14,4.440892098500626e-16,0.0,0,0,0
A-81,FYMOBFDUZIDKMI-UHFFFAOYSA-N,"2,2-dimethyl-3-(3-methylphenyl)propan-1-ol",Cc1cccc(CC(C)(C)CO)c1,-2.8265354685000004,-2.856041009521812,0.0295055410218112,0.0295055410218112,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-83,HIGQPQRQIQDZMP-FLIBITNWSA-N,"(2E)-3,7-dimethylocta-2,6-dien-1-yl acetate",CC(=O)OC\C=C(C)/CCC=C(C)C,-3.7549532157,-3.1599553599875674,-0.5949978557124327,0.5949978557124327,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-86,ROKSAUSPJGWCSM-UWVGGRQHSA-N,"2-{6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl}ethan-1-ol",CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2,-2.6959998037,-2.7504803607914434,0.0544805570914435,0.0544805570914435,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-89,POSWICCRDBKBMH-UHFFFAOYSA-N,"3,3,5-trimethylcyclohexanone",CC1CC(=O)CC(C)(C)C1,-1.6471414632,-2.6926757420722365,1.0455342788722364,1.0455342788722364,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-94,JOBBTVPTPXRUBP-UHFFFAOYSA-N,"3-[(3-sulfanylpropanoyl)oxy]-2,2-bis({[(3-sulfanylpropanoyl)oxy]methyl})propyl 3-sulfanylpropanoate",SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.1231687481,-3.3056568278919416,-1.8175119202080587,1.8175119202080587,3,G5,0.0182445359681366,0.0,0.0,0.0,0,0,0
A-100,ODJUOZPKKHIEOZ-UHFFFAOYSA-N,"4-[2-(4-hydroxy-3,5-dimethylphenyl)propan-2-yl]-2,6-dimethylphenol",Cc1cc(cc(C)c1O)C(C)(C)c2cc(C)c(O)c(C)c2,-4.952868802799999,-3.9291572726770583,-1.0237115301229407,1.0237115301229407,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-101,DCXXMTOCNZCJGO-UHFFFAOYSA-N,"1,3-bis(octadecanoyloxy)propan-2-yl octadecanoate",CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,-5.4730005799,-10.840626929337366,5.367626349437367,5.367626349437367,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-106,NMZMQQBBZRGLPJ-UHFFFAOYSA-N,"ethyl 3,5,5-trimethylhexanoate",CCOC(=O)CC(C)CC(C)(C)C,-3.8230431676,-3.046917970578682,-0.7761251970213179,0.7761251970213179,3,G5,0.025392856001213,2.842170943040401e-14,0.0,0.0,0,0,0
A-109,OYACROKNLOSFPA-UHFFFAOYSA-N,calcium oxosilanebis(olate),[Ca++].[O-][Si]([O-])=O,-2.6500869941,-0.5338247821403219,-2.116262211959678,2.116262211959678,2,G2,0.6867903313999999,0.0,0.0,0.0,0,0,0
A-111,NTSLROIKFLNUIJ-UHFFFAOYSA-N,5-Ethyl-2-methylpyridine,CCc1ccc(C)nc1,-1.0042604536,-2.473430743041467,1.469170289441467,1.469170289441467,1,G1,0.0,0.0,2.220446049250313e-16,0.0,0,0,0
A-113,UJNOLBSYLSYIBM-NOOOWODRSA-N,"(1R,2S,5R)-5-methyl-2-(propan-2-yl)cyclohexyl (2S)-2-hydroxypropanoate",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,-2.9799872046,-2.927642640742237,-0.0523445638577628,0.0523445638577628,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-114,OIGNJSKKLXVSLS-VWUMJDOOSA-N,Prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.1784471289,-2.99623240220106,-0.1822147266989402,0.1822147266989402,2,G3,0.0150465189500001,0.0,2.220446049250313e-16,0.0,0,0,0
A-115,FPAYXBWMYIMERV-UHFFFAOYSA-L,"disodium 5-methyl-2-({4-[(4-methyl-2-sulfonatophenyl)amino]-9,10-dioxo-9,10-dihydroanthracen-1-yl}amino)benzene-1-sulfonate",[Na+].[Na+].Cc1ccc(Nc2ccc(Nc3ccc(C)cc3[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)c(c1)[S]([O-])(=O)=O,-1.4270312571,-2.555452075305734,1.128420818205734,1.128420818205734,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-116,CTVFHFFURJHNAT-UHFFFAOYSA-N,dialuminium(3+) ion dimolybdenum nonaoxidandiide,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Mo].[Mo],-4.2291529922,-1.8243836069902013,-2.404769385209799,2.404769385209799,1,G1,0.0,0.0,2.220446049250313e-16,0.0,0,0,0
A-117,CEXQWAAGPPNOQF-UHFFFAOYSA-N,2-phenoxyethyl 2-methylprop-2-enoate,CC(=C)C(=O)OCCOc1ccccc1,-2.9526471698,-2.796985036792754,-0.155662133007246,0.155662133007246,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-118,FIPWRIJSWJWJAI-UHFFFAOYSA-N,"5-{[2-(2-butoxyethoxy)ethoxy]methyl}-6-propyl-2H-1,3-benzodioxole",CCCCOCCOCCOCc1cc2OCOc2cc1CCC,-4.1510889183,-3.732958756397635,-0.4181301619023649,0.4181301619023649,3,G5,0.1290920829223444,0.0,8.881784197001252e-16,0.0,0,0,0
A-119,NBVXSUQYWXRMNV-UHFFFAOYSA-N,fluoromethane,CF,-0.1758743764999999,-1.7248166073914226,1.548942230891423,1.548942230891423,1,G1,0.0,0.0,0.0,0.0,0,0,0
A-122,XCSGHNKDXGYELG-UHFFFAOYSA-N,(2-phenoxyethoxy)benzene,C(COc1ccccc1)Oc2ccccc2,-3.9885265275,-3.174048554807269,-0.8144779726927309,0.8144779726927309,1,G1,0.0,2.842170943040401e-14,0.0,0.0,0,0,0
A-123,VIOMIGLBMQVNLY-UHFFFAOYSA-N,"4-[(4-amino-2-chloro-3,5-diethylphenyl)methyl]-3-chloro-2,6-diethylaniline",CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,-7.2780387128,-4.6900725175659534,-2.5879661952340465,2.5879661952340465,1,G1,0.0,0.0,0.0,0.0,0,0,0
