ID,observed_solubility,mean_prediction,median_prediction,prediction_sd,prediction_min,prediction_max,prediction_count,mean_residual,mean_absolute_error,prediction_range,compound_absolute_error,compound_residual,compound_squared_error,compound_error_direction
A-1052,-3.7694416506,-4.038475839737149,-4.01520270428481,0.044603746765909016,-4.089902671350608,-4.010322143576029,3,0.26903418913714905,0.26903418913714905,0.07958052777457958,0.26903418913714905,0.26903418913714905,0.07237939492468329,Underprediction
A-1053,-3.863274879700001,-3.6618256671354255,-3.6618256671354255,,-3.6618256671354255,-3.6618256671354255,1,-0.20144921256457549,0.20144921256457549,0.0,0.20144921256457549,-0.20144921256457549,0.04058178524288752,Overprediction
A-1056,-2.8302990647,-2.115203994825256,-2.07501689816619,0.08248344466509228,-2.21007900202265,-2.060516084286929,3,-0.7150950698747439,0.7150950698747439,0.14956291773572117,0.715095069874744,-0.715095069874744,0.511360958959165,Overprediction
A-1058,-2.7067344575,-2.7818018943149263,-2.7573940622610227,0.10525794892089753,-2.8971194811709955,-2.6908921395127603,3,0.07506743681492607,0.0856289821397526,0.2062273416582352,0.07506743681492622,0.07506743681492622,0.005635120069962941,Underprediction
A-1059,-2.7010952437,-3.09281392309236,-3.1446720648331072,0.13860449408195943,-3.1980117206781244,-2.9357579837658485,3,0.3917186793923599,0.3917186793923599,0.26225373691227594,0.3917186793923597,0.3917186793923597,0.1534435237848943,Underprediction
A-106,-3.8230431676,-2.9788928835776196,-2.9756962083087872,0.14009195324511028,-3.120555818146626,-2.8404266242774447,3,-0.8441502840223806,0.8441502840223806,0.2801291938691812,0.8441502840223802,-0.8441502840223802,0.7125897020150652,Overprediction
A-1060,-1.8195435039,-1.7878314550862238,-1.782294111458074,0.09702866612259317,-1.8875102162547488,-1.6936900375458488,3,-0.03171204881377624,0.07702319038360872,0.1938201787089,0.03171204881377632,-0.03171204881377632,0.0010056540399673319,Overprediction
A-1062,-1.4450110492,-1.6491000195017538,-1.808978404703499,0.3148336256302683,-1.851914055505723,-1.28640759829604,3,0.20408897030175402,0.30982460423772734,0.5655064572096831,0.20408897030175388,0.20408897030175388,0.041652307798830175,Underprediction
A-1065,-2.8799222949,-4.095455174065192,-4.095455174065192,0.032386899417227374,-4.11835617026472,-4.072554177865664,2,1.2155328791651918,1.2155328791651918,0.045801992399056246,1.2155328791651918,1.2155328791651918,1.477520180331621,Underprediction
A-1066,-0.691340871,-1.5589666798501554,-1.5441284519634817,0.0440570853989191,-1.6085271869685522,-1.5242444006184317,3,0.8676258088501552,0.8676258088501552,0.08428278635012054,0.8676258088501554,0.8676258088501554,0.7527745441828864,Underprediction
A-1067,-0.4681010618999999,0.30188842456596293,0.3328636149143759,0.11460867127962554,0.1749757392206421,0.3978259195628708,3,-0.7699894864659629,0.7699894864659629,0.22285018034222867,0.7699894864659629,-0.7699894864659629,0.5928838092681172,Overprediction
A-1068,-0.4681010618999999,0.30188842456596293,0.3328636149143759,0.11460867127962554,0.1749757392206421,0.3978259195628708,3,-0.7699894864659629,0.7699894864659629,0.22285018034222867,0.7699894864659629,-0.7699894864659629,0.5928838092681172,Overprediction
A-1070,-1.6538265258000002,-2.7042237602666908,-2.695768440574524,0.10431877808669761,-2.812512883384146,-2.6043899568414024,3,1.0503972344666908,1.0503972344666908,0.20812292654274378,1.0503972344666905,1.0503972344666905,1.1033343501752717,Underprediction
A-1073,-1.7459071723,-1.7458978289644111,-1.7285553511912597,0.08273050879235452,-1.8359248662525616,-1.6732132694494124,3,-9.343335588699967e-06,0.060021139303963134,0.16271159680314917,9.343335588773982e-06,-9.343335588773982e-06,8.729791992445045e-11,Overprediction
A-1076,-2.7354179060000003,-1.873870081320302,-1.873870081320302,,-1.873870081320302,-1.873870081320302,1,-0.8615478246796984,0.8615478246796984,0.0,0.8615478246796984,-0.8615478246796984,0.7422646542103203,Overprediction
A-1077,-2.8497223519,-3.434794843318636,-3.493420199593276,0.1204004330461121,-3.5146543456072137,-3.2963099847554167,3,0.5850724914186354,0.5850724914186354,0.21834436085179698,0.5850724914186358,0.5850724914186358,0.3423098202148097,Underprediction
A-1080,-2.6375931207,-1.9540374229184427,-1.971063815121391,0.08853614708206949,-2.032823859213396,-1.8582245944205409,3,-0.6835556977815574,0.6835556977815574,0.17459926479285515,0.6835556977815573,-0.6835556977815573,0.46724839196963175,Overprediction
A-1082,-3.7156062333,-1.6020438728176165,-1.5329698016426796,0.12328906375560929,-1.7443852346643984,-1.5287765821457715,3,-2.1135623604823834,2.1135623604823834,0.21560865251862693,2.1135623604823834,-2.1135623604823834,4.467145851647865,Overprediction
A-1085,-3.9512810281,-2.4345696162487265,-2.4345696162487265,0.029871876913074163,-2.455692222980731,-2.413447009516722,2,-1.5167114118512732,1.5167114118512732,0.042245213464009,1.5167114118512734,-1.5167114118512734,2.300413506839883,Overprediction
A-1088,-3.8157769203,-3.3538672503725255,-3.3571152853695656,0.10624426705510971,-3.458450257046472,-3.2460362087015384,3,-0.46190966992747445,0.46190966992747445,0.21241404834493371,0.4619096699274743,-0.4619096699274743,0.21336054317250824,Overprediction
A-1091,-4.7135873776,-4.250071351321012,-4.2380809654447775,0.11247462781268207,-4.368060806998369,-4.144072281519891,3,-0.46351602627898697,0.46351602627898697,0.22398852547847792,0.46351602627898725,-0.46351602627898725,0.21484710661746279,Overprediction
A-1092,-5.1858488331,-3.5188873572832797,-3.5188873572832797,,-3.5188873572832797,-3.5188873572832797,1,-1.66696147581672,1.66696147581672,0.0,1.66696147581672,-1.66696147581672,2.778760561857057,Overprediction
A-1094,-4.6451400046,-2.675158737077871,-2.68016037132144,0.11052447147130474,-2.7830974805092747,-2.5622183594028973,3,-1.9699812675221293,1.9699812675221293,0.22087912110637742,1.969981267522129,-1.969981267522129,3.8808261943880944,Overprediction
A-1095,-4.6324209502,-4.818695243828993,-4.924269113486028,0.24396340424114576,-4.99209133476315,-4.539725283237803,3,0.18627429362899348,0.2480714049371251,0.45236605152534715,0.18627429362899317,0.18627429362899317,0.03469811246698037,Underprediction
A-1096,-4.96733793,-3.711536584785639,-3.711536584785639,0.12312907371405969,-3.798601987770069,-3.624471181801209,2,-1.2558013452143613,1.2558013452143613,0.17413080596886,1.255801345214361,-1.255801345214361,1.5770370186421987,Overprediction
A-1097,-4.458990177,-3.52227458958651,-3.634701607559871,0.363370235296753,-3.816144002379557,-3.115978158820102,3,-0.9367155874134904,0.9367155874134904,0.7001658435594549,0.9367155874134903,-0.9367155874134903,0.8774360917034001,Overprediction
A-1098,-4.7775740697,-3.2983643314019826,-3.343161212649915,0.08327077404273846,-3.349647308941084,-3.202284472614949,3,-1.4792097382980174,1.4792097382980174,0.14736283632613478,1.4792097382980174,-1.4792097382980174,2.188061449875689,Overprediction
A-1099,-4.9587331394,-3.3213882207314236,-3.462216318313314,0.4642199478559068,-3.6988868254633953,-2.8030615184175627,3,-1.6373449186685756,1.6373449186685756,0.8958253070458326,1.637344918668576,-1.637344918668576,2.6808983826898056,Overprediction
A-11,-3.286116314,-2.5670843650089243,-2.545912142192585,0.0760773443165125,-2.651505190840695,-2.5038357619934937,3,-0.7190319489910754,0.7190319489910754,0.14766942884720136,0.7190319489910757,-0.7190319489910757,0.5170069436699049,Overprediction
A-1100,-4.6925039386,-4.455455825251127,-4.455455825251127,0.030659365898382075,-4.4771352707847525,-4.433776379717502,2,-0.23704811334887266,0.23704811334887266,0.04335889106725066,0.2370481133488731,-0.2370481133488731,0.05619180804226019,Overprediction
A-1101,-4.6925039386,-4.357586855470525,-4.357586855470525,0.060157363407681096,-4.4001245350744,-4.31504917586665,2,-0.33491708312947477,0.33491708312947477,0.08507535920774956,0.33491708312947477,-0.33491708312947477,0.11216945257195551,Overprediction
A-1105,-4.9957539374,-4.7144299155569005,-4.7144299155569005,0.030381623368674747,-4.735912967464346,-4.692946863649454,2,-0.2813240218430999,0.2813240218430999,0.04296610381489163,0.28132402184309946,-0.28132402184309946,0.07914320526597671,Overprediction
A-1106,-4.9857232877,-5.624196134999062,-5.624196134999062,0.05779271652423927,-5.665061756756544,-5.583330513241581,2,0.6384728472990626,0.6384728472990626,0.0817312435149633,0.6384728472990622,0.6384728472990622,0.4076475767381716,Underprediction
A-1107,-4.8207960263,-4.2285077697641835,-4.201984210582562,0.13177736553987376,-4.401141582607451,-4.108921075284159,4,-0.5922882565358161,0.5922882565358161,0.2922205073232922,0.5922882565358165,-0.5922882565358165,0.3508053788302372,Overprediction
A-111,-1.0042604536,-1.6577314244188348,-1.6577314244188348,0.0014592202588054749,-1.658763248959081,-1.6566995998785885,2,0.6534709708188348,0.6534709708188348,0.0020636490804923913,0.6534709708188349,0.6534709708188349,0.42702430970291055,Underprediction
A-1110,-5.4935852535,-3.8153851757206927,-3.761475797834122,0.09486567599746516,-3.924922131007112,-3.759757598320845,3,-1.6782000777793071,1.6782000777793071,0.16516453268626696,1.6782000777793074,-1.6782000777793074,2.816355501058473,Overprediction
A-1112,-4.8105849842,-4.203082679947335,-4.190571736495142,0.04299592194878426,-4.250946522522072,-4.167729780824791,3,-0.6075023042526654,0.6075023042526654,0.08321674169728066,0.607502304252665,-0.607502304252665,0.36905904967229763,Overprediction
A-1113,-5.010576791,-5.565775719298405,-5.487618287794102,0.3105889388360065,-5.907978256042515,-5.301730614058601,3,0.555198928298406,0.555198928298406,0.6062476419839138,0.5551989282984051,0.5551989282984051,0.3082458499836976,Underprediction
A-1114,-5.0206378696,-5.700149435793064,-5.662811437262473,0.7893321050472051,-6.507487933300526,-4.930148936816194,3,0.6795115661930646,0.7398375213822682,1.5773389964843316,0.6795115661930646,0.6795115661930646,0.46173596859015165,Underprediction
A-1116,-4.7652682741,-3.1602980389566513,-3.1602980389566513,0.07183261698523764,-3.211091369537289,-3.109504708376014,2,-1.6049702351433488,1.6049702351433488,0.1015866611612748,1.604970235143349,-1.604970235143349,2.575929455696097,Overprediction
A-1119,-4.9367254155,-3.2730397405381098,-3.2787686133241007,0.05254333062688688,-3.322483875200132,-3.2178667330900974,3,-1.6636856749618898,1.6636856749618898,0.10461714211003459,1.66368567496189,-1.66368567496189,2.7678500250733995,Overprediction
A-1120,-4.8708662082,-4.879240419192272,-4.879240419192272,,-4.879240419192272,-4.879240419192272,1,0.008374210992272424,0.008374210992272424,0.0,0.008374210992272424,0.008374210992272424,7.012740974309629e-05,Underprediction
A-1121,-5.1125700507,-5.14407814080048,-5.145654468792552,0.2664346418804591,-5.409721121354991,-4.876858832253897,3,0.0315080901004805,0.18864890239788204,0.5328622891010939,0.0315080901004805,0.0315080901004805,0.0009927597417799974,Underprediction
A-1123,-5.0705134819,-6.559409072637187,-6.559409072637187,0.05372444971940387,-6.597397995349294,-6.521420149925081,2,1.4888955907371875,1.4888955907371875,0.07597784542421238,1.4888955907371875,1.4888955907371875,2.2168100801166384,Underprediction
A-1125,-5.0622701458,-5.510005691397308,-5.510005691397308,0.02251993667335906,-5.525929691330932,-5.494081691463684,2,0.44773554559730755,0.44773554559730755,0.03184799986724762,0.44773554559730755,0.44773554559730755,0.20046711879131868,Underprediction
A-1126,-4.8059741607,-3.4910334245318526,-3.529988456284057,0.07904751012499414,-3.5430428863709227,-3.4000689309405776,3,-1.3149407361681476,1.3149407361681476,0.14297395543034508,1.3149407361681473,-1.3149407361681473,1.7290691396344293,Overprediction
A-1127,-4.6808820955,-4.07204871417142,-4.084657612259692,0.20226844269164918,-4.267717740305722,-3.863770789948848,3,-0.6088333813285799,0.6088333813285799,0.403946950356874,0.60883338132858,-0.60883338132858,0.3706780862199921,Overprediction
A-1128,-4.9156499936,-2.9680987907205574,-2.9794253511397266,0.13742949941280863,-3.099514498983526,-2.82535652203842,3,-1.9475512028794422,1.9475512028794422,0.27415797694510635,1.9475512028794424,-1.9475512028794424,3.792955687837163,Overprediction
A-113,-2.9799872046,-2.6875521357161274,-2.6875521357161274,0.17817334786014127,-2.813539718214743,-2.5615645532175115,2,-0.29243506888387283,0.29243506888387283,0.25197516499723127,0.2924350688838726,-0.2924350688838726,0.08551826951311532,Overprediction
A-1132,-4.9608754545,-3.7993964748720974,-3.833070304502495,0.2049759080497801,-3.985450362656103,-3.579668757457695,3,-1.1614789796279024,1.1614789796279024,0.405781605198408,1.1614789796279026,-1.1614789796279026,1.3490334201174738,Overprediction
A-1133,-5.0064289581,-4.598639097763435,-4.6029928796264326,0.15865860460185302,-4.774919068648224,-4.4136515631526505,4,-0.40778986033656484,0.40778986033656484,0.3612675054955732,0.40778986033656484,-0.40778986033656484,0.16629257019331506,Overprediction
A-1134,-5.0846644385,-5.8088741098562995,-5.8088741098562995,0.12093558544574945,-5.894388482411753,-5.723359737300845,2,0.7242096713562991,0.7242096713562991,0.1710287451109087,0.7242096713562995,0.7242096713562995,0.5244796480859993,Underprediction
A-1135,-4.892804854,-5.138346839348142,-5.110780115430416,0.17341235100243904,-5.3238913735186735,-4.980369029095339,3,0.24554198534814256,0.24554198534814256,0.3435223444233344,0.24554198534814198,0.24554198534814198,0.06029086656870717,Underprediction
A-1139,-4.8865490032,-2.469100414255768,-2.4691862254120407,0.022844862915100014,-2.491902250719156,-2.4462127666361067,3,-2.417448588944232,2.417448588944232,0.045689484083049514,2.417448588944232,-2.417448588944232,5.844057680188458,Overprediction
A-114,-3.1784471289,-2.784858657045481,-2.768628063107502,0.15212754972989959,-2.9747887808959894,-2.6273897210709296,4,-0.39358847185451906,0.39358847185451906,0.3473990598250598,0.39358847185451884,-0.39358847185451884,0.15491188517677537,Overprediction
A-1141,-2.8258731416,-3.608683293167568,-3.6409239518299654,0.0985175749220428,-3.722880138562586,-3.464045065522419,6,0.7828101515675687,0.7828101515675687,0.25883507304016673,0.7828101515675683,0.7828101515675683,0.6127917333972392,Underprediction
A-1143,-2.8195043204,-3.168417025253709,-3.168417025253709,0.2286828614277953,-3.3301202273104464,-3.0067138231969714,2,0.34891270485370884,0.34891270485370884,0.323406404113475,0.34891270485370907,0.34891270485370907,0.1217400756083315,Underprediction
A-1144,-2.7343475301,-2.271076640120271,-2.275276813488093,0.08136353297603569,-2.350258737253619,-2.1876943696191016,3,-0.4632708899797288,0.4632708899797288,0.1625643676345172,0.4632708899797291,-0.4632708899797291,0.21461991750261025,Overprediction
A-1145,-2.8569254583,-2.842396637388621,-2.8371194545644096,0.03255683626627877,-2.877269699383461,-2.812800758217992,3,-0.014528820911379192,0.028091648300353118,0.06446894116546886,0.014528820911379192,-0.014528820911379192,0.0002110866370749293,Overprediction
A-1148,-2.7782267945,-2.8962749581170573,-2.9080117225397397,0.09674932419180705,-2.9866204938294563,-2.794192657981976,3,0.11804816361705717,0.11804816361705717,0.19242783584748047,0.11804816361705717,0.11804816361705717,0.013935368933359499,Underprediction
A-1149,-1.7306186153,-2.7404796588803393,-2.765991259574525,0.07026268799082991,-2.791161780184487,-2.6387743361878195,4,1.009861043580339,1.009861043580339,0.15238744399666748,1.0098610435803392,1.0098610435803392,1.0198193273411718,Underprediction
A-1153,-3.0495421403,-2.932311709040666,-3.256911043999532,0.6140067004832636,-3.315888109956377,-2.224135973166088,3,-0.11723043125933404,0.4330403468299404,1.091752136790289,0.11723043125933374,-0.11723043125933374,0.013742974013249374,Overprediction
A-1154,-1.6020599913,-0.38338692354777565,-0.3331792019425678,0.10061359359744043,-0.4992238198721859,-0.3177577488285733,3,-1.2186730677522244,1.2186730677522244,0.18146607104361256,1.2186730677522244,-1.2186730677522244,1.4851640460646176,Overprediction
A-1155,-2.825819918,-1.6716018998270419,-1.6513850928945726,0.05786301196525292,-1.7368609033968334,-1.6265597031897197,3,-1.1542180181729582,1.1542180181729582,0.11030120020711376,1.1542180181729582,-1.1542180181729582,1.3322192334751113,Overprediction
A-1156,-2.5552696161000004,-2.1347836636056408,-2.136173432699592,0.2590828786438501,-2.393168862069272,-1.875008696048058,3,-0.4204859524943596,0.4204859524943596,0.5181601660212141,0.4204859524943596,-0.4204859524943596,0.17680843624508885,Overprediction
A-1157,-3.7554210341,-2.5413978023639463,-2.5346352638116207,0.015726873348412326,-2.55937481072942,-2.5301833325507985,3,-1.2140232317360533,1.2140232317360533,0.029191478178621555,1.2140232317360535,-1.2140232317360535,1.4738524071948516,Overprediction
A-1158,-3.8614246907,-4.187715051656211,-4.187715051656211,0.03082304575185021,-4.209510236324167,-4.165919866988254,2,0.3262903609562109,0.3262903609562109,0.04359036933591298,0.3262903609562109,0.3262903609562109,0.10646539965293439,Underprediction
A-1160,-4.849542252,-4.579566522057485,-4.579566522057485,0.18587461499816926,-4.7109997227731295,-4.4481333213418415,2,-0.2699757299425145,0.2699757299425145,0.26286640143128803,0.26997572994251495,-0.26997572994251495,0.07288689475799376,Overprediction
A-1161,-3.8432685623,-3.8188233106434413,-3.828637586567453,0.031591981382775976,-3.84434335261575,-3.78348899274712,3,-0.024445251656559048,0.025161778533725847,0.060854359868630414,0.024445251656558753,-0.024445251656558753,0.0005975703285524885,Overprediction
A-1163,-3.7255255026,-3.6548833993051857,-3.6460795709273377,0.044291096152319215,-3.702915241901042,-3.6156553850871775,3,-0.07064210329481435,0.07064210329481435,0.08725985681386428,0.07064210329481435,-0.07064210329481435,0.004990306757915221,Overprediction
A-1165,-3.8305001771,-3.3538672503725255,-3.3571152853695656,0.10624426705510971,-3.458450257046472,-3.2460362087015384,3,-0.4766329267274744,0.4766329267274744,0.21241404834493371,0.47663292672747426,-0.47663292672747426,0.22717894684079784,Overprediction
A-1167,-3.7935760497,-3.6103441511778223,-3.617886029664695,0.0468699314740943,-3.652985823669272,-3.560160600199501,3,-0.18323189852217725,0.18323189852217725,0.09282522346977107,0.1832318985221777,-0.1832318985221777,0.033573928636041625,Overprediction
A-1168,-0.6479837034,-0.47149359846088607,-0.4760363262728461,0.06281444073141161,-0.5319133557956356,-0.4065311133141764,3,-0.17649010493911396,0.17649010493911396,0.12538224248145918,0.17649010493911393,-0.17649010493911393,0.031148757141419448,Overprediction
A-117,-2.9526471698,-2.4628634915336742,-2.4499231587301864,0.09731451625883654,-2.566000746000036,-2.3726665698708,3,-0.489783678266326,0.489783678266326,0.19333417612923576,0.48978367826632585,-0.48978367826632585,0.2398880514960918,Overprediction
A-1170,-1.7642022678,-1.8530906293317244,-1.8810999106300963,0.08106873446499216,-1.9164406900821105,-1.761731287282967,3,0.08888836153172457,0.0905356818764133,0.15470940279914358,0.08888836153172441,0.08888836153172441,0.007901140815794544,Underprediction
A-1172,-1.7160179957,-2.044971609441824,-2.0391121375715326,0.12543770122148373,-2.1732363637468617,-1.9225663270070776,3,0.3289536137418241,0.3289536137418241,0.25067003673978405,0.3289536137418241,0.3289536137418241,0.10821047999380519,Underprediction
A-1173,-2.9792447784,-2.7391353932997125,-2.7545228671221444,0.04615486848152752,-2.77563092116593,-2.687252391611064,3,-0.24010938510028726,0.24010938510028726,0.0883785295548658,0.24010938510028756,-0.24010938510028756,0.05765251681323819,Overprediction
A-1174,-2.7927245342,-2.298503904977425,-2.308708267743544,0.2042958267043962,-2.497506324336818,-2.089297122851914,3,-0.49422062922257465,0.49422062922257465,0.4082092014849037,0.4942206292225748,-0.4942206292225748,0.24425403034915777,Overprediction
A-1177,-6.6925825623,-7.257056760479724,-7.350036324708871,0.32261211417536373,-7.535573840999167,-6.792580551501987,4,0.5644741981797239,0.5644741981797239,0.7429932894971794,0.5644741981797239,0.5644741981797239,0.3186311204106422,Underprediction
A-118,-4.1510889183,-4.135215310957153,-4.277909306508366,0.47224221762992946,-4.518671798115258,-3.466370832696621,4,-0.01587360734284704,0.3281935663102006,1.0523009654186368,0.01587360734284715,-0.01587360734284715,0.000251971410074891,Overprediction
A-1181,-2.7493446847000005,-3.1500223740823974,-3.063942276400765,0.2647934990421608,-3.4471455977347927,-2.9389792481116355,3,0.4006776893823972,0.4006776893823972,0.5081663496231572,0.4006776893823969,0.4006776893823969,0.16054261076881654,Underprediction
A-1185,-1.8297447369,-1.2617443980176513,-1.334037054237947,0.1733417662729424,-1.3872387109204738,-1.0639574288945328,3,-0.5680003388823488,0.5680003388823488,0.323281282025941,0.5680003388823487,-0.5680003388823487,0.322624384970463,Overprediction
